"zone","state","sector","lga","ea","serial_no","c1q2","c1q3","c1q4a","c1q4b","c1q4c","c1q5","c1q6"
2,35,2,3506,1040,7,2,49,11,11,"NO POSITION",40,0
2,35,2,3506,1040,8,2,30,11,11,"NO POSITION",25,0
2,35,2,3507,746,1,1,75,1,1,,60,52
2,35,2,3507,746,2,1,50,9,9,,30,52
2,35,2,3507,746,3,1,80,11,11,"NO POSITION",50,52
2,35,2,3507,746,4,1,85,11,11,"NO POSITION",50,0
2,35,2,3507,746,5,1,95,11,11,"NO POSITION",60,0
2,35,2,3507,746,6,1,70,11,11,"NO POSITION",35,0
2,35,2,3507,746,7,2,55,8,8,,38,0
2,35,2,3507,746,8,2,50,2,2,,37,0
2,35,2,3507,746,9,2,65,8,8,,40,0
2,35,2,3509,1310,1,1,75,1,1,,75,0
2,35,2,3509,1310,2,1,56,3,3,,56,0
2,35,2,3509,1310,3,1,72,9,9,,72,51
2,35,2,3509,1310,4,1,55,4,4,,55,34
2,35,2,3509,1310,5,1,36,11,11,"NO POSITION",36,26
2,35,2,3509,1310,6,1,50,5,5,,50,34
2,35,2,3509,1310,7,2,50,11,11,"NO POSITION",50,0
2,35,2,3509,1310,8,2,49,2,2,,49,0
2,35,2,3509,2276,1,1,65,1,1,,45,0
2,35,2,3509,2276,2,1,26,3,3,,26,0
2,35,2,3509,2276,3,1,50,8,8,,30,0
2,35,2,3509,2276,4,2,48,2,2,,31,0
2,35,2,3509,2276,5,1,56,11,11,"NO POSITION",30,0
2,35,2,3509,2276,6,1,55,11,11,"NO POSITION",28,0
2,35,2,3509,2276,7,2,41,8,8,,20,0
2,35,2,3511,1646,1,1,70,1,1,,70,0
2,35,2,3511,1646,2,1,70,11,11,"NO POSITION",50,0
2,35,2,3511,1646,3,1,65,3,3,,60,0
2,35,2,3511,1646,4,1,40,11,11,"NO POSITION",30,0
2,35,2,3511,1646,5,1,41,11,11,"NO POSITION",30,0
2,35,2,3511,1646,6,1,30,11,11,"NO POSITION",29,34
2,35,2,3511,1646,7,2,65,2,2,,65,0
2,35,2,3511,1646,8,2,30,11,11,"NO POSITION",18,0
2,35,2,3513,576,1,1,71,1,1,,71,0
2,35,2,3513,576,2,1,63,2,2,,63,0
2,35,2,3513,576,3,1,61,9,9,,61,51
2,35,2,3513,576,4,1,95,11,11,"NO POSITION",95,0
2,35,2,3513,576,5,2,76,11,11,"NO POSITION",76,0
2,35,2,3513,576,6,2,80,11,11,"NO POSITION",80,0
2,35,1,3513,1278,1,1,67,1,1,,44,61
2,35,1,3513,1278,2,1,68,9,9,,56,51
2,35,1,3513,1278,3,1,66,11,11,,51,51
2,35,1,3513,1278,4,1,70,11,11,,60,51
2,35,1,3513,1278,5,1,81,11,11,,46,51
2,35,1,3513,1278,6,2,61,11,11,,31,0
2,35,1,3513,1278,7,2,62,11,11,,40,0
2,35,1,3513,1278,8,2,38,11,11,,25,0
2,35,2,3515,316,1,1,50,1,,"NO POSITION",50,0
2,35,2,3515,316,2,1,70,9,9,,60,51
2,35,2,3515,316,3,1,70,11,11,"NO POSITION",60,0
2,35,2,3515,316,4,2,65,11,11,"NO POSITION",50,0
2,35,2,3515,316,5,1,28,11,11,"NO POSITION",20,0
2,35,2,3515,316,6,1,55,1,1,,40,0
2,35,2,3515,316,7,1,50,11,11,"NO POSITION",50,0
2,35,2,3515,316,8,2,35,11,11,"NO POSITION",35,0
2,35,2,3515,316,9,2,30,2,2,,30,0
2,35,2,3516,1632,1,1,68,1,1,,51,0
2,35,2,3516,1632,2,1,52,9,9,,31,51
2,35,2,3516,1632,3,1,28,11,11,"NO POSITION",11,0
2,35,2,3516,1632,4,2,42,2,2,,31,0
2,35,2,3516,1632,5,2,28,11,11,"NO POSITION",16,0
2,35,2,3516,1632,6,1,51,8,8,,31,0
2,35,2,3516,1632,7,1,41,11,11,"NO POSITION",21,0
3,36,2,3601,1214,1,1,66,1,,,66,51
3,36,2,3601,1214,2,1,40,9,,,40,26
3,36,2,3601,1214,3,1,46,3,,,46,51
3,36,2,3601,1214,4,1,45,6,,,45,51
3,36,2,3601,1214,5,1,41,11,,"YOUTH LEADER",41,26
3,36,2,3601,1214,6,1,37,7,,,21,32
3,36,2,3601,1214,7,1,41,4,,,11,31
3,36,2,3601,1214,8,1,30,5,,,30,34
3,36,2,3603,978,1,1,71,1,,,51,51
3,36,2,3603,978,2,1,61,9,,,60,51
3,36,2,3603,978,3,1,46,8,,,46,26
3,36,2,3603,978,4,2,43,8,,,43,51
3,36,2,3603,978,5,1,27,5,,,27,26
3,36,2,3603,978,6,1,41,11,,,41,26
3,36,2,3603,978,7,1,36,3,,,36,26
3,36,2,3603,978,8,1,30,6,,,30,26
3,36,2,3605,240,1,1,71,1,,,71,61
3,36,2,3605,240,2,1,61,3,,,61,61
3,36,2,3605,240,3,1,41,9,,,41,61
3,36,2,3605,240,4,1,36,8,,,36,51
3,36,2,3605,240,5,1,51,6,,,51,51
3,36,2,3605,240,6,1,41,11,,"YOUTH LEADER",41,26
3,36,2,3605,240,7,1,43,4,,,10,31
3,36,2,3605,240,8,1,34,7,,,12,41
3,36,2,3606,1956,1,1,71,1,,,71,51
3,36,2,3606,1956,2,1,61,3,,,61,51
3,36,2,3606,1956,3,1,46,6,,,46,26
3,36,2,3606,1956,4,1,66,3,,,66,51
3,36,2,3606,1956,5,1,41,8,,,41,51
3,36,2,3606,1956,6,1,28,5,,,28,26
3,36,2,3606,1956,7,1,62,8,,,62,51
3,36,2,3606,1956,8,1,53,9,,,53,51
3,36,2,3606,1956,9,1,26,11,,"YOUTH LEADER",26,26
3,36,1,3607,2596,1,1,66,1,,,31,51
3,36,1,3607,2596,2,1,56,4,,,26,34
3,36,1,3607,2596,3,1,24,8,,,24,41
3,36,1,3607,2596,4,1,76,6,,,76,41
3,36,1,3607,2596,5,1,21,11,,"YOUTH LEADER",21,26
3,36,1,3607,2596,6,1,51,7,,,51,41
3,36,2,3608,2078,1,1,48,1,,,48,41
3,36,2,3608,2078,2,1,78,3,,,78,51
3,36,2,3608,2078,3,1,77,3,,,77,51
3,36,2,3608,2078,4,1,51,9,,,51,34
3,36,2,3608,2078,5,1,43,8,,,43,51
3,36,2,3608,2078,6,1,41,11,,"YOUTH LEADER",41,26
3,36,2,3608,2078,7,1,56,6,,,56,32
3,36,2,3610,1826,1,1,66,1,,,66,51
3,36,2,3610,1826,2,1,81,4,,,81,31
3,36,2,3610,1826,3,1,65,3,,,65,51
3,36,2,3610,1826,4,1,36,11,,"YOUTH LEADER",36,51
3,36,2,3610,1826,5,1,57,3,,,57,61
3,36,2,3610,1826,6,1,52,8,,,52,51
3,36,2,3610,1826,7,1,54,7,,,21,41
3,36,2,3610,1826,8,2,51,8,,,51,51
3,36,1,3612,1474,1,1,60,1,,,60,61
3,36,1,3612,1474,2,1,75,3,,,75,51
3,36,1,3612,1474,3,1,56,9,,,56,61
3,36,1,3612,1474,4,1,45,11,,"YOUTH LEADER",45,51
3,36,1,3612,1474,5,1,38,8,,,38,51
3,36,1,3612,1474,6,1,46,8,,,46,51
3,36,1,3612,1474,7,1,40,6,,,40,61
3,36,1,3612,1474,8,2,51,8,,,51,51
3,36,2,3613,1066,1,1,61,1,,,61,51
3,36,2,3613,1066,2,1,66,3,,,66,61
3,36,2,3613,1066,3,1,36,3,,,36,51
3,36,2,3613,1066,4,1,44,8,,,44,16
3,36,2,3613,1066,5,1,36,6,,,36,61
3,36,2,3613,1066,6,1,24,7,,,24,32
3,36,2,3613,1066,7,1,26,6,,,26,26
3,36,2,3613,1066,8,1,27,11,,"YOUTH LEADER",27,26
1,37,1,3702,972,1,1,71,1,,,33,16
1,37,1,3702,972,2,2,49,8,,,32,16
1,37,1,3702,972,3,1,46,3,,,33,26
1,37,1,3702,972,4,1,51,9,,,33,51
1,37,1,3702,972,5,1,49,9,,,30,34
1,37,1,3702,972,6,2,36,8,,,33,16
1,37,1,3702,972,7,1,43,5,,,33,34
1,37,2,3706,6,1,1,67,1,,,20,0
1,37,2,3706,6,2,2,50,2,,,20,0
1,37,2,3706,6,3,1,50,11,,,20,26
1,37,2,3706,6,4,1,38,3,,,14,16
1,37,2,3706,6,5,1,60,9,,,20,34
1,37,2,3706,6,6,2,40,8,,,15,16
1,37,2,3706,6,7,1,60,10,,,20,16
1,37,1,3706,156,1,1,51,1,,,50,0
1,37,1,3706,156,2,2,40,11,,,20,14
1,37,1,3706,156,3,1,47,8,,,20,0
1,37,1,3706,156,4,2,30,2,,,15,0
1,37,1,3706,156,5,1,50,9,,,50,0
1,37,1,3706,156,6,1,50,11,,,30,26
1,37,1,3706,156,7,1,52,3,,,23,26
1,37,1,3706,4144,1,1,83,1,,,83,0
1,37,1,3706,4144,2,1,37,3,,,37,41
1,37,1,3706,4144,3,2,36,11,,"WOMEN LEADER",16,26
1,37,1,3706,4144,4,2,36,8,,,7,0
1,37,1,3706,4144,5,1,42,9,,,4,41
1,37,1,3706,4144,6,1,50,10,,,50,32
1,37,1,3706,4144,7,1,28,3,,,28,41
1,37,1,3706,4144,8,2,35,8,,,19,16
