"zone","state","sector","lga","ea","serial_no","c1q2","c1q3","c1q4a","c1q4b","c1q4c","c1q5","c1q6"
3,19,2,1902,52,2,2,30,2,,,30,51
3,19,2,1902,52,3,2,46,9,,,46,51
3,19,2,1902,52,4,1,30,8,,,30,51
3,19,2,1902,52,5,2,23,8,,,23,51
3,19,2,1905,1290,1,1,56,1,,,56,52
3,19,2,1905,1290,2,2,46,2,,,45,51
3,19,2,1905,1290,3,1,42,8,,,42,52
3,19,2,1905,1290,4,1,36,8,,,36,16
3,19,2,1905,1290,5,1,45,8,,,45,51
3,19,2,1905,1290,6,1,36,5,,,36,16
3,19,2,1905,1290,7,1,26,5,,,26,26
3,19,2,1908,284,1,1,50,1,,,50,51
3,19,2,1908,284,2,2,35,8,,,30,51
3,19,2,1908,284,3,1,30,8,,,30,15
3,19,2,1908,284,4,1,45,3,,,45,51
3,19,2,1908,284,5,1,42,8,,,42,52
3,19,2,1910,808,1,1,40,1,,,40,26
3,19,2,1910,808,2,1,58,8,,,58,16
3,19,2,1910,808,3,2,50,8,,,50,26
3,19,2,1910,808,4,1,45,8,,,45,42
3,19,2,1910,808,5,1,55,4,,,55,41
3,19,1,1912,1510,1,1,27,1,,,27,41
3,19,1,1912,1510,2,1,56,9,,,52,52
3,19,1,1912,1510,3,1,42,1,,,42,41
3,19,1,1912,1510,4,1,52,7,,,52,43
3,19,1,1912,1510,5,1,45,5,,,45,41
3,19,1,1912,1510,6,2,40,2,,,20,16
3,19,1,1912,1510,7,2,25,2,,,25,16
3,19,2,1914,934,1,1,46,1,,,46,0
3,19,2,1914,934,2,2,30,2,,,30,0
3,19,2,1914,934,3,1,61,9,,,61,
3,19,2,1914,934,4,1,45,8,,,45,
3,19,2,1914,934,5,2,36,8,,,36,
3,19,2,1916,1516,1,1,44,1,,,44,0
3,19,2,1916,1516,2,2,28,2,,,28,0
3,19,2,1916,1516,3,1,52,8,,,52,26
3,19,2,1916,1516,4,1,30,8,,,30,0
3,19,2,1916,1516,5,2,24,5,,,24,34
3,19,2,1919,366,1,1,35,1,,,35,16
3,19,2,1919,366,2,1,50,8,,,50,51
3,19,2,1919,366,3,1,48,8,,,48,51
3,19,2,1919,366,4,1,50,1,,,50,51
3,19,2,1919,366,5,1,70,9,,,70,52
3,19,1,1921,842,1,1,60,1,,,60,27
3,19,1,1921,842,2,2,38,2,,,38,51
3,19,1,1921,842,3,1,44,8,,,44,16
3,19,1,1921,842,4,2,41,5,,,41,16
3,19,1,1921,842,5,1,45,8,,,45,26
3,19,2,1923,284,1,1,60,1,,,60,16
3,19,2,1923,284,2,1,40,7,,,40,41
3,19,2,1923,284,3,2,35,8,,,35,16
3,19,2,1923,284,4,1,35,7,,,35,41
3,19,2,1923,284,5,1,30,8,,,30,16
3,19,1,1925,2858,1,1,36,1,,,36,16
3,19,1,1925,2858,2,2,27,2,,,27,16
3,19,1,1925,2858,3,1,48,8,,,48,16
3,19,1,1925,2858,4,1,45,8,,,45,16
3,19,1,1925,2858,5,1,25,11,,"STUDENT",25,25
3,19,2,1925,3394,1,1,56,1,,,56,16
3,19,2,1925,3394,2,2,47,2,,,47,0
3,19,2,1925,3394,3,1,60,9,,,60,0
3,19,2,1925,3394,4,2,25,9,,,25,42
3,19,2,1925,3394,5,1,31,5,,,31,34
3,19,2,1928,526,1,1,28,1,,,28,41
3,19,2,1928,526,2,1,36,4,,,36,34
3,19,2,1928,526,3,1,37,8,,,37,16
3,19,2,1928,526,4,1,55,8,,,55,51
3,19,2,1928,526,5,1,60,8,,,60,51
3,19,2,1928,526,6,1,70,8,,,70,51
3,19,2,1928,526,7,2,70,8,,,70,51
3,19,2,1932,562,1,1,85,1,,,85,51
3,19,2,1932,562,2,2,55,2,,,55,51
3,19,2,1932,562,3,1,56,1,,,56,51
3,19,2,1932,562,4,1,80,1,,,80,52
3,19,2,1932,562,5,1,40,1,,,40,34
3,19,2,1932,562,6,1,50,1,,,50,16
3,19,2,1934,386,1,1,40,1,,,40,34
3,19,2,1934,386,2,1,45,8,,,45,16
3,19,2,1934,386,3,1,45,4,,,45,34
3,19,2,1934,386,4,1,60,8,,,60,52
3,19,2,1934,386,5,1,27,11,,"STUDENT",27,33
3,19,2,1934,386,6,2,46,8,,,46,52
3,19,2,1936,1994,1,1,51,1,,,51,
3,19,2,1936,1994,2,2,51,2,,,51,
3,19,2,1936,1994,3,1,41,5,,,41,
3,19,2,1936,1994,4,1,60,9,,,51,
3,19,2,1936,1994,5,2,32,5,,,32,
3,19,2,1937,432,1,1,72,1,,,72,0
3,19,2,1937,432,2,2,53,2,,,53,0
3,19,2,1937,432,3,1,36,5,,,36,34
3,19,2,1937,432,4,1,30,4,,,30,34
3,19,2,1937,432,5,2,35,5,,,35,34
3,19,2,1941,518,1,1,41,1,,,41,51
3,19,2,1941,518,2,2,35,2,,,35,51
3,19,2,1941,518,3,1,46,8,,,46,51
3,19,2,1941,518,4,1,38,5,,,38,51
3,19,2,1941,518,5,2,45,8,,,45,51
3,19,2,1941,518,6,1,51,9,,,51,51
3,19,2,1943,668,1,1,81,1,,,81,51
3,19,2,1943,668,2,1,44,6,,,44,51
3,19,2,1943,668,3,2,30,2,,,30,51
3,19,2,1943,668,4,2,61,8,,,61,51
3,19,2,1943,668,5,1,31,8,,,31,51
3,20,2,2001,1354,1,1,53,1,,,53,34
3,20,2,2001,1354,2,1,47,3,,,47,41
3,20,2,2001,1354,3,1,60,4,,,60,42
3,20,2,2001,1354,4,1,44,6,,,44,16
3,20,2,2001,1354,5,1,42,7,,,42,28
3,20,2,2001,1354,6,2,30,11,,,30,16
3,20,2,2001,1354,7,1,62,9,,,62,42
3,20,2,2001,1354,8,1,50,11,,,50,23
3,20,2,2003,784,1,1,42,1,,,37,26
3,20,2,2003,784,2,1,51,9,,,30,51
3,20,2,2003,784,3,2,28,2,,,13,23
3,20,2,2003,784,4,1,48,8,,,48,61
3,20,2,2003,784,5,1,35,7,,,30,41
3,20,2,2003,784,6,1,31,,11,"TAILOR",30,26
3,20,2,2003,784,7,1,32,8,,,32,22
3,20,2,2003,784,8,1,42,5,,,42,34
3,20,2,2003,784,9,1,40,6,,,40,52
3,20,2,2005,970,1,1,78,1,,,21,51
3,20,2,2005,970,2,2,60,2,,,21,51
3,20,2,2005,970,3,1,56,8,,,21,52
3,20,2,2005,970,4,1,50,8,,,22,51
3,20,2,2005,970,5,1,35,8,,,22,16
3,20,2,2005,970,6,1,19,,11,"YOUTH",17,24
3,20,2,2005,970,7,2,40,8,,,22,0
3,20,2,2005,970,8,1,65,8,,,25,52
3,20,2,2005,970,9,1,60,9,,,21,51
3,20,2,2008,1474,1,1,65,1,,,65,52
3,20,2,2008,1474,2,1,62,9,,,62,52
3,20,2,2008,1474,3,1,58,7,,,58,52
3,20,2,2008,1474,4,1,58,5,,,58,52
3,20,2,2008,1474,5,1,52,8,,,52,52
3,20,2,2008,1474,6,1,52,6,,,52,52
3,20,2,2008,1474,7,1,51,3,,,51,51
3,20,2,2008,1474,8,1,45,11,,,45,42
3,20,2,2008,1474,9,1,35,6,,,35,33
3,20,2,2009,240,1,1,70,1,,,70,0
3,20,2,2009,240,2,1,68,3,,,68,51
3,20,2,2009,240,3,1,70,9,,,65,51
3,20,2,2009,240,4,1,60,6,,,60,12
3,20,2,2009,240,5,1,50,11,,"FARMER",50,51
3,20,2,2009,240,6,1,50,8,,,48,14
3,20,1,2012,844,1,1,40,4,,,40,41
3,20,1,2012,844,2,1,38,11,,,38,31
3,20,1,2012,844,3,1,44,11,,,44,26
3,20,1,2012,844,4,1,54,5,,,54,34
3,20,1,2012,844,6,1,41,4,,,41,41
3,20,2,2013,1232,1,1,70,1,,,70,51
3,20,2,2013,1232,2,1,50,2,,,50,23
3,20,2,2013,1232,3,2,36,8,,,36,16
3,20,2,2013,1232,4,1,40,4,,,40,26
3,20,2,2013,1232,5,1,30,7,,,30,26
3,20,2,2013,1232,6,1,35,5,,,35,26
3,20,2,2013,1232,7,1,30,11,,,30,26
3,20,2,2013,1232,8,1,32,5,,,32,26
3,20,2,2013,1232,9,1,50,3,,,50,16
3,20,2,2015,1746,1,1,67,1,,,67,51
3,20,2,2015,1746,2,2,51,2,,,51,0
3,20,2,2015,1746,3,1,62,9,,,54,51
3,20,2,2015,1746,4,1,40,8,,,40,51
3,20,2,2015,1746,5,1,32,8,,,32,51
3,20,2,2015,1746,6,1,50,8,,,40,51
3,20,2,2015,1746,7,1,45,8,,,41,0
3,20,2,2015,1746,8,1,47,8,,,47,51
3,20,2,2018,1134,1,1,57,1,,,57,51
3,20,2,2018,1134,2,1,60,9,,,45,51
3,20,2,2018,1134,3,2,50,2,,,37,0
3,20,2,2018,1134,4,1,18,11,,"STUDENT",15,25
3,20,2,2018,1134,5,1,25,8,,,25,51
3,20,2,2018,1134,6,1,28,8,,,28,51
3,20,2,2018,1134,7,1,40,4,,,10,34
3,20,2,2018,1134,8,1,53,8,,,53,51
3,20,2,2018,1134,9,1,60,8,,,60,0
3,20,2,2019,344,1,1,55,1,,,55,26
3,20,2,2019,344,2,1,65,9,,,65,51
3,20,2,2019,344,3,1,70,8,,,70,0
3,20,2,2019,344,4,1,35,4,,,35,25
3,20,2,2019,344,5,1,50,3,,,50,16
3,20,2,2019,344,6,1,33,2,,,33,16
3,20,2,2019,344,7,1,28,5,,,28,26
3,20,2,2019,344,8,1,40,3,,,40,16
3,20,2,2019,344,9,1,35,10,,,35,26
3,20,1,2021,3300,1,1,52,1,,,26,26
3,20,1,2021,3300,2,1,37,8,,,15,43
3,20,1,2021,3300,3,1,60,9,,,16,34
3,20,1,2021,3300,4,1,45,5,,,14,34
3,20,1,2021,3300,5,2,42,8,,,14,16
3,20,1,2021,3300,6,1,37,8,,,13,34
3,20,1,2021,3300,7,1,40,5,,,16,41
3,20,1,2021,3300,8,2,35,2,,,21,26
3,20,2,2022,1130,1,1,51,1,,,51,51
3,20,2,2022,1130,2,2,41,2,,,41,0
3,20,2,2022,1130,3,1,40,8,,,40,51
3,20,2,2022,1130,4,1,43,9,,,6,51
3,20,2,2022,1130,5,1,55,8,,,55,51
3,20,2,2022,1130,6,1,37,8,,,37,0
3,20,2,2022,1130,7,1,33,8,,,33,0
3,20,2,2022,1130,8,1,35,8,,,35,51
3,20,2,2022,1130,9,1,36,11,,"TRADITIONAL DOCTOR",22,51
3,20,2,2025,760,1,1,70,1,,,31,0
3,20,2,2025,760,2,1,75,9,,,15,15
3,20,2,2025,760,3,1,55,2,,,16,26
3,20,2,2025,760,4,1,50,8,,,20,16
3,20,2,2025,760,5,1,58,9,,,31,16
3,20,2,2025,760,6,1,52,8,,,20,12
3,20,2,2025,1304,1,1,60,1,,,50,16
3,20,2,2025,1304,2,1,70,9,,,70,51
3,20,2,2025,1304,3,1,40,6,,,32,26
3,20,2,2025,1304,4,1,41,11,,"DRIVING",35,32
3,20,2,2025,1304,5,1,50,8,,,45,51
3,20,2,2025,1304,6,1,35,5,,,32,23
3,20,2,2028,498,1,1,75,1,,,75,16
3,20,2,2028,498,2,1,70,9,,,65,51
3,20,2,2028,498,3,1,51,9,,,51,26
3,20,2,2028,498,4,1,42,7,,,42,16
3,20,2,2028,498,5,1,37,5,,,37,34
3,20,2,2028,498,6,1,37,5,,,33,41
3,20,2,2028,498,7,1,34,8,,,34,26
3,20,2,2028,498,8,1,33,6,,,33,26
3,20,2,2028,498,9,1,40,6,,,40,25
3,20,2,2030,1050,1,1,40,1,,,8,13
3,20,2,2030,1050,2,1,56,8,,,5,51
3,20,2,2030,1050,3,1,62,9,,,42,51
3,20,2,2030,1050,4,1,60,9,,,30,51
3,20,2,2030,1050,5,2,23,2,,,7,0
3,20,2,2030,1050,6,1,32,8,,,4,52
3,20,2,2030,1050,7,1,35,8,,,7,51
3,20,2,2030,1050,8,1,41,8,,,3,13
3,20,1,2032,1390,1,1,70,1,,,40,34
3,20,1,2032,1390,2,2,50,2,,,20,51
3,20,1,2032,1390,3,1,37,8,,,30,41
3,20,1,2032,1390,4,1,50,9,,,40,51
3,20,1,2032,1390,5,1,21,11,,"STUDENT",15,42
3,20,1,2032,1390,6,1,47,4,,,38,34
3,20,1,2032,1390,7,1,34,7,,,30,41
3,20,1,2032,1390,8,1,35,10,,,30,41
3,20,1,2032,1390,9,1,53,6,,,47,41
3,20,2,2032,1772,1,1,60,1,,,60,0
3,20,2,2032,1772,2,1,42,9,,,30,51
3,20,2,2032,1772,3,1,43,6,,,42,26
3,20,2,2032,1772,4,2,50,2,,,32,0
3,20,2,2032,1772,5,1,48,8,,,48,25
3,20,2,2032,1772,6,1,36,8,,,27,51
3,20,2,2032,1772,7,1,21,11,,"STUNDENT",18,26
3,20,2,2032,1772,8,1,60,8,,,60,0
3,20,2,2032,1772,9,1,30,8,,,30,16
3,21,2,2102,1124,1,1,65,1,,,65,51
3,21,2,2102,1124,2,2,45,2,,,30,51
3,21,2,2102,1124,3,1,56,6,,,56,51
3,21,2,2102,1124,4,1,65,9,,,65,51
3,21,2,2102,1124,5,1,80,8,,,80,51
3,21,2,2102,1124,6,1,43,7,,,17,41
3,21,2,2106,236,1,1,67,1,,,55,26
3,21,2,2106,236,2,2,60,2,,,45,51
3,21,2,2106,236,3,1,52,9,,,52,51
3,21,2,2106,236,4,1,53,5,,,53,34
3,21,2,2106,236,5,1,32,8,,,32,26
3,21,2,2106,236,6,2,43,8,,,43,0
3,21,2,2106,236,7,1,25,11,,"STUDENT",25,26
3,21,2,2106,2822,1,1,70,1,,,33,51
3,21,2,2106,2822,2,2,60,2,,,33,51
3,21,2,2106,2822,3,1,41,8,,,33,51
3,21,2,2106,2822,4,1,36,11,,"STUDENT",25,42
3,21,2,2106,2822,5,1,45,9,,,32,51
3,21,2,2106,2822,6,2,22,8,,,11,51
3,21,1,2108,520,1,1,65,1,,,25,51
3,21,1,2108,520,2,2,40,2,,,24,51
3,21,1,2108,520,3,1,45,8,,,45,26
3,21,1,2108,520,4,1,31,3,,,25,26
3,21,1,2108,520,5,1,42,8,,,42,26
3,21,1,2108,520,6,1,52,9,,,20,51
3,21,2,2109,38,1,1,,1,,,55,51
3,21,2,2109,38,2,2,50,2,,,50,51
3,21,2,2109,38,3,1,26,6,,,26,51
3,21,2,2109,38,4,1,42,9,,,42,51
3,21,2,2109,38,5,1,21,11,,"STUDENT",21,26
3,21,2,2109,38,6,1,40,8,,,40,26
3,21,2,2111,180,1,1,75,1,,,10,41
3,21,2,2111,180,2,2,50,2,,,10,51
3,21,2,2111,180,3,1,55,8,,,55,52
3,21,2,2111,180,4,1,45,6,,,45,52
3,21,2,2111,180,5,1,50,3,,,50,26
3,21,2,2111,180,6,1,70,9,,,70,1
3,21,2,2115,926,1,1,60,1,,,60,0
3,21,2,2115,926,2,2,50,2,,,50,0
3,21,2,2115,926,3,1,45,6,,,45,0
3,21,2,2115,926,4,1,60,8,,,60,0
3,21,2,2115,926,5,1,20,11,,"STUDENT",20,26
3,21,2,2115,926,6,1,28,9,,,28,51
3,21,2,2117,554,1,1,37,1,,,37,26
3,21,2,2117,554,2,2,27,2,,,27,51
3,21,2,2117,554,3,1,55,3,,,55,51
3,21,2,2117,554,4,1,55,9,,,55,51
3,21,2,2117,554,5,1,17,11,,"STUDENT",17,25
3,21,2,2117,554,6,1,30,8,,,30,26
3,21,2,2119,2146,1,1,48,1,,,48,26
3,21,2,2119,2146,2,1,56,3,,,56,26
3,21,2,2119,2146,3,2,30,2,,,30,16
3,21,2,2119,2146,4,1,42,8,,,42,26
3,21,2,2119,2146,5,1,28,11,,"STUDENT",28,26
3,21,2,2119,2146,6,1,45,6,,,45,26
3,21,2,2119,3956,1,1,70,1,,,20,0
3,21,2,2119,3956,2,2,50,2,,,20,0
3,21,2,2119,3956,3,1,43,9,,,20,16
3,21,2,2119,3956,4,1,43,6,,,13,0
3,21,2,2119,3956,5,1,36,3,,,7,0
3,21,2,2119,3956,6,1,40,8,,,25,51
1,22,2,2201,422,1,1,61,1,,,26,42
1,22,2,2201,422,2,2,50,2,,,26,0
1,22,2,2201,422,3,2,59,8,,,30,0
1,22,2,2201,422,4,2,48,9,,,28,23
1,22,2,2201,422,5,1,33,3,,,33,41
1,22,2,2201,422,6,1,55,3,,,40,16
1,22,2,2201,422,7,2,21,8,,,21,41
1,22,2,2201,422,8,1,65,8,,,30,16
1,22,2,2201,422,9,2,44,8,,,20,31
1,22,2,2203,266,1,1,42,3,,,42,26
1,22,2,2203,266,2,2,35,9,,,35,0
1,22,2,2203,266,3,2,75,9,,,75,0
1,22,2,2203,266,4,2,45,3,,,45,0
1,22,2,2203,266,5,1,25,9,,,25,16
1,22,2,2203,266,6,2,25,2,,,25,0
1,22,2,2203,266,7,1,43,8,,,43,43
1,22,2,2203,266,8,1,35,8,,,35,34
1,22,2,2203,266,9,1,20,8,,,17,26
1,22,2,2203,530,1,1,75,1,,,75,14
1,22,2,2203,530,2,1,65,3,,,27,16
1,22,2,2203,530,3,1,45,9,,,45,0
1,22,2,2203,530,4,1,63,11,,,63,0
1,22,2,2203,530,5,1,51,11,,,51,16
1,22,2,2203,530,6,2,61,2,,,61,0
1,22,2,2203,530,7,2,35,8,,,35,15
1,22,2,2203,530,8,2,40,8,,,40,14
1,22,2,2203,530,9,2,45,8,,,45,0
1,22,2,2205,664,1,1,85,1,,,85,0
1,22,2,2205,664,2,1,45,3,,,2,16
1,22,2,2205,664,3,1,48,8,,,10,0
1,22,2,2205,664,4,1,38,3,,,12,16
1,22,2,2205,664,5,1,70,9,,,70,0
1,22,2,2205,664,6,2,20,8,,,10,16
1,22,2,2205,664,7,2,22,8,,,22,16
1,22,2,2205,664,8,2,24,8,,,24,16
1,22,2,2205,664,9,2,21,8,,,5,16
1,22,2,2205,2432,1,1,50,1,,,50,16
1,22,2,2205,2432,2,1,48,3,,,48,14
1,22,2,2205,2432,3,1,49,8,,,49,16
1,22,2,2205,2432,4,1,60,9,,,60,16
1,22,2,2205,2432,5,2,30,11,,,6,32
1,22,2,2205,2432,6,2,25,2,,,10,14
1,22,2,2205,2432,7,2,24,8,,,24,22
1,22,2,2205,2432,8,2,36,8,,,36,16
1,22,1,2209,792,1,1,55,3,,,45,32
1,22,1,2209,792,2,1,70,8,,,40,16
1,22,1,2209,792,3,1,69,8,,,42,0
1,22,1,2209,792,4,1,60,5,,,8,42
1,22,1,2209,792,5,2,33,9,,,20,16
1,22,1,2209,792,6,2,56,9,,,10,16
1,22,1,2209,792,7,1,68,1,,,10,42
1,22,2,2211,594,1,1,81,1,,,81,0
1,22,2,2211,594,2,1,25,3,,,3,26
1,22,2,2211,594,3,1,30,8,,,17,26
1,22,2,2211,594,4,2,60,8,,,60,0
1,22,2,2211,594,5,2,31,8,,,31,0
1,22,2,2211,594,6,2,28,9,,,19,16
1,22,2,2211,594,7,2,35,8,,,25,0
1,22,2,2211,594,8,2,20,2,,,4,41
1,22,2,2211,594,9,2,20,8,,,4,25
1,22,1,2211,806,1,1,87,1,,,87,0
1,22,1,2211,806,2,1,72,3,,,60,16
1,22,1,2211,806,3,1,68,9,,,29,16
1,22,1,2211,806,4,1,75,3,,,36,16
1,22,1,2211,806,5,2,87,3,,,40,0
1,22,1,2211,806,6,2,53,8,,,53,0
1,22,1,2211,806,7,2,62,9,,,30,14
1,22,1,2211,806,8,2,38,8,,,20,23
1,22,1,2211,806,9,2,68,2,,,68,0
1,22,2,2214,1354,1,1,65,1,,,65,0
1,22,2,2214,1354,2,1,63,1,,,46,12
1,22,2,2214,1354,3,1,86,3,,,60,0
1,22,2,2214,1354,4,1,70,3,,,40,0
1,22,2,2214,1354,5,1,42,9,,,42,31
1,22,2,2214,1354,6,2,27,8,,,2,26
1,22,2,2214,1354,7,2,49,5,,,30,26
1,22,2,2214,1354,8,2,35,8,,,20,0
1,22,2,2214,1354,9,2,45,9,,,2,16
1,22,1,2216,428,1,1,45,3,,,45,41
1,22,1,2216,428,2,1,30,3,,,30,41
1,22,1,2216,428,3,1,66,9,,,66,0
1,22,1,2216,428,4,2,28,8,,,28,16
1,22,1,2216,428,5,2,26,8,,,2,26
1,22,1,2216,428,6,2,42,8,,,15,0
1,22,1,2216,428,7,2,26,8,,,26,26
1,22,1,2216,428,8,2,33,8,,,6,16
1,22,2,2218,596,1,1,35,5,,,3,34
1,22,2,2218,596,2,2,25,8,,,5,26
1,22,2,2218,596,3,2,35,11,,,35,0
1,22,2,2218,596,4,2,53,9,,,53,11
1,22,2,2218,596,5,2,43,9,,,43,14
1,22,2,2218,596,6,2,36,11,,,36,0
1,22,2,2218,596,7,1,26,11,,,17,26
1,22,2,2218,596,8,1,65,3,,,30,0
1,22,2,2218,596,9,1,22,11,,,17,26
1,22,1,2220,1296,1,1,25,5,,,25,41
1,22,1,2220,1296,2,1,30,8,,,30,31
1,22,1,2220,1296,3,2,25,8,,,23,41
1,22,1,2220,1296,4,1,32,8,,,27,41
1,22,1,2220,1296,5,2,57,5,,,32,34
1,22,1,2220,1296,6,2,27,3,,,25,34
1,22,1,2220,1296,7,2,50,7,,,20,42
1,22,1,2220,1296,8,2,45,5,,,40,34
1,22,1,2220,1296,9,1,69,3,,,20,41
1,23,2,2302,1982,1,1,68,1,,,38,0
1,23,2,2302,1982,2,1,39,8,,,11,16
1,23,2,2302,1982,3,1,38,3,,,15,0
1,23,2,2302,1982,4,1,25,8,,,25,0
1,23,2,2302,1982,5,1,35,8,,,13,0
1,23,2,2302,1982,6,1,25,8,,,25,0
1,23,2,2303,2348,1,1,106,1,,,105,0
1,23,2,2303,2348,2,1,88,11,,,88,0
1,23,2,2303,2348,3,1,56,3,5,,56,43
1,23,2,2303,2348,4,2,46,8,,,46,26
1,23,2,2303,2348,5,2,51,5,,,51,42
1,23,2,2303,2348,6,1,86,11,,,86,0
1,23,2,2304,322,1,1,70,1,,,70,43
1,23,2,2304,322,2,1,77,11,,,77,16
1,23,2,2304,322,3,1,56,11,,,56,34
1,23,2,2304,322,4,2,84,8,11,,84,0
1,23,2,2304,322,5,1,62,3,8,,62,16
1,23,2,2304,322,6,1,75,8,11,,75,0
1,23,2,2304,322,7,2,60,8,,,60,24
1,23,1,2306,970,1,1,72,1,,,72,51
1,23,1,2306,970,2,1,76,3,,,60,51
1,23,1,2306,970,3,2,36,8,,,20,26
1,23,1,2306,970,4,1,37,9,,,36,26
1,23,1,2306,970,5,1,28,11,,,28,26
1,23,1,2306,970,6,1,41,5,,,41,31
1,23,1,2307,78,1,1,58,1,8,,58,52
1,23,1,2307,78,2,1,45,8,,,45,16
1,23,1,2307,78,3,1,23,5,,,23,34
1,23,1,2307,78,4,2,25,8,,,25,26
1,23,1,2307,78,5,1,28,8,,,28,26
1,23,1,2307,78,6,1,31,8,,,31,34
1,23,1,2307,2316,1,1,78,1,,,78,26
1,23,1,2307,2316,2,1,53,11,,,53,41
1,23,1,2307,2316,3,1,73,11,,,73,26
1,23,1,2307,2316,4,2,56,2,,,31,1
1,23,1,2307,2316,5,1,71,9,,,71,11
1,23,1,2308,556,1,1,75,1,,,75,16
1,23,1,2308,556,2,2,62,2,8,,30,61
1,23,1,2308,556,3,1,32,3,,,32,34
1,23,1,2308,556,4,1,28,11,,,28,16
1,23,1,2308,556,5,1,27,11,,,27,26
1,23,1,2308,556,6,1,59,9,11,,59,32
1,23,1,2308,556,7,1,60,8,9,,60,32
1,23,1,2308,5180,1,1,86,1,,,86,51
1,23,1,2308,5180,2,1,53,8,,,53,61
1,23,1,2308,5180,3,1,84,3,,,83,61
1,23,1,2308,5180,4,1,42,11,,,42,26
1,23,1,2308,5180,5,1,28,11,,,28,26
1,23,1,2308,5180,6,2,52,8,,,52,0
1,23,2,2309,998,1,1,66,1,,,35,0
1,23,2,2309,998,2,2,28,2,,,8,0
1,23,2,2309,998,3,2,74,8,,,15,0
1,23,2,2309,998,4,1,33,3,,,19,0
1,23,2,2309,998,5,1,24,11,,,24,26
1,23,2,2309,998,6,1,26,11,,,26,32
1,23,2,2311,516,1,1,73,11,,,73,16
1,23,2,2311,516,2,1,56,11,,,56,26
1,23,2,2311,516,3,1,56,3,,,56,26
1,23,2,2311,516,4,1,49,11,,,49,34
1,23,2,2311,516,5,1,32,11,,,32,41
1,23,2,2311,516,6,1,70,11,,,70,16
1,23,2,2315,924,1,1,94,1,,,46,61
1,23,2,2315,924,2,1,70,2,11,,27,42
1,23,2,2315,924,3,1,75,2,,,75,41
1,23,2,2315,924,4,1,77,11,,,77,27
1,23,2,2315,924,5,1,58,9,,,11,26
1,23,2,2315,924,6,2,41,8,,,12,26
1,23,2,2315,924,7,2,45,8,,,16,16
1,23,2,2315,924,8,1,43,8,,,43,16
1,23,1,2316,140,1,1,53,11,,,53,26
1,23,1,2316,140,2,1,75,11,,,75,16
1,23,1,2316,140,3,1,46,11,,,46,34
1,23,1,2316,140,4,1,76,8,,,76,16
1,23,1,2316,140,5,1,55,8,,,55,16
1,23,1,2316,140,6,1,62,8,,,62,0
1,23,1,2316,140,7,1,65,8,,,65,0
6,24,1,2401,766,1,1,75,1,11,"LANDLORD",30,42
6,24,1,2401,766,2,1,71,11,,"LANDLORD",30,32
6,24,1,2401,766,3,1,65,11,,"SECRETARY",37,28
6,24,1,2401,766,4,1,40,11,,"YOUTH LEADER",26,26
6,24,1,2401,766,5,2,71,11,,"WOMAN LEADER",28,34
6,24,1,2401,766,6,1,63,11,,"FINANCIAL SECRETARY",25,28
6,24,1,2401,766,7,1,75,11,,"ELDER",30,42
6,24,1,2401,766,8,2,70,11,,"IYA OLOJA",32,26
6,24,1,2403,674,1,1,78,1,,,36,16
6,24,1,2403,674,2,1,64,11,,"CHAIRMAN",23,42
6,24,1,2403,674,3,2,59,8,,,20,26
6,24,1,2403,674,4,1,56,11,,"MEMBER",13,16
6,24,1,2403,674,5,2,56,9,,,5,26
6,24,1,2403,1588,1,1,76,11,,"CDA CHAIRMAN",34,33
6,24,1,2403,1588,2,1,65,11,,"CDA TREASURER",33,42
6,24,1,2403,1588,3,1,64,11,,"CDA SECRETARY",38,16
6,24,1,2403,1588,4,1,72,11,,"CDA MEMBER",33,42
6,24,1,2403,1588,5,2,67,11,,"CDA MEMBER",33,0
6,24,1,2403,1588,6,1,59,11,,"CHIEF IMAM",35,26
6,24,1,2403,3592,1,1,71,1,,,32,33
6,24,1,2403,3592,2,1,76,11,,"CDA SECRETARY",8,42
6,24,1,2403,3592,3,1,46,11,,"CDA TREASURER",11,42
6,24,1,2403,3592,4,1,55,11,,"FIN. SECRETARY CDA",11,42
6,24,1,2403,3592,5,1,63,11,,"PROMINENT MEMBER CDA",18,43
6,24,1,2403,3592,6,2,60,11,,"PROMINENT MEMBER",15,26
6,24,1,2403,7586,1,1,55,1,,,15,42
6,24,1,2403,7586,2,1,78,11,,"PAST HEADMAN",20,42
6,24,1,2403,7586,3,1,53,11,,"EX OFFICIOL MEMBER",17,41
6,24,1,2403,7586,4,1,61,11,,"VICE CHAIRMAN",26,41
6,24,1,2403,7586,5,1,56,11,,"PROMINENT MEMBER",16,42
6,24,1,2403,7586,6,1,67,11,,"PROMINENT MEMBER",8,42
6,24,1,2403,7586,7,1,56,11,,"FORMER CDA SECRETARY",11,42
6,24,1,2403,7586,8,1,52,11,,"CURRENT SECRETARY",16,26
6,24,1,2403,7586,9,1,58,11,,"FMR VICE CHAIRMAN",18,26
6,24,1,2405,134,1,1,61,1,11,"BAALE OF AJAGBE",25,16
6,24,1,2405,134,2,1,51,11,,"IMAM",20,26
6,24,1,2405,134,3,1,71,11,,"CDA CHAIRMAN",30,16
6,24,1,2405,134,4,1,79,11,,"SECRETARY TO CDA",30,26
6,24,1,2405,134,5,1,71,11,,"CDA BANKOLE",30,33
6,24,1,2405,134,6,1,51,11,,"SEC TO CDA BANKOLE",20,34
