"zone","state","lga","sector","ea","hhid","item_cd","item_desc","s10cq10","s10cq11","tracked_obs"
5,32,3212,2,314,320207,3,"ADULTS 16-65 YEARS",2,3,0
5,32,3212,2,314,320207,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3321,1,1182,330001,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3321,1,1182,330001,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3321,1,1182,330001,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3321,1,1182,330001,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3321,1,1182,330002,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3321,1,1182,330002,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3321,1,1182,330002,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3321,1,1182,330002,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3321,1,1182,330003,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3321,1,1182,330003,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3321,1,1182,330003,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3321,1,1182,330003,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3321,1,1182,330004,1,"CHILDREN 0-5 YEARS",0,0,0
3,33,3321,1,1182,330004,2,"CHILDREN 6-15 YEARS",7,2,0
3,33,3321,1,1182,330004,3,"ADULTS 16-65 YEARS",7,2,0
3,33,3321,1,1182,330004,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3321,1,1182,330005,1,"CHILDREN 0-5 YEARS",7,1,0
3,33,3321,1,1182,330005,2,"CHILDREN 6-15 YEARS",7,2,0
3,33,3321,1,1182,330005,3,"ADULTS 16-65 YEARS",3,1,0
3,33,3321,1,1182,330005,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3321,1,1182,330006,1,"CHILDREN 0-5 YEARS",7,1,0
3,33,3321,1,1182,330006,2,"CHILDREN 6-15 YEARS",7,2,0
3,33,3321,1,1182,330006,3,"ADULTS 16-65 YEARS",7,1,0
3,33,3321,1,1182,330006,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3321,1,1182,330007,1,"CHILDREN 0-5 YEARS",0,0,0
3,33,3321,1,1182,330007,2,"CHILDREN 6-15 YEARS",3,3,0
3,33,3321,1,1182,330007,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3321,1,1182,330007,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3321,1,1182,330008,1,"CHILDREN 0-5 YEARS",7,2,0
3,33,3321,1,1182,330008,2,"CHILDREN 6-15 YEARS",7,3,0
3,33,3321,1,1182,330008,3,"ADULTS 16-65 YEARS",7,2,0
3,33,3321,1,1182,330008,4,"PEOPLE OVER 65 YEARS OLD",7,1,0
3,33,3321,1,1182,330009,1,"CHILDREN 0-5 YEARS",7,2,0
3,33,3321,1,1182,330009,2,"CHILDREN 6-15 YEARS",7,3,0
3,33,3321,1,1182,330009,3,"ADULTS 16-65 YEARS",7,2,0
3,33,3321,1,1182,330009,4,"PEOPLE OVER 65 YEARS OLD",7,2,0
3,33,3321,1,1182,330010,1,"CHILDREN 0-5 YEARS",0,0,0
3,33,3321,1,1182,330010,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3321,1,1182,330010,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3321,1,1182,330010,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3311,1,702,330011,1,"CHILDREN 0-5 YEARS",0,0,0
3,33,3311,1,702,330011,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3311,1,702,330011,3,"ADULTS 16-65 YEARS",7,7,0
3,33,3311,1,702,330011,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3311,1,702,330012,1,"CHILDREN 0-5 YEARS",0,0,0
3,33,3311,1,702,330012,2,"CHILDREN 6-15 YEARS",3,3,0
3,33,3311,1,702,330012,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3311,1,702,330012,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3311,1,702,330013,1,"CHILDREN 0-5 YEARS",3,3,0
3,33,3311,1,702,330013,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3311,1,702,330013,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3311,1,702,330013,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3311,1,702,330014,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3311,1,702,330014,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3311,1,702,330014,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3311,1,702,330014,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3311,1,702,330015,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3311,1,702,330015,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3311,1,702,330015,3,"ADULTS 16-65 YEARS",7,7,0
3,33,3311,1,702,330015,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3311,1,702,330016,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3311,1,702,330016,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3311,1,702,330016,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3311,1,702,330016,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3311,1,702,330017,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3311,1,702,330017,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3311,1,702,330017,3,"ADULTS 16-65 YEARS",7,7,0
3,33,3311,1,702,330017,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3311,1,702,330018,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3311,1,702,330018,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3311,1,702,330018,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3311,1,702,330018,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3311,1,702,330019,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3311,1,702,330019,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3311,1,702,330019,3,"ADULTS 16-65 YEARS",7,7,0
3,33,3311,1,702,330019,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3311,1,702,330020,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3311,1,702,330020,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3311,1,702,330020,3,"ADULTS 16-65 YEARS",7,7,0
3,33,3311,1,702,330020,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3310,2,476,330021,1,"CHILDREN 0-5 YEARS",7,9,0
3,33,3310,2,476,330021,2,"CHILDREN 6-15 YEARS",7,10,0
3,33,3310,2,476,330021,3,"ADULTS 16-65 YEARS",7,9,0
3,33,3310,2,476,330021,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3310,2,476,330022,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3310,2,476,330022,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3310,2,476,330022,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3310,2,476,330022,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3310,2,476,330023,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3310,2,476,330023,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3310,2,476,330023,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3310,2,476,330023,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3310,2,476,330024,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3310,2,476,330024,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3310,2,476,330024,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3310,2,476,330024,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3310,2,476,330025,1,"CHILDREN 0-5 YEARS",0,0,0
3,33,3310,2,476,330025,2,"CHILDREN 6-15 YEARS",7,9,0
3,33,3310,2,476,330025,3,"ADULTS 16-65 YEARS",7,10,0
3,33,3310,2,476,330025,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3310,2,476,330026,1,"CHILDREN 0-5 YEARS",3,3,0
3,33,3310,2,476,330026,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3310,2,476,330026,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3310,2,476,330026,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3310,2,476,330027,1,"CHILDREN 0-5 YEARS",0,0,0
3,33,3310,2,476,330027,2,"CHILDREN 6-15 YEARS",7,10,0
3,33,3310,2,476,330027,3,"ADULTS 16-65 YEARS",7,9,0
3,33,3310,2,476,330027,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3310,2,476,330028,1,"CHILDREN 0-5 YEARS",7,9,0
3,33,3310,2,476,330028,2,"CHILDREN 6-15 YEARS",7,9,0
3,33,3310,2,476,330028,3,"ADULTS 16-65 YEARS",7,9,0
3,33,3310,2,476,330028,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3310,2,476,330029,1,"CHILDREN 0-5 YEARS",0,0,0
3,33,3310,2,476,330029,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3310,2,476,330029,3,"ADULTS 16-65 YEARS",7,7,0
3,33,3310,2,476,330029,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3310,2,476,330030,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3310,2,476,330030,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3310,2,476,330030,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3310,2,476,330030,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3323,2,92,330031,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3323,2,92,330031,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3323,2,92,330031,3,"ADULTS 16-65 YEARS",7,7,0
3,33,3323,2,92,330031,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3323,2,92,330032,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3323,2,92,330032,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3323,2,92,330032,3,"ADULTS 16-65 YEARS",7,7,0
3,33,3323,2,92,330032,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
3,33,3323,2,92,330033,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3323,2,92,330033,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3323,2,92,330033,3,"ADULTS 16-65 YEARS",7,7,0
3,33,3323,2,92,330033,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
3,33,3323,2,92,330034,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3323,2,92,330034,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3323,2,92,330034,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3323,2,92,330034,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3323,2,92,330035,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3323,2,92,330035,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3323,2,92,330035,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3323,2,92,330035,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3323,2,92,330036,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3323,2,92,330036,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3323,2,92,330036,3,"ADULTS 16-65 YEARS",7,7,0
3,33,3323,2,92,330036,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3323,2,92,330037,1,"CHILDREN 0-5 YEARS",7,9,0
3,33,3323,2,92,330037,2,"CHILDREN 6-15 YEARS",7,9,0
3,33,3323,2,92,330037,3,"ADULTS 16-65 YEARS",7,9,0
3,33,3323,2,92,330037,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
3,33,3323,2,92,330038,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3323,2,92,330038,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3323,2,92,330038,3,"ADULTS 16-65 YEARS",7,7,0
3,33,3323,2,92,330038,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
3,33,3323,2,92,330039,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3323,2,92,330039,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3323,2,92,330039,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3323,2,92,330039,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3323,2,92,330040,1,"CHILDREN 0-5 YEARS",7,9,0
3,33,3323,2,92,330040,2,"CHILDREN 6-15 YEARS",7,9,0
3,33,3323,2,92,330040,3,"ADULTS 16-65 YEARS",7,7,0
3,33,3323,2,92,330040,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
3,33,3318,2,30,330041,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3318,2,30,330041,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3318,2,30,330041,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3318,2,30,330041,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3318,2,30,330042,1,"CHILDREN 0-5 YEARS",5,5,0
3,33,3318,2,30,330042,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3318,2,30,330042,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3318,2,30,330042,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3318,2,30,330043,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3318,2,30,330043,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3318,2,30,330043,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3318,2,30,330043,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3318,2,30,330045,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3318,2,30,330045,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3318,2,30,330045,3,"ADULTS 16-65 YEARS",7,7,0
3,33,3318,2,30,330045,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3318,2,30,330046,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3318,2,30,330046,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3318,2,30,330046,3,"ADULTS 16-65 YEARS",7,7,0
3,33,3318,2,30,330046,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3318,2,30,330047,1,"CHILDREN 0-5 YEARS",0,0,0
3,33,3318,2,30,330047,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3318,2,30,330047,3,"ADULTS 16-65 YEARS",7,7,0
3,33,3318,2,30,330047,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
3,33,3318,2,30,330048,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3318,2,30,330048,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3318,2,30,330048,3,"ADULTS 16-65 YEARS",7,7,0
3,33,3318,2,30,330048,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
3,33,3318,2,30,330049,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3318,2,30,330049,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3318,2,30,330049,3,"ADULTS 16-65 YEARS",7,7,0
3,33,3318,2,30,330049,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
3,33,3318,2,30,330050,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3318,2,30,330050,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3318,2,30,330050,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3318,2,30,330050,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3313,2,930,330051,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3313,2,930,330051,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3313,2,930,330051,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3313,2,930,330051,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3313,2,930,330052,1,"CHILDREN 0-5 YEARS",4,4,0
3,33,3313,2,930,330052,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3313,2,930,330052,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3313,2,930,330052,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3313,2,930,330053,1,"CHILDREN 0-5 YEARS",0,0,0
3,33,3313,2,930,330053,2,"CHILDREN 6-15 YEARS",7,9,0
3,33,3313,2,930,330053,3,"ADULTS 16-65 YEARS",7,9,0
3,33,3313,2,930,330053,4,"PEOPLE OVER 65 YEARS OLD",7,9,0
3,33,3313,2,930,330054,1,"CHILDREN 0-5 YEARS",1,1,0
3,33,3313,2,930,330054,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3313,2,930,330054,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3313,2,930,330054,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3313,2,930,330055,1,"CHILDREN 0-5 YEARS",0,0,0
3,33,3313,2,930,330055,2,"CHILDREN 6-15 YEARS",7,10,0
3,33,3313,2,930,330055,3,"ADULTS 16-65 YEARS",7,9,0
3,33,3313,2,930,330055,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3313,2,930,330056,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3313,2,930,330056,2,"CHILDREN 6-15 YEARS",5,5,0
3,33,3313,2,930,330056,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3313,2,930,330056,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3313,2,930,330057,1,"CHILDREN 0-5 YEARS",0,0,0
3,33,3313,2,930,330057,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3313,2,930,330057,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3313,2,930,330057,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3313,2,930,330058,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3313,2,930,330058,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3313,2,930,330058,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3313,2,930,330058,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3313,2,930,330059,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3313,2,930,330059,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3313,2,930,330059,3,"ADULTS 16-65 YEARS",7,7,0
3,33,3313,2,930,330059,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3313,2,930,330060,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3313,2,930,330060,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3313,2,930,330060,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3313,2,930,330060,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3304,2,418,330061,1,"CHILDREN 0-5 YEARS",0,0,0
3,33,3304,2,418,330061,2,"CHILDREN 6-15 YEARS",4,4,0
3,33,3304,2,418,330061,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3304,2,418,330061,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3304,2,418,330062,1,"CHILDREN 0-5 YEARS",5,5,0
3,33,3304,2,418,330062,2,"CHILDREN 6-15 YEARS",2,2,0
3,33,3304,2,418,330062,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3304,2,418,330062,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3304,2,418,330063,1,"CHILDREN 0-5 YEARS",0,0,0
3,33,3304,2,418,330063,2,"CHILDREN 6-15 YEARS",4,4,0
3,33,3304,2,418,330063,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3304,2,418,330063,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3304,2,418,330064,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3304,2,418,330064,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3304,2,418,330064,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3304,2,418,330064,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3304,2,418,330065,1,"CHILDREN 0-5 YEARS",0,0,0
3,33,3304,2,418,330065,2,"CHILDREN 6-15 YEARS",4,4,0
3,33,3304,2,418,330065,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3304,2,418,330065,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3304,2,418,330066,1,"CHILDREN 0-5 YEARS",2,2,0
3,33,3304,2,418,330066,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3304,2,418,330066,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3304,2,418,330066,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3304,2,418,330067,1,"CHILDREN 0-5 YEARS",3,3,0
3,33,3304,2,418,330067,2,"CHILDREN 6-15 YEARS",3,3,0
3,33,3304,2,418,330067,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3304,2,418,330067,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3304,2,418,330068,1,"CHILDREN 0-5 YEARS",0,0,0
3,33,3304,2,418,330068,2,"CHILDREN 6-15 YEARS",4,4,0
3,33,3304,2,418,330068,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3304,2,418,330068,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3304,2,418,330069,1,"CHILDREN 0-5 YEARS",3,3,0
3,33,3304,2,418,330069,2,"CHILDREN 6-15 YEARS",4,4,0
3,33,3304,2,418,330069,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3304,2,418,330069,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3304,2,418,330070,1,"CHILDREN 0-5 YEARS",5,5,0
3,33,3304,2,418,330070,2,"CHILDREN 6-15 YEARS",5,5,0
3,33,3304,2,418,330070,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3304,2,418,330070,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3307,2,688,330071,1,"CHILDREN 0-5 YEARS",3,3,0
3,33,3307,2,688,330071,2,"CHILDREN 6-15 YEARS",3,3,0
3,33,3307,2,688,330071,3,"ADULTS 16-65 YEARS",3,3,0
3,33,3307,2,688,330071,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3307,2,688,330072,1,"CHILDREN 0-5 YEARS",3,3,0
3,33,3307,2,688,330072,2,"CHILDREN 6-15 YEARS",3,3,0
3,33,3307,2,688,330072,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3307,2,688,330072,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3307,2,688,330073,1,"CHILDREN 0-5 YEARS",4,4,0
3,33,3307,2,688,330073,2,"CHILDREN 6-15 YEARS",4,4,0
3,33,3307,2,688,330073,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3307,2,688,330073,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3307,2,688,330074,1,"CHILDREN 0-5 YEARS",0,0,0
3,33,3307,2,688,330074,2,"CHILDREN 6-15 YEARS",4,4,0
3,33,3307,2,688,330074,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3307,2,688,330074,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3307,2,688,330075,1,"CHILDREN 0-5 YEARS",3,3,0
3,33,3307,2,688,330075,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3307,2,688,330075,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3307,2,688,330075,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3307,2,688,330076,1,"CHILDREN 0-5 YEARS",3,3,0
3,33,3307,2,688,330076,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3307,2,688,330076,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3307,2,688,330076,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3307,2,688,330077,1,"CHILDREN 0-5 YEARS",4,4,0
3,33,3307,2,688,330077,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3307,2,688,330077,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3307,2,688,330077,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3307,2,688,330078,1,"CHILDREN 0-5 YEARS",3,3,0
3,33,3307,2,688,330078,2,"CHILDREN 6-15 YEARS",3,3,0
3,33,3307,2,688,330078,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3307,2,688,330078,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3307,2,688,330079,1,"CHILDREN 0-5 YEARS",4,4,0
3,33,3307,2,688,330079,2,"CHILDREN 6-15 YEARS",0,0,0
3,33,3307,2,688,330079,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3307,2,688,330079,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,33,3307,2,688,330080,1,"CHILDREN 0-5 YEARS",7,7,0
3,33,3307,2,688,330080,2,"CHILDREN 6-15 YEARS",7,7,0
3,33,3307,2,688,330080,3,"ADULTS 16-65 YEARS",0,0,0
3,33,3307,2,688,330080,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,34,3401,2,526,340001,1,"CHILDREN 0-5 YEARS",5,6,0
2,34,3401,2,526,340001,2,"CHILDREN 6-15 YEARS",5,7,0
2,34,3401,2,526,340001,3,"ADULTS 16-65 YEARS",6,8,0
2,34,3401,2,526,340001,4,"PEOPLE OVER 65 YEARS OLD",2,4,0
2,34,3401,2,526,340002,1,"CHILDREN 0-5 YEARS",0,0,0
2,34,3401,2,526,340002,2,"CHILDREN 6-15 YEARS",0,0,0
2,34,3401,2,526,340002,3,"ADULTS 16-65 YEARS",3,5,0
2,34,3401,2,526,340002,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,34,3401,2,526,340003,1,"CHILDREN 0-5 YEARS",0,0,0
2,34,3401,2,526,340003,2,"CHILDREN 6-15 YEARS",0,0,0
2,34,3401,2,526,340003,3,"ADULTS 16-65 YEARS",4,7,0
2,34,3401,2,526,340003,4,"PEOPLE OVER 65 YEARS OLD",1,1,0
2,34,3401,2,526,340004,1,"CHILDREN 0-5 YEARS",3,3,0
2,34,3401,2,526,340004,2,"CHILDREN 6-15 YEARS",0,0,0
2,34,3401,2,526,340004,3,"ADULTS 16-65 YEARS",7,4,0
2,34,3401,2,526,340004,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,34,3401,2,526,340005,1,"CHILDREN 0-5 YEARS",4,4,0
2,34,3401,2,526,340005,2,"CHILDREN 6-15 YEARS",4,4,0
2,34,3401,2,526,340005,3,"ADULTS 16-65 YEARS",6,6,0
2,34,3401,2,526,340005,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,34,3401,2,526,340009,1,"CHILDREN 0-5 YEARS",0,0,0
2,34,3401,2,526,340009,2,"CHILDREN 6-15 YEARS",5,5,0
2,34,3401,2,526,340009,3,"ADULTS 16-65 YEARS",6,6,0
2,34,3401,2,526,340009,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,34,3415,2,268,340011,1,"CHILDREN 0-5 YEARS",0,0,0
2,34,3415,2,268,340011,2,"CHILDREN 6-15 YEARS",2,3,0
2,34,3415,2,268,340011,3,"ADULTS 16-65 YEARS",0,0,0
2,34,3415,2,268,340011,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,34,3415,2,268,340014,1,"CHILDREN 0-5 YEARS",0,0,0
2,34,3415,2,268,340014,2,"CHILDREN 6-15 YEARS",3,5,0
2,34,3415,2,268,340014,3,"ADULTS 16-65 YEARS",0,0,0
