"zone","state","sector","lga","ea","serial_no","c1q2","c1q3","c1q4a","c1q4b","c1q4_os","c1q5","c1q6"
4,1,1,102,536,1,1,78,1,8,,39,26
4,1,1,102,536,2,1,52,3,11,"civil servant",52,26
4,1,1,102,536,3,2,54,11,,"civil servant",36,41
4,1,1,102,536,4,1,45,12,8,,45,26
4,1,1,102,536,5,1,53,8,3,,32,42
4,1,1,102,536,6,1,69,8,11,"Politician",37,26
4,1,1,102,1690,1,1,63,1,11,"Civil servant",28,28
4,1,1,102,1690,2,1,51,12,8,,26,26
4,1,1,102,1690,3,2,55,8,11,"Civil Servant",30,26
4,1,1,102,1690,4,1,66,8,,,12,42
4,1,1,102,1690,5,1,69,3,8,,8,42
4,1,1,102,1690,6,1,64,8,,,13,43
4,1,2,104,1364,1,1,89,1,,,45,14
4,1,2,104,1364,2,1,85,3,,,47,12
4,1,2,104,1364,3,2,69,8,,,45,16
4,1,2,104,1364,4,1,43,12,,,25,26
4,1,2,104,1364,5,1,56,11,,"civil servant",23,41
4,1,2,104,1364,6,1,83,3,,,15,42
4,1,2,105,638,1,1,87,1,,,15,16
4,1,2,105,638,2,1,76,3,,,12,32
4,1,2,105,638,3,1,53,11,8,"politician",12,42
4,1,2,105,638,4,1,42,12,8,,15,16
4,1,2,105,638,5,2,67,8,6,,40,16
4,1,2,105,638,6,1,80,9,,,20,43
4,1,2,106,880,1,1,54,1,5,,30,26
4,1,2,106,880,2,1,51,3,6,,51,16
4,1,2,106,880,3,2,43,6,8,,20,13
4,1,2,106,880,4,1,57,3,6,,10,26
4,1,2,106,880,5,1,41,6,11,"Treasurer",8,26
4,1,2,106,880,6,1,43,12,8,,43,16
4,1,2,107,1044,1,1,71,1,6,,21,16
4,1,2,107,1044,2,1,42,3,8,,42,41
4,1,2,107,1044,3,2,53,2,6,,26,16
4,1,2,107,1044,4,1,41,8,,,16,16
4,1,2,107,1044,5,1,53,3,8,,53,16
4,1,2,107,1044,6,1,38,3,6,,38,16
4,1,2,108,904,1,1,83,1,,,16,42
4,1,2,108,904,2,1,66,8,,,32,16
4,1,2,108,904,3,2,67,6,,,39,11
4,1,2,108,904,4,1,32,8,,,16,26
4,1,2,108,904,5,1,38,9,6,,25,26
4,1,2,110,76,1,1,58,1,,,8,16
4,1,2,110,76,2,1,53,3,8,,16,42
4,1,2,110,76,3,1,63,6,,,63,26
4,1,2,110,76,4,1,36,12,8,,36,26
4,1,2,110,76,5,1,63,3,6,,25,41
4,1,2,110,76,6,1,75,3,,,75,0
4,1,1,111,1146,1,1,53,1,,,53,26
4,1,1,115,670,1,1,57,1,8,,14,43
4,1,1,115,670,2,1,70,6,11,"Retired civil servant",15,43
4,1,1,115,670,3,1,62,8,11,"Retired civil servant",15,42
4,1,1,115,670,4,1,64,3,8,,15,43
4,1,1,115,670,5,2,62,8,11,"Retired civil servant",18,42
4,1,1,115,670,6,2,54,2,11,"Civil servant",14,43
4,1,2,117,560,1,1,71,1,8,,71,16
4,1,2,117,560,2,1,51,3,8,,51,16
4,1,2,117,560,3,2,45,2,6,,45,16
4,1,2,117,560,4,1,63,9,6,,53,26
4,1,2,117,560,5,1,52,12,8,,42,26
2,2,2,201,60,1,1,65,3,,,65,61
2,2,2,201,60,2,1,37,12,,,37,34
2,2,2,201,60,3,1,52,5,,,52,34
2,2,2,201,60,4,2,50,11,,"Wife to Councillor to Headman",50,0
2,2,2,201,60,5,1,54,7,,,54,41
2,2,2,201,60,6,1,50,4,,,50,42
2,2,2,201,60,7,2,46,11,,"Wife to School Teacher",46,26
2,2,2,203,1224,1,1,38,1,,,38,26
2,2,2,203,1224,2,1,40,3,,,40,16
2,2,2,203,1224,3,1,35,11,,"Community Member",35,16
2,2,2,203,1224,4,1,30,12,,,30,16
2,2,2,203,1224,5,1,37,5,,,37,34
2,2,2,203,1224,6,2,32,2,,,32,16
2,2,2,205,712,1,1,56,1,,,56,42
2,2,2,205,712,2,1,50,11,,"Politician",50,26
2,2,2,205,712,3,1,30,11,,"Community Member",30,26
2,2,2,205,712,4,2,30,11,,"Woman Leader",30,26
2,2,2,205,712,5,1,50,5,,,50,42
2,2,2,205,712,6,1,41,11,,"Community Member",41,26
2,2,2,205,712,7,2,50,2,,,50,61
2,2,2,207,1302,1,1,80,1,,,29,0
2,2,2,207,1302,2,1,53,9,,,53,34
2,2,2,207,1302,3,1,60,11,,"Community Member",60,27
2,2,2,207,1302,4,1,40,11,,"Community Vigilante",40,16
2,2,2,207,1302,5,1,63,12,,,63,14
2,2,2,207,1302,6,1,40,7,,,40,28
2,2,2,207,1302,7,1,60,9,,,44,51
2,2,2,207,1302,8,2,50,5,,,50,34
2,2,2,209,1040,1,1,52,1,5,,52,34
2,2,2,209,1040,2,2,40,2,,,40,0
2,2,2,209,1040,3,1,42,11,,"Community Member",42,26
2,2,2,209,1040,4,1,40,12,,,40,26
2,2,2,209,1040,5,2,45,11,,"Women Leader",45,26
2,2,2,209,1040,6,1,45,5,,,45,34
2,2,2,209,1040,7,1,41,11,,"Community Member",41,16
2,2,2,210,1300,1,1,55,1,,,55,0
2,2,2,210,1300,2,1,52,3,,,52,16
2,2,2,210,1300,3,1,35,11,,"Community Member",35,26
2,2,2,210,1300,4,1,32,11,,"Community Member",32,26
2,2,2,210,1300,5,1,32,11,,"Community Member",32,26
2,2,2,210,1300,6,2,31,8,,,31,26
2,2,2,210,1300,7,1,39,11,,"Vigilante",39,16
2,2,2,210,1300,8,1,45,12,,,45,16
2,2,2,212,956,1,1,50,11,,"Community Member",30,0
2,2,2,212,956,2,1,40,11,,"Community Member",40,0
2,2,2,212,956,3,1,41,1,,,41,0
2,2,2,212,956,4,1,45,9,,,45,51
2,2,2,212,956,5,1,30,11,,"Community Member",30,51
2,2,2,212,956,6,1,30,11,,"Community Member",30,0
2,2,2,212,956,7,1,42,3,,,42,51
2,2,2,214,898,1,1,65,1,,,40,51
2,2,2,214,898,2,1,30,12,,,30,42
2,2,2,214,898,3,1,58,9,,,35,51
2,2,2,214,898,4,1,35,11,,"Community Member",35,41
2,2,2,214,898,5,1,25,12,11,"Son to Headman",25,26
2,2,2,214,898,6,1,35,5,,,35,42
2,2,1,215,8,1,1,35,1,,,35,26
2,2,1,215,8,2,1,30,3,,,30,41
2,2,1,215,8,3,2,36,11,,"Woman Leader",36,42
2,2,1,215,8,4,1,90,11,,"Community Elder",54,61
2,2,1,215,8,5,2,25,2,,,25,16
2,2,1,215,8,6,1,37,1,11,"Civil Servant",37,41
2,2,1,215,8,7,1,40,5,,,25,34
2,2,2,216,200,1,1,35,1,,,35,16
2,2,2,216,200,2,1,49,3,,,49,34
2,2,2,216,200,3,1,35,12,,,35,28
2,2,2,216,200,4,2,32,11,,"Women Leader",32,16
2,2,2,216,200,5,1,41,5,,,41,34
2,2,2,216,200,6,1,43,11,,"Community Member",43,31
2,2,2,216,200,7,1,24,11,,"Community Member",24,26
2,2,2,218,1592,1,1,65,1,,,40,51
2,2,2,218,1592,2,1,70,9,,,52,51
2,2,2,218,1592,3,1,24,12,,,24,51
2,2,2,218,1592,4,1,40,11,,"Community Member",20,51
2,2,2,218,1592,5,1,49,11,,"Community Member",43,51
2,2,2,218,1592,6,1,51,11,,"Community Member",31,51
2,2,2,218,1592,7,1,50,11,,"Community Member",42,51
2,2,2,221,18,1,1,50,1,,,50,16
2,2,2,221,18,2,1,45,9,,,45,51
2,2,2,221,18,3,1,48,4,,,8,34
2,2,2,221,18,4,1,30,12,,,30,34
2,2,2,221,18,5,2,31,2,,,31,16
2,2,2,221,18,6,1,40,11,,"Community Member",40,41
5,3,1,301,1198,1,1,64,1,,,40,16
5,3,1,301,1198,2,1,62,3,,,35,16
5,3,1,301,1198,3,1,68,11,,"family head",40,16
5,3,1,301,1198,4,2,48,5,,,25,34
5,3,1,301,1198,5,1,38,12,,,28,26
5,3,2,305,4,1,1,59,1,,,40,43
5,3,2,305,4,2,1,61,11,,"family head",43,16
5,3,2,305,4,3,1,57,8,,,42,16
5,3,2,305,4,4,2,48,5,,,30,34
5,3,2,305,4,5,1,41,12,,,25,16
5,3,2,305,1542,1,1,50,1,,,40,34
5,3,2,305,1542,2,1,61,11,,"chairman",50,16
5,3,2,305,1542,3,1,54,8,,,40,16
5,3,2,305,1542,4,1,38,12,,,25,26
5,3,2,305,1542,5,2,43,8,,,30,34
5,3,1,307,634,1,1,70,1,,,40,43
5,3,1,307,634,2,1,52,3,,,34,41
5,3,1,307,634,3,1,68,11,,"family head",40,16
5,3,1,307,634,4,2,44,5,,,25,34
5,3,1,307,634,5,1,57,12,,,30,41
5,3,2,309,478,1,1,61,1,,,50,16
5,3,2,309,478,2,1,35,11,,"secretary",25,42
5,3,2,309,478,3,1,66,11,,"family head",50,16
5,3,2,309,478,4,2,54,8,,,35,16
5,3,2,309,478,5,1,35,12,,,25,13
5,3,2,312,20,1,1,72,1,,,50,13
5,3,2,312,20,2,1,64,11,,"chairman",45,15
5,3,2,312,20,3,1,46,3,,,35,16
5,3,2,312,20,4,1,62,8,,,40,14
5,3,2,312,20,5,2,58,8,,,35,13
5,3,2,313,70,1,1,74,1,,,50,16
5,3,2,313,70,2,1,79,11,,"patron",52,16
5,3,2,313,70,3,1,54,11,,"family head",40,16
5,3,2,313,70,4,1,63,3,,,40,16
5,3,2,313,70,5,1,72,11,,"secretary",54,26
5,3,2,313,70,6,2,80,8,,,45,0
5,3,2,313,70,7,1,38,12,,,25,26
5,3,2,316,874,1,1,56,1,,,50,16
5,3,2,316,874,2,1,44,3,,,35,16
5,3,2,316,874,3,2,42,8,,,35,16
5,3,2,316,874,4,1,34,12,,,30,16
5,3,2,316,874,5,1,66,11,,"family head",50,26
5,3,2,318,1136,1,1,67,1,,,50,16
5,3,2,318,1136,2,1,75,8,,,60,16
5,3,2,318,1136,3,1,49,8,,,30,41
5,3,2,318,1136,4,2,72,8,,,45,34
5,3,2,318,1136,5,1,38,12,,,20,26
5,3,2,321,364,1,1,59,1,,,45,41
5,3,2,321,364,2,1,75,3,,,55,16
5,3,2,321,364,3,1,77,8,,,60,16
5,3,2,321,364,4,1,38,12,,,20,26
5,3,2,321,364,5,2,44,8,,,25,33
5,3,2,323,580,1,1,80,1,,,65,31
5,3,2,323,580,2,2,67,8,,,40,31
5,3,2,323,580,3,1,76,3,,,65,16
5,3,2,323,580,4,1,42,12,,,30,26
5,3,2,323,580,5,1,52,9,,,45,26
5,3,2,326,74,1,1,44,1,,,35,26
5,3,2,326,74,2,1,60,11,,"chairman",40,26
5,3,2,326,74,3,1,62,8,,,40,16
5,3,2,326,74,4,2,53,8,,,40,34
5,3,2,326,74,5,1,45,12,,,25,16
5,3,2,329,696,1,1,92,1,,,60,43
5,3,2,329,696,2,1,68,3,,,45,31
5,3,2,329,696,3,1,64,8,,,50,33
5,3,2,329,696,4,2,53,8,,,38,34
5,3,2,329,696,5,1,42,12,,,25,42
5,3,1,331,516,1,1,56,1,,,45,16
5,3,1,331,516,2,1,50,11,,"Chairman",40,26
5,3,1,331,516,3,1,70,11,,"family head",50,13
5,3,1,331,516,4,2,58,8,,,35,16
5,3,1,331,516,5,1,35,12,,,30,42
5,3,1,331,2322,1,1,89,1,,,60,16
5,3,1,331,2322,2,1,68,8,,,45,16
5,3,1,331,2322,3,2,50,8,,,40,16
5,3,1,331,2322,4,1,39,12,,,12,26
5,3,1,331,2322,5,1,62,9,,,46,24
4,4,1,401,738,1,1,80,1,,,30,11
4,4,1,401,738,2,1,70,6,,,25,0
4,4,1,401,738,3,1,69,4,,,24,31
4,4,1,401,738,4,2,79,6,,,23,0
4,4,1,401,738,5,1,42,12,,,15,26
4,4,1,401,1460,1,1,80,1,,,32,0
4,4,1,401,1460,2,1,75,6,,,30,16
4,4,1,401,1460,3,1,65,6,,,25,14
4,4,1,401,1460,4,2,58,8,,,20,13
4,4,1,401,1460,5,1,35,12,,,15,16
4,4,2,401,2106,1,1,70,1,,,22,43
4,4,2,401,2106,2,1,67,8,,,20,16
4,4,2,401,2106,3,1,66,6,,,18,13
4,4,2,401,2106,4,2,49,8,,,15,26
4,4,2,401,2106,5,1,35,12,,,12,16
4,4,2,402,1080,1,1,60,1,8,,39,16
4,4,2,402,1080,2,1,65,8,,,35,16
4,4,2,402,1080,3,1,72,8,6,,40,24
4,4,2,402,1080,4,1,45,8,,,28,26
4,4,2,402,1080,5,1,56,9,8,,33,26
4,4,2,403,836,1,1,45,1,,,30,16
4,4,2,403,836,2,1,42,3,,,30,26
4,4,2,403,836,3,2,62,4,,,50,34
4,4,2,403,836,4,2,43,7,,,30,42
4,4,2,403,836,5,1,49,8,,,25,16
4,4,2,403,836,6,1,47,9,8,,24,26
4,4,2,405,484,1,1,72,1,,,35,0
4,4,2,405,484,2,1,45,6,,,20,23
4,4,2,405,484,3,1,32,8,,,15,42
4,4,2,405,484,4,2,52,8,,,22,16
4,4,2,405,484,5,1,38,8,,,18,23
4,4,2,405,722,1,1,85,1,,,55,14
4,4,2,405,722,2,1,45,3,,,23,16
4,4,2,405,722,3,2,60,8,,,20,16
4,4,2,405,722,4,1,57,6,,,22,16
4,4,2,405,722,5,1,52,12,,,12,16
4,4,2,407,796,1,1,70,1,,,30,0
4,4,2,407,796,2,1,65,6,,,25,12
4,4,2,407,796,3,2,60,2,,,24,0
4,4,2,407,796,4,1,65,6,,,28,16
4,4,2,407,796,5,1,32,12,,,13,26
4,4,1,410,3192,1,1,75,1,,,30,15
4,4,1,410,3192,2,1,74,6,,,27,14
4,4,1,410,3192,3,1,60,6,,,25,26
4,4,1,410,3192,4,2,55,8,,,20,16
4,4,1,410,3192,5,1,48,12,,,22,16
4,4,1,410,3414,1,1,85,1,,,35,0
4,4,1,410,3414,2,1,75,6,,,30,16
4,4,1,410,3414,3,1,58,8,,,22,16
4,4,1,410,3414,4,2,72,6,,,25,16
4,4,1,410,3414,5,1,25,6,,,10,26
4,4,2,410,4036,1,1,55,1,8,,40,42
4,4,2,410,4036,2,1,50,8,3,,42,16
4,4,2,410,4036,3,1,62,8,,,45,26
4,4,2,410,4036,4,2,40,8,,,25,26
4,4,2,410,4036,5,2,75,9,,,50,16
4,4,2,410,4036,6,2,70,8,,,57,16
4,4,1,411,1486,1,1,64,1,9,,52,16
4,4,1,411,1486,2,1,62,3,,,32,16
4,4,1,411,1486,3,2,52,8,,,47,34
4,4,1,411,1486,4,2,43,8,,,25,26
4,4,1,411,1486,5,2,68,5,,,45,42
4,4,1,411,1486,6,2,50,8,,,33,26
4,4,2,412,1606,1,1,60,1,,,50,42
4,4,2,412,1606,2,1,68,8,,,51,42
4,4,2,412,1606,3,1,75,8,,,70,42
4,4,2,412,1606,4,1,52,8,,,40,16
4,4,2,412,1606,5,1,40,8,,,25,23
4,4,2,412,1606,6,2,69,8,,,35,16
4,4,2,412,2592,1,1,70,1,,,40,13
4,4,2,412,2592,2,1,34,8,6,,28,16
4,4,2,412,2592,3,1,53,8,,,40,16
4,4,2,412,2592,4,2,65,8,,,51,16
4,4,2,412,2592,5,2,39,8,,,30,14
4,4,2,413,1540,1,1,70,1,,,28,43
4,4,2,413,1540,2,1,77,3,,,22,42
4,4,2,413,1540,3,1,75,6,,,20,42
4,4,2,413,1540,4,2,66,8,,,23,16
4,4,2,413,1540,5,1,40,12,,,15,42
4,4,1,414,2176,1,1,45,1,,,42,42
4,4,1,414,2176,2,1,47,3,,,40,42
4,4,1,414,2176,3,2,40,8,,,39,23
4,4,1,414,2176,4,1,35,8,,,33,16
4,4,1,414,2176,5,1,37,8,,,29,22
4,4,1,414,2176,6,2,44,8,,,25,26
4,4,1,415,2108,1,1,70,1,,,50,42
4,4,1,415,2108,2,1,41,8,,,30,42
4,4,1,415,2108,3,1,57,8,,,45,16
4,4,1,415,2108,4,2,35,8,,,25,16
4,4,1,415,2108,5,2,80,8,3,,52,16
4,4,1,415,2108,6,2,32,8,,,20,43
4,4,1,416,616,1,1,66,1,,,30,16
4,4,1,416,616,2,1,40,6,,,29,23
4,4,1,416,616,3,1,60,8,,,24,26
4,4,1,416,616,4,2,30,8,,,18,23
4,4,1,416,616,5,2,68,8,,,40,15
4,4,1,417,678,1,1,60,1,,,60,26
4,4,1,417,678,2,1,72,8,,,72,42
4,4,1,417,678,3,1,70,8,,,60,42
4,4,1,417,678,4,1,72,9,,,70,41
4,4,1,417,678,5,2,31,8,,,25,26
4,4,1,417,678,6,1,51,8,,,51,42
4,4,1,417,678,7,1,25,8,,,25,26
4,4,1,418,44,1,1,77,1,,,42,34
4,4,1,418,44,2,1,57,8,,,30,42
4,4,1,418,44,3,1,67,8,,,22,16
4,4,1,418,44,4,1,30,9,,,15,16
4,4,1,418,44,5,2,30,8,,,16,34
4,4,1,418,44,6,2,39,8,,,19,26
4,4,2,419,296,1,1,80,1,,,35,16
4,4,2,419,296,2,1,72,8,,,30,14
4,4,2,419,296,3,1,77,3,,,30,16
4,4,2,419,296,4,2,52,8,,,20,26
4,4,2,419,296,5,1,24,12,,,10,16
4,4,1,421,800,1,1,70,1,,,30,13
4,4,1,421,800,2,1,80,6,,,35,0
4,4,1,421,800,3,1,70,6,,,24,16
4,4,1,421,800,4,2,68,6,,,29,0
4,4,1,421,800,5,1,46,12,,,20,22
2,5,2,501,60,1,1,55,1,,,55,26
2,5,2,501,60,2,1,65,9,,,65,16
2,5,2,501,60,3,1,40,3,,,40,16
2,5,2,501,60,4,1,40,6,,,40,16
2,5,2,501,60,5,1,60,8,,,60,23
2,5,1,502,2194,1,1,58,1,,,58,0
2,5,1,502,2194,2,1,43,3,5,,43,16
2,5,1,502,2194,3,1,53,8,9,,53,0
2,5,1,502,2194,4,1,31,3,5,,31,34
2,5,1,502,2194,5,1,43,7,8,,43,42
2,5,2,502,3878,1,1,43,1,,,43,61
2,5,2,502,3878,2,1,46,3,,,30,26
2,5,2,502,3878,3,1,41,8,,,41,26
2,5,2,502,3878,4,1,33,6,,,33,51
2,5,2,502,3878,5,1,47,8,,,25,23
2,5,2,502,3878,6,1,25,12,,,25,16
2,5,2,504,708,1,1,54,1,,,54,26
2,5,2,504,708,2,2,40,2,,,35,16
2,5,2,504,708,3,1,54,9,,,50,51
2,5,2,504,708,4,1,51,8,,,45,16
2,5,2,504,708,5,1,35,12,,,32,16
2,5,2,504,708,6,2,42,8,,,30,16
2,5,2,506,830,1,1,48,1,,,48,16
2,5,2,506,830,2,1,51,3,,,51,16
2,5,2,506,830,3,1,61,3,,,61,26
2,5,2,506,830,4,1,66,9,,,66,0
2,5,2,506,830,5,1,43,5,,,13,34
2,5,2,508,718,1,1,45,1,,,45,23
2,5,2,508,718,2,1,35,3,,,35,16
2,5,2,508,718,3,1,50,8,,,50,23
2,5,2,508,718,4,2,50,11,,"Women leader",50,16
2,5,2,508,718,5,1,59,5,,,59,34
2,5,2,508,984,1,1,45,1,,,45,16
2,5,2,508,984,2,1,50,8,,,20,51
2,5,2,508,984,3,1,40,12,,,40,16
2,5,2,508,984,4,2,40,8,,,25,0
2,5,2,508,984,5,1,60,9,,,60,51
2,5,1,510,872,1,1,50,1,,,25,41
2,5,1,510,872,2,2,45,3,,,25,26
2,5,1,510,872,3,1,50,7,,,25,41
2,5,1,510,872,4,1,40,9,,,22,42
2,5,1,510,872,5,1,27,12,,,22,34
2,5,2,510,1516,1,1,42,1,,,42,28
2,5,2,510,1516,2,2,30,2,,,30,16
2,5,2,510,1516,3,1,75,9,,,75,51
2,5,2,510,1516,4,1,32,8,,,30,16
2,5,2,510,1516,5,2,45,8,,,40,16
2,5,2,510,1516,6,1,29,12,,,29,16
2,5,2,513,348,1,1,66,1,,,66,31
2,5,2,513,348,2,1,60,3,6,,60,51
2,5,2,513,348,3,1,55,9,,,30,51
2,5,2,513,348,4,1,30,8,,,30,51
2,5,2,513,348,5,1,20,12,,,20,25
2,5,2,514,710,1,1,62,1,,,52,26
2,5,2,514,710,2,2,46,2,,,45,16
2,5,2,514,710,3,1,53,9,,,52,51
2,5,2,514,710,4,1,62,7,,,60,32
2,5,2,514,710,5,1,35,12,,,30,26
2,5,2,514,710,6,2,42,8,,,35,16
2,5,1,514,2036,1,1,45,1,,,35,26
2,5,1,514,2036,2,2,35,2,,,25,25
2,5,1,514,2036,3,1,65,8,,,30,51
2,5,1,514,2036,4,2,62,9,,,35,34
2,5,1,514,2036,5,1,45,12,,,35,26
2,5,1,514,2036,6,1,30,7,,,25,26
2,5,2,515,18,1,1,65,1,,,65,0
2,5,2,515,18,2,2,50,2,,,40,0
2,5,2,515,18,3,1,40,9,,,25,51
2,5,2,515,18,4,1,40,8,,,30,16
2,5,2,515,18,5,1,35,12,,,25,16
2,5,2,515,18,6,1,50,5,,,25,26
2,5,2,515,18,7,2,40,11,,"Woman Leader",27,0
2,5,2,516,942,1,1,60,1,,,60,61
2,5,2,516,942,2,2,50,2,,,50,51
2,5,2,516,942,3,1,72,9,,,70,51
2,5,2,516,942,4,1,35,8,,,30,16
2,5,2,516,942,5,2,34,8,,,34,16
2,5,2,516,942,6,1,30,12,,,30,16
2,5,2,518,1304,1,1,41,1,,,41,16
2,5,2,518,1304,2,1,42,9,,,12,16
2,5,2,518,1304,3,1,44,3,,,44,51
2,5,2,518,1304,4,1,39,8,,,39,16
2,5,2,518,1304,5,1,35,8,,,35,16
2,5,2,518,1588,1,1,56,9,,,56,16
2,5,2,518,1588,2,1,50,5,,,30,34
2,5,2,518,1588,3,1,57,3,,,57,16
2,5,2,518,1588,4,1,60,1,,,60,0
2,5,2,518,1588,5,1,65,8,,,30,0
2,5,2,520,1756,1,1,49,1,,,45,51
2,5,2,520,1756,2,2,35,2,,,30,0
2,5,2,520,1756,3,1,51,9,,,48,51
2,5,2,520,1756,4,1,28,8,,,28,16
2,5,2,520,1756,5,2,20,8,,,18,16
5,6,2,601,640,1,1,72,1,,,9,43
5,6,2,601,640,2,2,52,2,,,8,43
5,6,2,601,640,3,1,52,11,,"Community Develment Committee Chairman",13,34
5,6,2,601,640,4,1,39,12,,,10,34
5,6,2,601,640,5,2,62,11,,"Women leader",10,41
5,6,2,601,640,6,2,63,9,,,8,43
5,6,2,602,1356,1,1,64,1,,,32,42
5,6,2,602,1356,2,2,50,2,,,12,26
5,6,2,602,1356,3,1,50,11,,"Chairman of Community Development Committee",30,34
5,6,2,602,1356,4,2,54,11,,"WomenLeader",48,16
5,6,2,602,1356,5,1,34,12,,,20,34
5,6,2,602,1356,6,1,54,5,,,46,42
5,6,2,605,162,1,1,37,1,,,32,25
5,6,2,605,162,2,1,50,11,,"""Com unity development chairman """,26,26
5,6,2,605,162,3,1,48,11,,"P.R.O.",38,26
5,6,2,605,162,4,2,45,8,,,35,26
5,6,2,605,162,5,1,36,12,,,24,42
5,6,2,606,1372,1,1,75,1,,,35,42
5,6,2,606,1372,2,2,59,2,,,24,26
5,6,2,606,1372,3,1,46,11,,"CDC Chairman",27,26
5,6,2,606,1372,4,2,44,8,11,"Woman leader",25,34
5,6,2,606,1372,5,1,26,12,,,5,42
5,6,2,607,1892,1,1,67,1,,,40,42
5,6,2,607,1892,2,1,38,11,,"Community development commitee chairman",20,26
5,6,2,607,1892,3,1,35,12,,,20,26
5,6,2,607,1892,4,2,56,11,,"women leader",30,26
5,6,2,607,1892,5,2,49,4,,,30,42
5,6,2,607,1892,6,1,56,9,,,30,42
5,6,2,608,748,1,1,43,1,,,30,41
5,6,2,608,748,2,1,31,11,,"Community development commitee",25,16
5,6,2,608,748,3,1,31,11,,"Secretary Community development committee",30,42
5,6,2,608,748,4,2,56,11,,"Women leader",56,12
5,6,2,608,748,5,1,29,12,,,20,26
5,6,1,608,3978,1,1,76,1,,,38,42
5,6,1,608,3978,2,2,55,2,,,27,26
5,6,1,608,3978,3,2,39,11,,"Woman leader",38,26
5,6,1,608,3978,4,1,57,11,,"Chairman of the community",35,26
5,6,1,608,3978,5,1,40,11,,"Vice Youth leader",20,21
1,7,2,701,606,1,1,92,1,,,92,0
1,7,2,701,606,2,1,76,3,,,70,0
1,7,2,701,606,3,1,63,12,,,25,16
1,7,2,701,606,4,1,42,5,,,42,26
1,7,2,701,606,5,1,42,8,,,42,24
1,7,2,701,606,6,2,41,8,,,25,26
1,7,2,701,606,7,1,40,10,,,28,26
1,7,2,701,606,8,1,55,9,,,35,16
1,7,2,701,606,9,1,38,11,,"""political leader """,18,41
1,7,2,702,632,1,1,62,1,,,62,0
1,7,2,702,632,2,2,45,2,,,30,23
1,7,2,702,632,3,1,52,2,3,,52,26
1,7,2,702,632,4,2,40,8,,,30,22
1,7,2,702,632,5,1,50,11,,"""Youth leader """,50,0
1,7,2,702,632,6,1,41,8,,,25,34
1,7,2,702,632,8,1,40,9,,,15,41
1,7,2,702,632,9,1,40,11,,"""lead farmer """,40,0
1,7,2,702,632,10,1,55,5,,,30,34
1,7,2,705,4186,1,1,50,1,,,50,26
1,7,2,705,4186,2,2,43,2,,,28,0
1,7,2,705,4186,3,1,52,3,,,52,26
1,7,2,705,4186,4,1,54,8,,,54,26
1,7,2,705,4186,5,1,52,6,,,52,26
1,7,2,705,4186,6,2,44,8,,,29,23
1,7,2,708,754,1,1,53,1,,,53,0
1,7,2,708,754,2,2,49,2,,,28,0
1,7,2,708,754,3,2,39,8,,,22,25
1,7,2,708,754,4,1,33,12,,,33,16
1,7,2,708,754,5,1,25,3,,,25,26
1,7,2,708,754,6,1,57,5,9,,57,34
1,7,2,708,754,7,1,53,8,,,53,16
1,7,2,709,1226,1,1,73,1,,,73,32
1,7,2,709,1226,2,2,50,2,,,32,15
1,7,2,709,1226,3,2,29,8,,,16,14
1,7,2,709,1226,4,1,28,8,,,28,26
1,7,2,709,1226,5,1,49,3,,,49,16
1,7,2,710,2726,1,1,55,1,,,55,16
1,7,2,710,2726,2,1,35,12,,,35,16
1,7,2,710,2726,3,2,37,8,,,26,16
1,7,2,710,2726,4,1,30,7,,,30,32
1,7,2,710,2726,5,1,59,6,,,52,26
1,7,2,711,2532,1,1,80,1,,,80,0
1,7,2,711,2532,2,2,60,2,,,45,0
1,7,2,711,2532,3,1,33,3,,,33,24
1,7,2,711,2532,4,1,35,8,,,35,26
1,7,2,711,2532,5,1,40,8,,,26,32
1,7,2,713,304,1,1,51,1,,,40,26
1,7,2,713,304,2,1,48,9,,,17,41
1,7,2,713,304,3,2,52,5,,,36,26
1,7,2,713,304,4,2,36,8,,,36,26
1,7,2,713,304,5,1,47,12,,,28,26
1,7,2,713,304,6,2,30,8,,,18,0
1,7,2,713,304,7,1,42,7,,,12,41
1,7,2,713,304,8,1,55,3,,,34,16
1,7,1,715,294,1,1,60,1,,,40,16
1,7,1,715,294,2,2,52,2,,,36,23
1,7,1,715,294,3,1,42,5,,,15,41
1,7,1,715,294,4,1,38,7,,,11,32
1,7,1,715,294,5,2,33,8,,,8,26
1,7,1,715,294,6,1,40,8,,,21,26
1,7,1,715,294,7,1,48,9,,,20,34
1,7,1,715,294,8,1,41,6,,,8,41
1,7,1,715,294,9,1,35,12,,,22,26
1,7,2,715,780,1,1,41,1,,,30,26
1,7,2,715,780,2,2,27,2,,,11,16
1,7,2,715,780,3,1,31,11,,"""youth leader """,20,26
1,7,2,715,780,4,1,29,3,,,20,26
1,7,2,715,780,5,1,35,11,8,"""lead farmer """,35,16
1,7,2,715,780,6,1,38,11,,"""vigilant commander """,38,16
1,7,2,715,780,7,1,32,5,11,"""community secretary """,20,26
1,7,2,715,780,8,1,33,9,,,8,32
1,7,2,715,780,9,2,36,8,,,16,16
1,7,2,717,1248,1,1,60,1,,,60,0
1,7,2,717,1248,2,2,45,2,,,36,0
1,7,2,717,1248,3,2,30,8,,,10,23
1,7,2,717,1248,4,1,28,12,,,25,34
1,7,2,717,1248,5,1,39,5,,,34,34
1,7,2,717,1248,6,1,40,9,,,6,41
