"zone","state","lga","sector","ea","hhid","plotid","s11b1q1","s11b1q2","s11b1q3","s11b1q4","s11b1q5","s11b1q6a","s11b1q6b","s11b1q7","s11b1q8","s11b1q8b","s11b1q8a","s11b1q8b1","s11b1q8b2","s11b1q8b3","s11b1q9","s11b1q9_os","s11b1q9a","s11b1q10a","s11b1q10b","s11b1q10c","s11b1q10d","s11b1q11","s11b1q12a","s11b1q12b","s11b1q12c","s11b1q12d","s11b1q13","s11b1q14","s11b1q15","s11b1q16a1","s11b1q16a2","s11b1q16b1","s11b1q16b2","s11b1q17","s11b1q18","s11b1q19","s11b1q19a","s11b1q20","s11b1q21","s11b1q22a","s11b1q22b","s11b1q22c","s11b1q23a","s11b1q23b","s11b1q23c","s11b1q23d","s11b1q24","s11b1q25a","s11b1q25b","s11b1q26","s11b1q27","s11b1q28","s11b1q28a","s11b1q29","s11b1q30a","s11b1q30b","s11b1q31","s11b1q32","s11b1q33","s11b1q34","s11b1q35","s11b1q39","s11b1q40","s11b1q41a","s11b1q41b","s11b1q42","s11b1q43","s11b1q43b","s11b1q44","s11b1q44_os","s11b1q45","s11b1q46","s11b1q47","s11b1q48","s11b1q49","s11b1q50a","s11b1q50a_os","s11b1q50b","s11b1q51"
4,1,110,2,76,10085,3,1,,1982,4,,1,,2,,,,,,,3,"COMMUNAL LAND",2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,55,,420000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
4,1,110,2,76,10086,1,1,,2015,2,,,,,,,,,,,,,,,,,,,,,,,2000,0,"N1",2,,2,,3,1,,,,,,,,,,,,,,,250000,1,,,,,,,,,,,2,,,,,,,5,,1,2,2,,,,,,
4,1,110,2,76,10086,2,1,,2015,2,,,,,,,,,,,,,,,,,,,,,,,2000,0,"N1",2,,2,,3,1,,,,,,,,,,,,,,,300000,1,,,,,,,,,,,2,,,,,,,5,,1,2,2,,,,,,
4,1,110,2,76,10087,1,1,,2015,2,,,,,,,,,,,,,,,,,,,,,,,2000,0,"N1",1,,1,,3,1,,,,,,,,,,,,,,,180000,1,,,,,,,,,,,2,,,,,,,5,,1,2,2,,,,,,
4,1,110,2,76,10087,2,1,,2015,2,,,,,,,,,,,,,,,,,,,,,,,2000,0,"N1",1,,1,,3,1,,,,,,,,,,,,,,,150000,1,,,,,,,,,,,2,,,,,,,5,,1,2,2,,,,,,
4,1,110,2,76,10087,3,1,,2015,2,,,,,,,,,,,,,,,,,,,,,,,2000,0,"N1",1,,1,,3,1,,,,,,,,,,,,,,,170000,1,,,,,,,,,,,2,,,,,,,5,,1,2,2,,,,,,
4,1,110,2,76,10088,1,1,,2015,4,,1,2,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,2,54,,30000,1,,,,,,,,,,,2,,,,,,,4,,1,4,2,,,,,,
4,1,110,2,76,10088,2,1,,2015,4,,1,2,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,2,54,,30000,1,,,,,,,,,,,2,,,,,,,4,,1,4,2,,,,,,
4,1,110,2,76,10089,1,1,,,4,,2,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,53,,20000,1,,,,,,,,,,,2,,,,,,,4,,1,4,2,,,,,,
4,1,110,2,76,10089,2,1,,,4,,2,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,53,,20000,1,,,,,,,,,,,2,,,,,,,4,,1,4,2,,,,,,
4,1,105,2,638,10091,1,1,,1980,5,,1,,2,,,,,,,3,"THE PLOT IS NOT IN DISPUT",1,8,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,1200000,1,,,,,,,,,,,2,,,,,,,4,,1,1,2,,,,,,
4,1,105,2,638,10091,2,1,,1980,5,,1,,2,,,,,,,3,"NOT IN DISPUT",1,8,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,1500000,1,,,,,,,,,,,2,,,,,,,4,,1,1,2,,,,,,
4,1,105,2,638,10091,3,1,,1980,5,,1,,2,,,,,,,3,"NOT IN DISPUT",1,8,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,800000,1,,,,,,,,,,,2,,,,,,,4,,1,1,2,,,,,,
4,1,105,2,638,10091,4,1,,1980,5,,1,,2,,,,,,,3,"NOT IN DISPUT",1,8,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,800000,1,,,,,,,,,,,2,,,,,,,4,,1,1,2,,,,,,
4,1,105,2,638,10091,5,1,,1980,5,,1,,2,,,,,,,3,"NOT IN DISPUT",1,8,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,900000,1,,,,,,,,,,,2,,,,,,,4,,1,1,2,,,,,,
4,1,105,2,638,10092,1,1,,2015,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,54,,150000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,1,105,2,638,10092,2,1,,2015,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,54,,130000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
5,3,322,2,0,10093,1,1,,2011,2,,,,,,,,,,,,,,,,,,,,,,,1000,0,"N1",2,,2,,4,1,,,,,,,,,,,,,,,250000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
5,3,322,2,0,10093,2,1,,2011,2,,,,,,,,,,,,,,,,,,,,,,,1000,0,"N1",2,,2,,4,1,,,,,,,,,,,,,,,250000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
5,3,322,2,0,10093,3,1,,2011,2,,,,,,,,,,,,,,,,,,,,,,,1000,0,"N1",2,,2,,4,1,,,,,,,,,,,,,,,250000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
5,3,322,2,0,10093,4,1,,2011,2,,,,,,,,,,,,,,,,,,,,,,,1000,0,"N1",2,,2,,4,1,,,,,,,,,,,,,,,250000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,1,105,2,638,10094,1,1,,2015,2,,,,,,,,,,,,,,,,,,,,,,,3000,0,"N1",1,,1,2,3,1,,,,,,,,,,,,,,,120000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,1,105,2,638,10094,2,1,,2015,2,,,,,,,,,,,,,,,,,,,,,,,3000,0,"N1",1,,1,2,3,1,,,,,,,,,,,,,,,110000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,1,105,2,638,10094,3,1,,2015,2,,,,,,,,,,,,,,,,,,,,,,,3000,0,"N1",1,,1,2,3,1,,,,,,,,,,,,,,,100000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,1,105,2,638,10096,1,2,10,2014,5,,9,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,9,,,1,9,,2000000,1,,,,,,,,,,,2,,,,,,,4,,1,1,2,,,,,,
4,1,105,2,638,10096,2,2,10,2015,5,,9,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,9,,,1,9,,3000000,2,1,4,,,,,,,,,,,,,,,,4,,1,1,2,,,,,,
4,1,105,2,638,10097,1,1,,,5,,1,,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,1,1,,1200000,1,,,,,,,,,,,2,,,,,,,4,,1,1,2,,,,,,
4,1,105,2,638,10097,2,1,,,5,,1,,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,1,1,,1700000,1,,,,,,,,,,,2,,,,,,,4,,1,1,2,,,,,,
4,1,105,2,638,10099,1,1,,2014,3,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,55,,80000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,1,105,2,638,10100,1,1,,1986,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,400000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,1,105,2,638,10100,2,1,,1986,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,650000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,1,108,2,904,10102,1,1,,1985,5,,3,,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,2,54,,100000,1,,,,,,,,,,,2,,,,,,,5,,1,2,2,,,,,,
4,1,108,2,904,10102,2,1,,1985,5,,3,,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,2,54,,120000,1,,,,,,,,,,,2,,,,,,,5,,1,2,2,,,,,,
4,1,108,2,904,10102,3,1,,1985,5,,3,,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,2,54,,100000,1,,,,,,,,,,,2,,,,,,,5,,1,2,2,,,,,,
4,1,108,2,904,10103,1,1,,2014,5,,1,,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,2,54,,200000,1,,,,,,,,,,,2,,,,,,,5,,1,2,2,,,,,,
4,1,108,2,904,10103,2,1,,2014,5,,1,,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,2,54,,250000,2,1,2,,,,,,,,,,,,,,,,5,,1,2,2,,,,,,
4,1,108,2,904,10104,1,1,,2015,2,,,,,,,,,,,,,,,,,,,,,,,3000,0,"N2",1,,1,,4,1,,,,,,,,,,,,,,,250000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,1,108,2,904,10104,2,1,,1963,5,,1,,2,,,,,,,3,"NO NEED",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,53,,200000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
4,1,108,2,904,10105,1,1,,2015,2,,,,,,,,,,,,,,,,,,,,,,,3000,1000,"N1",1,,1,,3,1,,,,,,,,,,,,,,,250000,1,,,,,,,,,,,2,,,,,,,5,,1,4,2,,,,,,
4,1,108,2,904,10106,1,1,,2004,5,,1,2,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,2,54,,450000,1,,,,,,,,,,,2,,,,,,,4,,1,4,2,,,,,,
4,1,108,2,904,10106,2,1,,2004,5,,1,2,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,2,54,,300000,1,,,,,,,,,,,2,,,,,,,4,,1,4,2,,,,,,
4,1,108,2,904,10107,1,1,,1949,5,,1,,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,300000,2,1,5,,,,,,,,,,,,,,,,5,,1,1,2,,,,,,
4,1,108,2,904,10108,1,1,,1984,5,,2,,2,,,,,,,3,"NOT IN DISPUT",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,2,,540000,2,1,4,,,,,,,,,,,,,,,,4,,1,2,2,,,,,,
4,1,108,2,904,10108,2,1,,1984,5,,2,,2,,,,,,,3,"NOT IN DISPUT",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,2,,600000,1,,,,,,,,,,,2,,,,,,,4,,1,2,2,,,,,,
4,1,108,2,904,10109,1,1,,1980,5,,1,,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,1,1,,480000,1,,,,,,,,,,,2,,,,,,,4,,1,2,2,,,,,,
4,1,108,2,904,10110,1,1,,2010,5,,1,,2,,,,,,,3,"NOT IN DISPUT",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,1,,850000,1,,,,,,,,,,,2,,,,,,,4,,1,2,2,,,,,,
2,2,209,2,1040,20001,1,1,,2015,2,,,,,,,,,,,,,,,,,,,,,,,3000,0,"N1",4,,4,,2,1,,,,,,,,,,,,,,,200000,1,,,,,,,,,,,2,,,,,,,1,,2,1,2,,,,,,
2,2,209,2,1040,20001,2,1,,2005,5,,4,2,,,,,,,,,"FAMILY LAND NOT PERSONAL",2,,,,,2,,,,,,,,,,,,,,1,2,1,1,5,6,7,"N2",,,,1,54,,200000,1,,,,,,,,,,,2,,,,,,,2,,2,1,2,,,,,,
2,2,209,2,1040,20001,3,1,,2005,5,,4,2,,,,,,,,,"FAMILY LAND NOT PERSONAL",2,,,,,2,,,,,,,,,,,,,,1,2,1,1,5,6,7,"N2",,,,1,54,,300000,1,,,,,,,,,,,2,,,,,,,3,,2,1,2,,,,,,
2,2,209,2,1040,20001,4,1,,2001,5,,4,2,,,,,,,,,"FAMILY LAND NOT PERSONAL",2,,,,,2,,,,,,,,,,,,,,1,2,1,1,5,6,7,"N2",,,,1,54,,400000,1,,,,,,,,,,,2,,,,,,,1,,2,1,2,,,,,,
2,2,209,2,1040,20002,1,1,,1985,4,,2,,2,,,,,,,3,"RECEIVED FROM VILLAGE HEAD",2,,,,,2,,,,,,,,,,,,,,1,2,1,1,3,,,"N1",,,,1,51,,12000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
2,2,209,2,1040,20002,2,1,,1985,4,,2,,2,,,,,,,3,"RECEIVED FROM VILLAGE HEAD",2,,,,,2,,,,,,,,,,,,,,1,2,1,1,3,,,"N1",,,,1,51,,13000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
2,2,209,2,1040,20002,3,1,,1985,4,,2,,2,,,,,,,3,"RECEIVED FROM VILLAGE HEAD",2,,,,,2,,,,,,,,,,,,,,1,2,1,1,3,,,"N1",,,,1,51,,14000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
2,2,209,2,1040,20002,4,1,,1990,4,,2,,2,,,,,,,3,"RECEIVED FROM VILLAGE HEAD",2,,,,,2,,,,,,,,,,,,,,1,2,1,1,3,,,"N1",,,,1,51,,12000,1,,,,,,,,,,,2,,,,,,,2,,1,2,2,,,,,,
2,34,3401,2,0,20003,1,1,,2000,1,1200,6,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,60000,1,,,,,,,,,,,2,,,,,,,5,,1,2,1,2,2,,,,
2,34,3401,2,0,20003,2,1,,2000,1,1500,6,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,40000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
2,2,209,2,0,20004,1,1,,2000,5,,1,5,2,,,,,,,2,,2,,,,,1,1,5,6,,,,,,,,,,,1,1,,1,5,,,"N1",,,,1,53,,200000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
2,2,209,2,0,20004,2,1,,2001,5,,1,5,2,,,,,,,2,,2,,,,,1,1,5,6,,,,,,,,,,,1,1,,1,5,,,"N1",,,,1,53,,150000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
2,2,209,2,1040,20005,1,1,,2010,1,555000,4,,1,2,,15000,4,,,,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,51,,600000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
2,2,209,2,1040,20005,2,2,4,2015,5,,2,,2,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,51,,50000,1,,,,,,,,,,,2,,,,,,,1,,2,1,2,,,,,,
2,2,209,2,1040,20005,3,1,,2015,2,,,,,,,,,,,,,,,,,,,,,,,3000,0,"N2",5,,4,,3,1,,,,,,,,,,,,,,,50000,1,,,,,,,,,,,2,,,,,,,5,,1,3,2,,,,,,
2,2,209,2,1040,20005,4,2,4,2015,2,,,,,,,,,,,,,,,,,,,,,,,2500,0,"N2",2,,2,,3,1,,,,,,,,,,,,,,,40000,1,,,,,,,,,,,2,,,,,,,4,,1,3,2,,,,,,
2,2,209,2,1040,20006,1,1,,1982,4,,3,4,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,2,51,,30000,1,,,,,,,,,,,2,,,,,,,3,,1,2,2,,,,,,
2,2,209,2,1040,20006,2,1,,1982,4,,3,4,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,11,,,2,51,,20000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
2,2,209,2,1040,20006,3,1,,1984,4,,3,4,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,6,,,2,51,,25000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
2,2,209,2,1040,20006,4,1,,1984,4,,3,4,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,10,,,2,51,,45000,1,,,,,,,,,,,2,,,,,,,3,,1,2,2,,,,,,
2,2,209,2,1040,20007,1,1,,1992,5,,1,2,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,2,,,2,54,,20000,1,,,,,,,,,,,2,,,,,,,2,,1,2,2,,,,,,
2,2,209,2,1040,20007,2,1,,1991,5,,1,2,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,2,,,2,54,,10000,1,,,,,,,,,,,2,,,,,,,2,,1,2,2,,,,,,
2,2,209,2,1040,20007,3,1,,1992,5,,1,2,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,2,,,2,54,,30000,1,,,,,,,,,,,2,,,,,,,2,,1,2,2,,,,,,
2,2,209,2,1040,20007,4,1,,2000,5,,2,1,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,2,,,2,54,,35000,1,,,,,,,,,,,2,,,,,,,2,,1,2,2,,,,,,
2,2,209,2,1040,20007,5,1,,2003,5,,1,2,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,2,,,2,54,,40000,1,,,,,,,,,,,2,,,,,,,2,,1,2,2,,,,,,
2,2,209,2,1040,20007,6,1,,2013,4,,1,2,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,,2,,,2,2,4,25000,1,,,,,,,,,,,2,,,,,,,2,,1,2,2,,,,,,
2,2,209,2,1040,20008,1,1,,2000,5,,1,2,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,2,54,,30000,1,,,,,,,,,,,2,,,,,,,2,,1,2,2,,,,,,
2,2,209,2,1040,20008,2,1,,1999,5,,2,3,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,2,54,,40000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
2,2,209,2,1040,20008,3,1,,2002,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,2,54,,45000,1,,,,,,,,,,,2,,,,,,,2,,1,2,2,,,,,,
2,2,209,2,1040,20009,1,1,,2011,5,,1,6,1,3,,5000,1,6,,,,2,,,,,2,,,,,,,,,,,,,,1,2,2,,,,,,3,,,2,51,,20000,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
2,2,209,2,1040,20009,2,1,,2011,5,,1,6,1,3,,5000,1,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,51,,50000,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
2,2,209,2,1040,20010,1,1,,2015,5,,3,4,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,4,,100000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
2,2,209,2,1040,20010,2,1,,2015,2,,,,,,,,,,,,,,,,,,,,,,,4000,0,"N1",1,,1,,3,1,,,,,,,,,,,,,,,100000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
2,2,209,2,1040,20010,3,1,,2015,2,,,,,,,,,,,,,,,,,,,,,,,3000,0,"N1",1,,1,,3,1,,,,,,,,,,,,,,,60000,1,,,,,,,,,,,2,,,,,,,2,,1,2,2,,,,,,
2,2,209,2,1040,20010,4,1,,2015,2,,,,,,,,,,,,,,,,,,,,,,,2000,0,"N1",1,,1,,3,1,,,,,,,,,,,,,,,80000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
2,34,3416,2,0,20011,1,1,,2015,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,2,51,,300000,1,,,,,,,,,,,2,,,,,,,3,,1,2,2,,,,,,
2,34,3416,2,0,20011,2,1,,2015,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,2,51,,200000,1,,,,,,,,,,,2,,,,,,,3,,1,2,2,,,,,,
2,34,3416,2,0,20011,3,1,,2015,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,2,51,,400000,1,,,,,,,,,,,2,,,,,,,3,,1,2,2,,,,,,
2,34,3416,2,0,20011,4,1,,2015,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,2,51,,500000,1,,,,,,,,,,,2,,,,,,,3,,1,2,2,,,,,,
2,34,3416,2,0,20011,5,1,,2015,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,2,51,,300000,1,,,,,,,,,,,2,,,,,,,4,,1,2,2,,,,,,
2,34,3416,2,0,20011,6,1,,2015,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,2,51,,200000,2,5,,,,,,,,,,2,,,,,,,3,,1,2,2,,,,,,
2,2,221,2,18,20012,1,1,,1998,5,,1,,2,,,,,,,2,"BELONG TO COMMUNITY",2,,,,,1,1,3,,,,,,,,,,,,1,1,,1,3,,,,3,,,1,3,,50000,1,,,,,,,,,,,2,,,,,,,1,,2,2,2,,,,,,
2,2,221,2,18,20012,2,1,,2001,5,,1,,2,,,,,,,2,"BELONG TO COMMUNITY",2,,,,,1,1,3,,,,,,,,,,,,1,1,,1,3,,,,3,,,1,3,,30000,1,,,,,,,,,,,2,,,,,,,2,,1,3,2,,,,,,
2,2,221,2,18,20012,3,1,,2005,5,,1,,2,,,,,,,2,"BELONG TO COMMUNITY",2,,,,,1,1,3,,,,,,,,,,,,1,1,,1,3,,,,3,,,1,3,,30000,1,,,,,,,,,,,2,,,,,,,3,,2,1,2,,,,,,
2,2,221,2,18,20012,4,1,,1990,5,,1,,2,,,,,,,2,,2,,,,,1,1,3,,,,,,,,,,,,1,1,,1,3,,,,3,,,1,3,,50000,1,,,,,,,,,,,2,,,,,,,1,,1,2,2,,,,,,
2,2,221,2,18,20013,1,1,,1995,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,1,5,6,,,5,,,1,51,,1000000,1,,,,,,,,,,,2,,,,,,,1,,3,1,2,,,,,,
2,2,221,2,18,20013,2,1,,2005,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,1,5,6,,,5,,,1,51,,300000,1,,,,,,,,,,,2,,,,,,,1,,3,1,2,,,,,,
2,2,221,2,18,20013,3,1,,2007,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,1,5,6,,,5,,,1,51,,400000,1,,,,,,,,,,,2,,,,,,,1,,3,1,2,,,,,,
2,2,221,2,18,20014,1,1,,2015,2,,,,,,,,,,,,,,,,,,,,,,,1500,0,"N1",1,,1,,2,1,,,,,,,,,,,,,,,80000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
2,2,221,2,18,20014,2,1,,2015,2,,,,,,,,,,,,,,,,,,,,,,,3000,0,"N1",1,,1,,2,1,,,,,,,,,,,,,,,150000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
2,2,221,2,18,20014,3,1,,2015,2,,,,,,,,,,,,,,,,,,,,,,,1500,0,"N1",1,,1,,2,1,,,,,,,,,,,,,,,80000,1,,,,,,,,,,,2,,,,,,,3,,2,2,2,,,,,,
2,2,221,2,18,20015,1,1,,2015,2,,,,,,,,,,,,"BELONG TO COMMUNITY",,,,,,,,,,,2000,0,"N1",1,,1,,2,1,,,,,,,,,,,,,,,100000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
2,2,221,2,18,20015,2,1,,2015,2,,,,,,,,,,,,"BELONG TO COOMUNITY",,,,,,,,,,,2000,0,"N1",1,,1,,2,1,,,,,,,,,,,,,,,80000,1,,,,,,,,,,,2,,,,,,,4,,1,2,2,,,,,,
2,2,221,2,18,20015,3,1,,2015,2,,,,,,,,,,,,"BELONG TO COMMUNITY",,,,,,,,,,,1500,0,"N2",1,4,1,,2,1,,,,,,,,,,,,,,,100000,1,,,,,,,,,,,2,,,,,,,4,,1,2,2,,,,,,
2,2,221,2,18,20016,1,1,,1962,5,,1,,2,,,,,,,2,,2,,,,,1,1,3,,,,,,,,,,,,1,1,,1,3,,,,3,,,2,1,,20000,1,,,,,,,,,,,2,,,,,,,2,,2,2,2,,,,,,
2,2,221,2,18,20016,2,1,,1981,5,,1,,2,,,,,,,2,,2,,,,,1,1,3,,,,,,,,,,,,1,1,,1,3,,,,3,,,2,1,,40000,1,,,,,,,,,,,2,,,,,,,2,,2,1,2,,,,,,
2,2,221,2,18,20016,3,1,,2000,5,,1,,2,,,,,,,2,,2,,,,,1,1,3,,,,,,,,,,,,1,1,,1,3,,,,3,,,2,1,,50000,1,,,,,,,,,,,2,,,,,,,2,,2,2,2,,,,,,
2,2,221,2,18,20017,1,1,,1992,2,,,,,,,,,,,,,,,,,,,,,,,2500,0,"N1",1,6,1,6,3,1,,,,,,,,,,,,,,,50000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
2,2,221,2,18,20017,2,1,,1990,2,,,,,,,,,,,,,,,,,,,,,,,3000,0,"N1",1,6,1,6,3,2,,,,,,,,,,,,,,,80000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
2,2,221,2,18,20017,3,1,,1994,2,,,,,,,,,,,,,,,,,,,,,,,3000,0,"N2",1,6,1,6,3,1,,,,,,,,,,,,,,,70000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
2,2,221,2,18,20018,1,1,,1995,4,,1,,2,,,,,,,3,"RECEIVED FROM WARD HEAD",2,,,,,2,,,,,,,,,,,,,,1,2,1,1,5,,,,5,,,1,51,,100000,1,,,,,,,,,,,2,,,,,,,3,,2,1,2,,,,,,
2,2,221,2,18,20018,2,1,,2000,4,,1,,2,,,,,,,3,"RECEIVED FRM WARD HEAD",2,,,,,2,,,,,,,,,,,,,,1,2,1,1,5,,,,5,,,1,51,,90000,1,,,,,,,,,,,2,,,,,,,3,,2,1,2,,,,,,
2,2,221,2,18,20018,3,1,,2000,4,,1,,2,,,,,,,3,"RECEIVED FROM WARD HEAD",2,,,,,2,,,,,,,,,,,,,,1,2,1,1,5,,,,5,,,1,51,,60000,1,,,,,,,,,,,2,,,,,,,3,,2,1,2,,,,,,
