"zone","state","lga","sector","ea","hhid","indiv","s3eq1a","s3eq1b","s3eq1c","s3eq1d","s3eq1e","s3eq2a","s3eq2b","s3eq3a","s3eq3b","s3eq4","s3eq5","s3eq6","s3eq6b","s3eq7","s3eq8a","s3eq8b","s3eq9a","s3eq9b","s3eq10","s3eq11","s3eq12","s3eq12b","tracked_obs"
4,11,1110,2,2752,110041,1,"BUYING AND SELLING","CLEARING AND MAKING HEAPS",,,,"BUYING AND SELLING",3416,"PROVISION SHOP",47,6,40,9,,1,"MIXED CROP FARMING",6114,"AGRICULTURE",,6,18,9,,0
4,11,1110,2,2752,110041,2,"PLANTING AND WEEDING",,,,,"WEEDING AND PLANTING",6114,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
4,11,1110,2,2752,110041,3,"PLANTING AND WEEDING",,,,,"WEEDING AND PLANTING",6114,"AGRICULTURE",1,6,6,9,,2,,,,,,,,,0
4,11,1110,2,2752,110041,4,"WEEDING",,,,,"WEEDING",6114,"AGRICULTURE",1,6,6,9,,2,,,,,,,,,0
4,11,1110,2,2752,110041,5,"WEEDING",,,,,"WEEDING",6114,"AGRICULTURE",1,6,6,9,,2,,,,,,,,,0
4,11,1110,2,2752,110041,6,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1110,2,2752,110042,1,"CIVIL SERVANT","CLEARING OF BUSH",,,,"TEACHING",2332,"TEACHING IN PRIMARY SCH.",11,6,40,2,,2,,,,,,,,,0
4,11,1110,2,2752,110042,2,"PLANTING OF SEEDS","WEEDING",,,,"PLANTING /WEEDING",6114,"AGRICULTURE",1,6,6,2,,2,,,,,,,,,0
4,11,1110,2,2752,110042,3,"PLANTING OF SEEDS","WEEDING",,,,"PLANTING/WEEDING",6114,"AGRICULTURE",1,6,6,2,,2,,,,,,,,,0
4,11,1110,2,2752,110042,4,"CLEARING OF BUSH","MAKING OF HEAPS",,,,"CLEARING/MAKING OF HEAPS",6114,"AGRICULTURE",1,6,6,2,,2,,,,,,,,,0
4,11,1110,2,2752,110042,5,"CLEARING OF BUSH","MAKING OF HEAPS",,,,"CLEARING /MAKING OF HEAPS",6114,"AGRICULTURE",1,6,40,2,,2,,,,,,,,,0
4,11,1110,2,2752,110042,6,"PLANTING OF SEEDS","WEEDING",,,,"PLANTING AND WEEDING",6114,"AGRICULTURE",1,6,40,2,,2,,,,,,,,,0
4,11,1108,2,492,110053,1,"BUYING AND SELLING","CLEARING OF BUSH","MAKING OF HEAPS",,,"BUYING AND SELLING",3416,"PROVISION SHOP",47,6,40,9,,2,,,,,,,,,0
4,11,1108,2,492,110054,1,"SECURITY",,,,,"SECURITY",3411,"WACHMAN",80,6,40,3,,2,,,,,,,,,0
4,11,1105,2,100,110063,1,"CLEARING OF BUSH","MAKING OF HEAPS","PLANTING OF SEEDS",,,"CLEARING/MAKING OF HEAPS",6114,"AGRICULTURE",1,6,42,9,,2,,,,,,,,,0
4,11,1105,2,100,110063,2,"WEEDING","PLANTING OF CROPS",,,,"WEEDING",6114,"AGRICULTURE",1,6,42,9,,2,,,,,,,,,0
4,11,1105,2,100,110063,3,"CLEARING OF BUSH","MAKING OF HEAPS",,,,"CLEARING OF BUSH",6114,"AGRICULTURE",1,6,8,9,,2,,,,,,,,,0
4,11,1105,2,100,110063,4,"CLEARING OF BUSH","MAKING OF HEAPS",,,,"CLEARING OF BUSH",6114,"AGRICULTURE",1,6,8,9,,2,,,,,,,,,0
4,11,1105,2,100,110064,1,"CLEARING OF BUSH","MAKING OF HEAPS","PLANTING OF CROP",,,"CLEARING OF BUSH",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1105,2,100,110064,2,"WEEDING","PLANTING OF CROP",,,,"WEEDING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1105,2,100,110064,3,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1105,2,100,110064,4,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1105,2,100,110064,5,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1105,2,100,110064,6,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1105,2,100,110064,7,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1106,2,446,110076,1,"MIXED CROP FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1106,2,446,110076,2,"MIXED CROP FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1106,2,446,110076,3,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1106,2,446,110076,4,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1106,2,446,110076,5,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1106,2,446,110076,6,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1106,2,446,110076,7,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1106,2,446,110076,8,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1106,2,446,110078,1,"MIXED CROP FARMING","MIXED CROP FARMING","MIXED CROP FARMING","MIXED CROP FARMING","MIXED CROP FARMING","MIXED CROP FARMIONG",6114,"AGRICULTURE",1,6,36,9,,2,,,,,,,,,0
4,11,1106,2,446,110078,2,"NURSING","NURSING","NURSING","MIXED CROP FARMING","MIXED CROP FARMING","NURSING",2230,"HEALTH",86,6,40,3,"MIXED CROP FARMING",1,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,12,6,,0
4,11,1106,2,446,110078,3,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1106,2,446,110078,4,"MIXED CROP FARMING","MIXED CROP FARMING","MIXED CROP FARMING","MIXED CROP FARMING","MIXED CROP FARMING","MIXED CROP FARMING",6114,"AGRICULTURE",1,6,42,9,,2,,,,,,,,,0
4,11,1106,2,446,110078,5,"MIXED CROP FARMING","MIXED CROP FARMING","MIXED CROP FARMING","MIXED CROP FARMING","MIXED CROP FARMING","MIXED CROP FARMING",6114,"AGRICULTURE",1,6,42,9,,2,,,,,,,,,0
4,11,1106,2,446,110078,6,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1106,2,446,110078,7,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1106,2,446,110078,8,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1106,2,446,110078,9,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1106,2,446,110080,1,"OKADA RIDER","MIXED CROP FARMING",,,,"TRANSPORTER",8321,"LAND TRANSPORT",49,6,8,9,,1,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,8,9,,0
4,11,1106,2,446,110080,2,"MIXED CROP FARMINF",,,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,10,9,,2,,,,,,,,,0
4,11,1104,2,434,110085,1,"CLEARING OF BUSH","LIVESTOCK","MAKING OF HEAPS",,,"CLEARING/MAKING OF HEAPS",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1104,2,434,110085,2,"PLANTING OF SEEDS","WEEDING",,,,"PLANTING OF SEEDS/WEEDING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1104,2,434,110085,3,"CLEARING OF BUSH","LIVESTOCK","MAKING OF HEAPS",,,"CLEARING/MAKING OF HEAPS",6114,"AGRICULTURE",1,6,6,9,,2,,,,,,,,,0
4,11,1104,2,434,110085,4,"CLEARING OF BUSH","LIVESTOCK","MAKING OF HEAPS",,,"CLEARING/MAKING OF HEAPS",6114,"AGRICULTURE",1,6,6,9,,2,,,,,,,,,0
4,11,1104,2,434,110085,5,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110085,6,"PLANTING OF SEEDS","WEEDING",,,,"PLANTING OF SEEDS/WEEDING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1104,2,434,110085,7,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110085,8,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110085,9,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110085,10,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110085,11,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110085,12,"PLANTING OF EDDES","WEEDING",,,,"PLANTING OF SEEDS/WEEDING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1104,2,434,110085,13,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110085,14,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110085,15,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110085,16,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110085,17,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110085,18,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110085,19,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110085,20,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110085,21,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110085,22,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110085,23,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110085,24,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110085,25,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110085,26,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110086,1,"HAVESTING OF CROP",,,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1104,2,434,110086,2,"HAVESTING/WEEDING",,,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,36,9,,2,,,,,,,,,0
4,11,1104,2,434,110086,3,"HARVESTING/WEEDING",,,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,36,9,,2,,,,,,,,,0
4,11,1104,2,434,110086,4,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110086,5,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110086,6,"PLANTING/WEEDING",,,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
4,11,1104,2,434,110086,7,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110087,1,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110087,2,"PLANTING/WEEDING",,,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
4,11,1104,2,434,110087,3,"PLANTING/WEEDING",,,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
4,11,1104,2,434,110087,4,"PLANTING/WEEDING",,,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,10,9,,2,,,,,,,,,0
4,11,1104,2,434,110087,5,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110087,6,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110090,1,"CLEARING THE FARM","CLEARING THE FARM","CLEARING THE FARM","CLEARINGTHE FARM","CLEARING THE FARM","MIXED CROP FARMING",6114,"AGRICULTURE",1,6,42,9,,2,,,,,,,,,0
4,11,1104,2,434,110090,2,"PLANTING/WEEDING","PLANTING/WEEDING","PLANTING/WEEDING","PLANTING/WEEDING","PLANTING/WEEDING","MIXED CROP FARMING",6114,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
4,11,1104,2,434,110090,3,"PLANTING/WEEDING","PLANTING/WEEDING","PLANTING/WEEDING","PLANTING/WEEDING","PLANTING/WEEDING","MIXED CROP FARMING",6114,"AGRICULTURE",1,6,36,9,,2,,,,,,,,,0
4,11,1104,2,434,110090,4,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110090,5,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110090,6,"PLANTING /WEEDING","PLANTING/WEEDING","PLANTING/WEEDING","PLANTING/WEEDING","PLANTING/WEEDING","MIXED CROP FARMING",6114,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
4,11,1104,2,434,110090,7,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110090,8,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110090,9,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110090,10,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110090,11,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110090,12,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110090,13,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110090,14,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1104,2,434,110090,15,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1107,2,1034,110093,1,"PLANTING/WEEDING","PLANTING AND WEEDING","PLANTING/WEEDING","PLANTING/WEEDING","PLANTING/WEEDING","MIXED CROP FARMING",6114,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
4,11,1107,2,1034,110093,2,"PLANTING/WEEDING","PLANTINGAND WEEDING","PLANTING/WEEDING","PLANTING/WEEDING","PLANTING/WEEDING","MIXED CROP FARMING",6114,"AGRICULTURE",1,6,42,9,,2,,,,,,,,,0
4,11,1107,2,1034,110093,3,"PLANTING/WEEDING","PLANTING AND WEEDING","PLANTING/WEEDING","PLANTING/WEEDING","PLANTING/WEEDING","MIXED CROP FARMING",6114,"AGRICULTURE",1,6,42,9,,2,,,,,,,,,0
4,11,1107,2,1034,110093,4,"PLANTING/WEEDING","PLANTING AND WEEDING","PLANTING/WEEDING","PLANTING/WEEDING","PLANTING/WEEDING","MIXED CROP FARMING",6114,"AGRICULTURE",1,6,6,9,,2,,,,,,,,,0
4,11,1107,2,1034,110093,5,"PLANTING/WEEDING","PLANTING AND WEEDING","PLANTING/WEEDING","PLANTING/WEEDING","PLANTING/WEEDING","MIXED CROP FARMING",6114,"AGRICULTURE",1,6,6,9,,2,,,,,,,,,0
4,11,1107,2,1034,110093,6,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1107,2,1034,110093,7,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1107,2,1034,110093,8,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1107,2,1034,110093,9,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1107,2,1034,110098,1,"CLEARING OF BUSH","MAKING OF HEAPS",,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1107,2,1034,110098,2,"WEEDING","PLANTING OF SEEDS",,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1107,2,1034,110098,3,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1107,2,1034,110098,4,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1107,2,1034,110098,5,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1107,2,1034,110098,6,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1107,2,1034,110098,7,"WEEDING","PLANTING OF SEEDS",,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1107,2,1034,110098,8,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1107,2,1034,110098,9,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1107,2,1034,110098,10,"MOXED CROP FARMING","PLANTING OF SEEDS",,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1107,2,1034,110098,11,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1107,2,1034,110098,12,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1109,2,672,110106,1,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1109,2,672,110106,2,"WEEDING AND PLANTING","WEEDING NAN WEEDING","WEEDING/PLANTING","WEEDING/PLANTING","WEEDING/PLANTING","MIXED CROP FARMING",6114,"AGRICULTURE",1,6,45,9,,2,,,,,,,,,0
4,11,1109,2,672,110106,3,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1109,2,672,110106,4,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1113,2,954,110118,1,"CLEARING OF BUSH","MAKING OF HEAPS","CARPENTER",,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1113,2,954,110118,2,"WEEDING","PLANTING OF SEEDS",,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1113,2,954,110118,3,"CLEARING OF BUSH","MAKING OF HEAPS",,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
4,11,1113,2,954,110118,4,"WEEDING","PLANTING OF SEEDS",,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
4,11,1113,2,954,110118,5,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1113,2,954,110118,6,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1113,2,954,110118,7,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1113,2,954,110120,1,"BUYING AND SELLING","CLEARING OF BUSH","MAKING OF HEAPS",,,"BUYING AND SELLING",3416,"BEER PARLOR SHOP",47,6,48,9,,1,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,8,9,,0
4,11,1113,2,954,110120,2,"WEEDING","PLANTING OF SEEDS",,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1113,2,954,110120,3,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1113,2,954,110120,4,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1113,2,954,110120,5,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1102,2,936,110122,1,"PLANTING OF SEEDS","WEEDING",,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1102,2,936,110122,2,"CLEARING OF BUSH","MAKING OF HEAPS",,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
4,11,1102,2,936,110122,3,"PLANTING OF BUSH","WEEDING",,,,"MIX3ED CROP FARM ING",6114,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
4,11,1102,2,936,110122,4,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1102,2,936,110123,1,"CLEARING OF FARM","MAKING OF HEAPS",,,,"MIXED CROP FARMER",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1102,2,936,110123,2,"WEEDING","PLANTING OF SEEDS",,,,"MIXED CROP FARMER",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1102,2,936,110123,3,"CLEARING OF FARM","MAKING OF HEAPS",,,,"MIXED CROP FARMER",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1102,2,936,110123,4,"CLEARING OF FARM",,,,,"MIXED CROP FARMER",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1102,2,936,110123,5,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1102,2,936,110123,6,"WEEDING","PLANTING OF SEEDS",,,,"MIXED CROP FARMER",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1102,2,936,110123,7,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1102,2,936,110123,8,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1102,2,936,110123,9,"WEEDING","PLANTING OF SEEDE",,,,"MIXED CROP FARMER",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1102,2,936,110123,10,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1102,2,936,110123,11,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1102,2,936,110123,12,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110131,1,"PLANTING OF SEEDS","WEEDING",,,,"MICED CROP FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1101,2,154,110131,2,"PLANTING OF SEEDS","WEEDING",,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1101,2,154,110131,3,"CLEARING OF BUSH","MAKING OF HEAPS",,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1101,2,154,110131,4,"CLEARING OF BUSH","MAKING OF HEAPS",,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1101,2,154,110132,1,"PLANTING OF SEEDS","WEEDING",,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
4,11,1101,2,154,110132,2,"PLANTING OF SEEDS","WEEDING",,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1101,2,154,110132,3,"PLANTING OF SEEDS","WEEDING",,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,6,9,,2,,,,,,,,,0
4,11,1101,2,154,110132,4,"PLANTING OF SEEDS","WEEDING",,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,6,9,,2,,,,,,,,,0
4,11,1101,2,154,110132,5,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110132,6,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110132,7,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110133,1,"PLANTING OF SEEDS","WEEDING",,,,"MIXED CROP FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
4,11,1101,2,154,110133,2,"CLEARING OF FARM","MAKINGS OF HEAPS",,,,"MIXED CROP FAMING",6114,"AGRICULTURE",1,6,48,9,,,,,,,,,,,0
4,11,1101,2,154,110133,3,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110133,4,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110133,5,,,,,,,,,,,,,,,,,,,,,,,0
4,11,1101,2,154,110133,6,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1211,1,2856,120010,1,"CROP FARMING",,,,,"CROP FARMING",6111,"AGRICULTURE",1,6,20,9,,2,,,,,,,,,0
5,12,1211,1,2856,120010,2,"WRESTLER",,,,,"WRESTLER",3465,"SPORT",93,6,24,2,,2,,,,,,,,,0
5,12,1211,1,2856,120010,3,"WRESTLER",,,,,"WRESTLER",3465,"SPORT",93,6,24,2,,2,,,,,,,,,0
5,12,1211,1,2856,120010,4,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1211,1,2856,120010,5,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1211,1,2856,120010,6,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1211,1,2856,120010,7,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1211,1,2856,120010,8,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1211,1,2856,120010,9,"FOOD SELLER",,,,,"FOOD SELLER",3416,"TRADER",47,6,50,9,,2,,,,,,,,,0
5,12,1202,1,2146,120015,1,"TILES WORKERS",,,,,"TILES WORKERS",7122,"SPECIALIZED ACTIVITIES",43,6,24,9,,2,,,,,,,,,0
5,12,1202,1,2146,120018,1,"TEACHER",,,,,"TAECHER",2320,"TEACHING",85,6,40,2,,2,,,,,,,,,0
5,12,1202,1,2146,120018,2,"TEACHER",,,,,"TEACHER",2331,"TEACHING",85,6,40,4,,2,,,,,,,,,0
5,12,1202,1,2146,120018,3,"TEACHER",,,,,"TEACHER",2331,"TEACHING",85,6,40,4,,2,,,,,,,,,0
5,12,1202,1,2146,120018,4,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1202,1,2146,120018,5,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1202,1,2146,120018,6,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1202,1,2146,120018,7,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1202,1,2146,120018,8,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1202,1,2146,120019,1,"SELLING GARI",,,,,"SELLING GARI",3461,"RETAILER",47,6,60,9,,2,,,,,,,,,0
5,12,1202,1,2146,120019,2,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1202,1,2146,120019,3,"MOTORCYCLE",,,,,"MOTOR CYCLE RIDER",8321,"TRANSPORT",49,6,60,9,,2,,,,,,,,,0
5,12,1202,1,2146,120019,4,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1202,1,2710,120027,1,"HAIR DRESSING",,,,,,,,,,,,,,,,,1,,,,,0
5,12,1202,1,2710,120027,2,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1202,1,2710,120027,3,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1202,1,2710,120030,1,"CAPENTER",,,,,"CAPENTRY",7131,"ROOFING OF BUILDING",41,3,40,9,,2,,,,,,,,,0
5,12,1202,1,2710,120030,2,"PLAITING OF HAIR",,,,,"HAIR PLAITING",5141,"PLAITING OF HAIR",96,6,50,9,,2,,,,,,,,,0
5,12,1202,1,2710,120030,3,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1202,1,2710,120030,4,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1202,1,2710,120030,5,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1202,1,2710,120030,6,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1202,1,2710,120030,7,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1212,1,1392,120032,1,"COMPANY PAINT WORKER",,,,,"COMPANY PAINT WORKER",7141,"OTHER MANUFACTURE",32,6,9,4,,2,,,,,,,,,0
5,12,1212,1,1392,120032,2,"PETTY STOCKS SELLER",,,,,"PETTY STOCKS SELLER",3416,"RETAIL TRADER",47,6,9,9,,2,,,,,,,,,0
5,12,1212,1,1392,120032,3,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1212,1,1392,120032,4,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1212,1,1392,120032,5,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1212,1,1392,120032,6,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1212,1,1392,120032,7,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1212,1,1392,120034,1,"BUYING AND SELLING",,,,,"BUYING&SELLING OF CLOTHS",3416,"RETAIL TRADER",47,6,54,9,,2,,,,,,,,,0
5,12,1212,1,1392,120034,2,"BUYING & SELLING CLOTH",,,,,"BUYING &SELLING &CLOTH",3416,"RETAIL TRADER",47,6,54,9,,2,,,,,,,,,0
5,12,1212,1,1392,120034,3,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1212,1,1392,120034,4,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1212,1,1392,120034,5,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1212,1,1392,120034,6,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1212,1,1392,120034,7,"BUYING &SELLING CLOTH",,,,,"BUYING &SELLING OF CLOTH",3416,"RETAIL TRADER",47,6,54,9,,2,,,,,,,,,0
5,12,1212,1,1392,120034,8,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1208,2,526,120047,1,,,,,,,,,,,,,,,,,,,,,,,0
5,12,1208,2,526,120047,2,"CROP FARMING","PROVISION SELLER",,,,"CROP FARMING",6111,"AGRICULTURE",1,6,7,9,,1,"PROVISION SELLER",3416,"BUYING & SELLING",47,6,10,9,,0
