"zone","state","lga","sector","ea","hhid","indiv","s3eq1a","s3eq1b","s3eq1c","s3eq1d","s3eq1e","s3eq2a","s3eq2b","s3eq3a","s3eq3b","s3eq4","s3eq5","s3eq6","s3eq6b","s3eq7","s3eq8a","s3eq8b","s3eq9a","s3eq9b","s3eq10","s3eq11","s3eq12","s3eq12b","tracked_obs"
1,26,2601,2,822,260144,2,"SALE OF PROVISION",,,,,"PROVISION",5230,"TRADING",47,10,28,9,,2,,,,,,,,,0
1,26,2601,2,822,260144,3,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260144,4,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260144,5,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260144,6,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260144,7,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260144,8,"PETTY TRADING",,,,,"PETTY TRADING",5230,"TRADING",47,10,28,9,,2,,,,,,,,,0
1,26,2601,2,822,260144,9,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260144,10,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260144,11,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260144,12,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260145,1,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,70,9,,2,,,,,,,,,0
1,26,2601,2,822,260145,2,"KULIKULI MAKING",,,,,"KULIKULI MAKING3",8152,"MANUFACTURING OF FOOD",10,6,30,9,,2,,,,,,,,,0
1,26,2601,2,822,260145,3,"FARMING",,,,,"FARMING",6114,"AGRIC",1,4,70,10,"UNPAID FAMILY",2,,,,,,,,,0
1,26,2601,2,822,260145,4,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260145,5,"FIREWOOD SELLER",,,,,"FIREWOOD SELLER",6142,"REATIL TRADE",47,6,25,9,,2,,,,,,,,,0
1,26,2601,2,822,260145,6,"FARMING",,,,,"FARMING",6114,"AGRIC",1,4,70,10,"UNPAID FAMILY",2,,,,,,,,,0
1,26,2601,2,822,260145,7,"FARMING",,,,,"FARMING",6114,"AGRIC",1,4,70,10,"UNPAID FAMILY",2,,,,,,,,,0
1,26,2601,2,822,260145,8,"FIREWOOD SELLER",,,,,"FIREWOOD SELLER",6142,"RETAIL TRADE",47,6,25,9,,2,,,,,,,,,0
1,26,2601,2,822,260145,9,"FARMING",,,,,"FARMING",6114,"AGRIC",1,4,70,10,"UNPAID FAMILY",2,,,,,,,,,0
1,26,2601,2,822,260145,10,"FARMING",,,,,"FARMING",6114,"AGRIC",1,4,60,10,"UNPAID FAMILY",2,,,,,,,,,0
1,26,2601,2,822,260149,1,"BONE HEALER","FARMING",,,,"BONE HEALER",2229,"HUMAN HEALTH ACTIVITIES",86,12,35,9,,1,"FARMING",6114,"AGRICULTURE",1,4,20,9,,0
1,26,2601,2,822,260149,2,"TRADING",,,,,"TRADING",5230,"RETAIL TRADE",47,7,20,9,,2,,,,,,,,,0
1,26,2601,2,822,260149,3,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260149,4,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260149,5,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260149,6,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260149,7,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260149,8,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260149,9,"OTHER PERSONAL SERVICES",,,,,"OTHER  PERSONAL SERVICE",5149,"OTHER PERSONAL SERVICE",96,8,25,9,,2,,,,,,,,,0
1,26,2601,2,822,260149,10,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260149,11,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260150,1,"TEACHING","FARMING",,,,"TEACHING",2331,"EDUCATION",85,9,46,3,,1,"FARMING",6114,"AGRICULTURE",1,5,28,9,,0
1,26,2601,2,822,260150,2,"SALE OF FOOD",,,,,"SALE OF FOOD STUFF",5230,"TRADING",47,8,21,9,,2,,,,,,,,,0
1,26,2601,2,822,260150,3,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260150,4,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260150,5,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260150,6,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2601,2,822,260150,7,"SALE FOOD STUFF",,,,,"SALE OF FOOD STUFF",5230,"TRADING",47,8,21,9,,2,,,,,,,,,0
1,26,2613,2,1462,260151,1,"CROP FARMING",,,,,"MIXED CROP FARMING",6114,"AGRIC",1,4,16,9,,2,,,,,,,,,0
1,26,2613,2,1462,260151,2,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260151,3,"RETAIL TRADING",,,,,"RETAIL TRADING ON FISH",3416,"RETAIL TRADE",47,6,25,9,,2,,,,,,,,,0
1,26,2613,2,1462,260151,4,"CROP FARMING",,,,,"MIXED CROP FARMING",6114,"AGRIC",1,5,30,9,,2,,,,,,,,,0
1,26,2613,2,1462,260153,1,"DISTRICT HEAD","FARMING",,,,"DISTRICT HEAD",1130,"OFFICE ADMINISTRATION",82,6,72,3,,1,"FARMING",6114,"AGRIC",1,4,20,9,,0
1,26,2613,2,1462,260153,2,"TRADING",,,,,"TRADING",5230,"REATIL TRADE",47,6,25,9,,2,,,,,,,,,0
1,26,2613,2,1462,260153,3,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260153,4,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260153,5,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260153,6,"TRADING",,,,,"TRADING",5230,"RETAIL TRADE",47,6,25,9,,2,,,,,,,,,0
1,26,2613,2,1462,260153,7,"TRADING",,,,,"TRADING",5230,"RETAIL TRADE",47,6,25,9,,2,,,,,,,,,0
1,26,2613,2,1462,260153,8,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260153,9,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260154,1,"RETAIL TRADE",,,,,"RETAIL TRADE SPARE PART",3416,"RETAIL TRADE",47,6,45,9,,2,,,,,,,,,0
1,26,2613,2,1462,260154,2,"RETAIL TRADE",,,,,"RETAIL TRADE PROVISION",3416,"RETAIL TRADE",47,6,26,9,,2,,,,,,,,,0
1,26,2613,2,1462,260154,3,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260154,4,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260154,5,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260154,6,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260157,1,"TEACHING","MIXED CROP FARMING",,,,"TEACHING",3310,"EDUCATION",85,4,20,3,,1,"MIXED CROP FARMING",6114,"MIXED CROP FARMING",1,4,35,9,,0
1,26,2613,2,1462,260157,2,"SALE PROVISION",,,,,"SALE PROVISION",3416,"TRADING",47,6,18,9,,2,,,,,,,,,0
1,26,2613,2,1462,260158,1,"RETAIL TRADE",,,,,"RETAIL TRADE ON ELECTRONI",3416,"RETAIL TRADE ON ELECTRONI",47,6,65,9,,2,,,,,,,,,0
1,26,2613,2,1462,260158,2,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260158,3,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260158,4,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260158,5,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260158,6,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260158,7,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260158,8,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260160,1,"FARMING","TRADING",,,,"FARMING",6114,"AGRIC",1,4,48,9,,1,"FARMING",6114,"RETAIL TRADE",47,12,30,9,,0
1,26,2613,2,1462,260160,2,"TRADING",,,,,"TRADING",5230,"RETAIL TRADE",47,6,30,9,,2,,,,,,,,,0
1,26,2613,2,1462,260160,3,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260160,4,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260160,5,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260160,6,"TRADING",,,,,"TRADING",5230,"RETAIL TRADE",47,6,30,9,,2,,,,,,,,,0
1,26,2613,2,1462,260160,7,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260160,8,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260160,9,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2613,2,1462,260160,10,"TRADING",,,,,"TRADING",5230,"RETAIL TRADE",47,6,30,9,,2,,,,,,,,,0
1,26,2613,2,1462,260160,11,"FARMING",,,,,"FARMING",6114,"AGRIC",1,4,20,8,,2,,,,,,,,,0
1,26,2613,2,1462,260160,12,"FARMING",,,,,"FARMING",6114,"AGRIC",1,4,20,8,,2,,,,,,,,,0
1,26,2616,2,254,260161,1,"FARMING",,,,,"FARMING",6114,"AGRIC",1,5,70,9,,2,,,,,,,,,0
1,26,2616,2,254,260161,2,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2616,2,254,260161,3,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2616,2,254,260161,4,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2616,2,254,260161,5,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2616,2,254,260161,6,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2616,2,254,260161,7,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2616,2,254,260161,8,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2616,2,254,260161,9,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2616,2,254,260161,10,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2616,2,254,260162,1,"FARMING",,,,,"FARMING",6114,"AGRIC",1,5,70,9,,2,,,,,,,,,0
1,26,2616,2,254,260162,2,"TRADING",,,,,"TRADING",3416,"RETAIL TRADE",47,6,20,9,,2,,,,,,,,,0
1,26,2616,2,254,260162,3,"KULIKULI",,,,,"KULIKULI",8152,"MANUFACTURIING OF FOOD",10,12,15,9,,2,,,,,,,,,0
1,26,2616,2,254,260162,4,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2616,2,254,260162,5,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2616,2,254,260162,6,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2616,2,254,260162,7,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2616,2,254,260162,8,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2616,2,254,260169,1,"CROP FARMING",,,,,"CROP FARMING",6114,"CROP FARMING",1,6,30,9,,2,,,,,,,,,0
1,26,2616,2,254,260169,2,"RETAIL TRADING",,,,,"RETAIL TRADING PROVISION",3416,"RETAIL TRADING ON PROVISI",47,5,26,9,,2,,,,,,,,,0
1,26,2616,2,254,260169,3,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2616,2,254,260169,4,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2616,2,254,260169,5,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2616,2,254,260169,6,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2616,2,254,260169,7,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2616,2,254,260169,8,"RETAIL TRADING",,,,,"RETAIL TRADING FOOD STUFF",3416,"RETAIL TRADING ON FOOD",47,5,30,9,,2,,,,,,,,,0
1,26,2625,2,926,260172,1,"CROP FARMING",,,,,"CROP FARMING",6114,"MIXED CROP FARMING",1,6,420,9,,2,,,,,,,,,0
1,26,2625,2,926,260172,2,"FOOD PROCESSING",,,,,"FOOD PROCESSING",7412,"MANUFACTURE",10,4,30,9,,2,,,,,,,,,0
1,26,2625,2,926,260172,3,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2625,2,926,260172,4,"CROP FARMING",,,,,"CROP FARMING",6114,"MIXED CROP FARMING",1,6,42,9,,2,,,,,,,,,0
1,26,2625,2,926,260172,5,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2625,2,926,260173,1,"CARPENTERING",,,,,"CARPENTERING",7124,"MANUFACTURE OF FURNITURE",31,6,25,9,,2,,,,,,,,,0
1,26,2625,2,926,260173,2,"RETAIL TRADING",,,,,"RETAIL TRADING (PROVISION",3416,"RETAIL TRADING PROVISION",47,6,15,9,,2,,,,,,,,,0
1,26,2625,2,926,260173,3,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2625,2,926,260173,4,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2625,2,926,260173,5,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2625,2,926,260174,1,"FARMING",,,,,"FARMING",6114,"AGRIC",1,5,70,9,,2,,,,,,,,,0
1,26,2625,2,926,260174,2,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2625,2,926,260174,3,"FARMING",,,,,"FARMING",6114,"AGRIC",1,5,70,10,"UNPAID FAMILY",2,,,,,,,,,0
1,26,2625,2,926,260174,4,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2625,2,926,260174,5,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2625,2,926,260174,6,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2625,2,926,260174,7,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2625,2,926,260174,8,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2625,2,926,260180,1,"FARMING","TRADING",,,,"FARMING",6114,"AGRIC",1,5,48,9,,1,"TRADING",3416,"RETAIL TRADING",47,12,28,9,,0
1,26,2625,2,926,260180,2,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2625,2,926,260180,3,"FARMING",,,,,"FARMING",6114,"AGRIC",1,5,48,10,"UNPAID FAMILY",2,,,,,,,,,0
1,26,2625,2,926,260180,4,,,,,,,,,,,,,,,,,,,,,,,0
1,26,2625,2,926,260180,5,"FARMING",,,,,"FARMING",6114,"AGRIC",1,5,32,10,"UNPAID FAMILY",2,,,,,,,,,0
6,27,2704,2,204,270012,1,"OFFICE ASSISTANT",,,,,"OFFICE ASSISTANT",9132,"CIVIL SERVICE",84,6,40,3,,2,,,,,,,,,0
6,27,2704,2,204,270012,2,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2715,2,752,270024,1,"CROP FARMING","NIGHT WATCH SECURITY","MUSICIAN",,,"CROP FARMING",6114,"AGRICULTURE(CROP FARMING)",1,11,63,9,,1,"NIGHT WATCH SECURITY",9153,"NIGHT WATCH SECURITY",80,11,70,4,,0
6,27,2715,2,752,270024,2,"GARI SELLER",,,,,"GARI SELLER",3416,"BUYING & SELLING",47,11,70,9,,2,,,,,,,,,0
6,27,2715,2,752,270024,3,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2715,2,752,270024,4,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2715,2,752,270024,5,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2709,1,1646,270032,1,"OKADA RIDER",,,,,"OKADA RIDER",8321,"TRANSPORTATION",49,6,50,9,,2,,,,,,,,,0
6,27,2709,1,1646,270032,2,"HAIR DRESSER",,,,,"HAIR DRESSER",5141,"HAIR DRESSING",96,6,30,9,,2,,,,,,,,,0
6,27,2709,1,1646,270032,3,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2709,1,1646,270032,4,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2709,1,1646,270032,5,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2709,1,1646,270033,1,"COBLER",,,,,,7442,"COBLER",15,5,54,9,,2,,,,,,,,,0
6,27,2709,1,1646,270033,2,"FASHION DESIGNING",,,,,,7433,"FASHION DESIGN",96,5,54,9,,2,,,,,,,,,0
6,27,2709,1,1646,270033,3,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2709,1,1646,270033,4,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2709,1,1646,270033,5,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2712,2,110,270048,1,"CAR DRIVER",,,,,"CAR DRIVER",8322,"CAR DRIVER",49,10,40,9,,2,,,,,,,,,0
6,27,2712,2,110,270049,1,"ELECTRICIAN",,,,,"ELECTRICIAN(OIL COMPANY)",2143,"ELECTRICIAN(OIL COMPANY)",19,5,48,4,,2,,,,,,,,,0
6,27,2712,2,110,270049,2,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2712,2,110,270049,3,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2712,2,110,270049,4,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2712,2,110,270049,5,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2712,2,110,270049,6,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2712,2,110,270049,7,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1612,270061,1,"BORE HOLE WATER(B AND S)",,,,,"BORE HOLE WATER SELLER",3416,"BORE HOLE WATER TRADING",47,5,54,9,,2,,,,,,,,,0
6,27,2703,1,1612,270061,2,"FISH SELLER",,,,,"FISH SELLER",3416,"BUYING & SELLING (FISH)",47,5,54,9,,2,,,,,,,,,0
6,27,2703,1,1612,270061,3,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1612,270061,4,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1612,270061,5,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1612,270061,6,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1612,270061,7,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1612,270061,8,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1612,270062,1,"FURNITURE WORK",,,,,"CARPENTRY WORK",7124,"FURNITURE",31,6,50,9,,2,,,,,,,,,0
6,27,2703,1,1612,270062,2,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1612,270062,3,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1612,270062,4,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1612,270063,1,"BATTERY CHARGER",,,,,"BATTERY CHARGER",5149,"BATTERY CHARGING SERVICE",96,6,63,9,,2,,,,,,,,,0
6,27,2703,1,1612,270063,2,"COMPANY(MACHINE OPERATOR)",,,,,"COMPANY WORKER",8239,"PLASTIC PRODUCTION IND.",22,6,70,4,,2,,,,,,,,,0
6,27,2703,1,1612,270063,3,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1612,270064,1,"RELIGION ACTIVITIES(ALFA)","SOAP MAKING",,,,"RELIGIOUS ACTIVITIES(ALFA",3470,"RELIGIOUS ACTIVITIES(ALFA",96,5,54,9,,1,"SOAP MAKING",5149,"SOAP MAKING",96,5,24,4,,0
6,27,2703,1,1612,270064,2,"PRY SCH TEACHER",,,,,"PRY SCHOOL TEACHER",2331,"TEACHING(PRIMARY SCHOOOL)",85,5,40,4,,2,,,,,,,,,0
6,27,2703,1,1612,270064,3,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1612,270064,4,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1612,270064,5,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1612,270064,6,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2707,1,1410,270075,1,"DRIVING",,,,,"COMMERCIAL BUS DRIVING",8322,"TRANSPORTATION (LAND)",49,0,0,9,,2,,,,,,,,,0
6,27,2707,1,1410,270075,2,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1076,270094,1,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1076,270094,2,"TRADING (PROVISIONS)",,,,,"BUYING&SELLING(PROVISIONS",3416,"BUYING&SELLING(PROVISIONS",47,6,70,9,,2,,,,,,,,,0
6,27,2703,1,1076,270094,3,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1076,270097,1,"WELDER",,,,,"WELDING",7212,"WELDING",24,6,70,9,,2,,,,,,,,,0
6,27,2703,1,1076,270097,2,"FASHION DESIGNER",,,,,"FASHION DESIGNER",7433,"FASHION DESIGNER",14,6,70,9,,2,,,,,,,,,0
6,27,2703,1,1076,270097,3,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1076,270097,4,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1076,270097,5,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1076,270097,6,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2703,1,1076,270097,7,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2707,1,2136,270102,1,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2707,1,2136,270102,2,"TRADING (MINERALS)",,,,,"TRADING(MINERALS)",3416,"BUYING&SELLING(MINERALS)",47,11,54,9,,2,,,,,,,,,0
6,27,2707,1,2136,270102,3,"OFFICE CLEANER",,,,,"OFFICE CLEANER",9132,"OFFICE CLEANER",82,11,40,3,,2,,,,,,,,,0
6,27,2707,1,2136,270102,4,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2707,1,2136,270102,5,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2707,1,2136,270102,6,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2707,1,2136,270108,1,"CARPENTRY WORK",,,,,"CARPENTRY WORK",7124,"CARPENTRY",31,6,70,9,,2,,,,,,,,,0
6,27,2707,1,2136,270108,2,"TRADING(PROVISIONS)",,,,,"TRADING (PROVISION)",3416,"TRADING (PROVISION)",47,6,63,9,,2,,,,,,,,,0
6,27,2707,1,2136,270108,3,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2707,1,2136,270108,4,,,,,,,,,,,,,,,,,,,,,,,0
6,27,2707,1,2136,270108,5,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2806,1,0,280002,1,"BUYING AND SELLING",,,,,"BUYING AND SELLING",3416,"SELLING KEROSINE",47,6,48,9,,2,,,,,,,,,2
6,28,2806,1,164,280013,1,"BRICKLAYER",,,,,"BRICKLAYER",7122,"BRICKLAYER",41,6,49,9,,2,,,,,,,,,0
6,28,2806,1,164,280013,2,"TRADING",,,,,"TRADING",3416,"SELLER OF FOODSTUFF",47,6,30,9,,2,,,,,,,,,0
6,28,2806,1,164,280013,3,"BRICKLAYER",,,,,"BRICKLAYER",7122,"BRICKLAYER",41,4,40,9,,2,,,,,,,,,0
6,28,2806,1,164,280013,4,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2806,1,164,280013,5,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2806,1,164,280013,6,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2806,1,164,280013,7,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2806,1,164,280013,8,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2806,1,0,280014,1,"TRANSPORT OKADA",,,,,"TRANSPORT OKADA",,"TRANSPORTATION",,6,56,9,,2,,,,,,,,,2
6,28,2806,1,0,280014,2,,,,,,,,,,,,,,,,,,,,,,,2
6,28,2806,1,0,280014,3,,,,,,,,,,,,,,,,,,,,,,,2
6,28,2806,1,0,280014,4,,,,,,,,,,,,,,,,,,,,,,,2
6,28,2806,1,164,280015,1,"SELLING BUILDNG MATERIALS",,,,,"SELLING BUILDING MATERIAL",3416,"SELLING BUILDING MATERIAL",47,6,25,9,,2,,,,,,,,,0
6,28,2806,1,164,280015,2,"ACCOUNTANT",,,,,"ACCOUNTANT",1222,"ACCOUNTANT",64,6,30,2,,2,,,,,,,,,0
6,28,2806,1,164,280015,3,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2806,1,164,280015,4,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2806,1,164,280015,5,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2816,1,2302,280029,1,"FARMING",,,,,"FARMING",6112,"PLANTED TREE CROP",1,6,40,9,,2,,,,,,,,,0
6,28,2816,1,2302,280029,2,"FARMING",,,,,"FARMING",6112,"PLANTED TREE CROP",1,6,35,9,,2,,,,,,,,,0
6,28,2816,1,2302,280029,3,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2816,1,2302,280029,4,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2816,1,2302,280029,5,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2816,1,2302,280029,6,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2816,1,2302,280029,7,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2816,1,2302,280029,8,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2816,2,0,280030,1,"FARMING",,,,,"FARMING",6112,"TREE CROP FARMING",1,5,25,9,,2,,,,,,,,,2
6,28,2816,2,0,280030,2,"FARMING","BUYING AND SELLING",,,,"FARMING",6112,"TREE CROP FARMING",1,5,25,9,,1,"BUYING & SELLING FARM PRO",3416,"BUYING AND SELLING",47,5,25,9,,2
6,28,2816,2,0,280030,3,"FASHION DESIGNER",,,,,"FASHION DESIGNER",7433,"MANUFACTURING APPARL",96,6,28,4,,2,,,,,,,,,2
6,28,2816,2,0,280030,4,,,,,,,,,,,,,,,,,,,,,,,2
6,28,2816,2,0,280030,5,,,,,,,,,,,,,,,,,,,,,,,2
6,28,2816,2,0,280030,6,,,,,,,,,,,,,,,,,,,,,,,2
6,28,2816,2,0,280030,7,,,,,,,,,,,,,,,,,,,,,,,2
6,28,2802,2,566,280042,1,"FARMING","BUYING & SELLING",,,,"FARMING",6112,"FARMING",1,6,25,9,,1,"BUYING & SELLING",3416,"BUYING & SELLING KOLANUT",47,6,25,9,,0
6,28,2802,2,566,280042,2,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2802,2,566,280042,3,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2802,2,566,280042,4,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2802,2,566,280042,5,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2802,2,566,280043,1,"SELLING LOCUST BEANS IRU","SELLING KOLA",,,,"TRADER LOCUST BEANS",3416,"SELLING LOCUST BEANS",47,6,52,9,,1,"SELLING KOLANUT",3416,"SELLING KOLANUT",47,6,15,9,,0
6,28,2802,2,566,280043,2,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2802,2,566,280043,3,"FARMING",,,,,,,,,6,40,4,,2,,,,,,,,,0
6,28,2802,2,566,280049,1,"BUYING & SELLING KOLANUT","FARMING",,,,"BUYING& SELLING KOLANUT",3416,"BUYING& SELLING KOLANUT",47,6,23,9,,1,"FARMING CROP",3213,"CROP FARMING",1,6,10,9,,0
6,28,2802,2,566,280050,1,"BUY &SELLING KOLA",,,,,"BUY & SELLING KOLA",3416,"BUYING & SELLING KOLA",46,4,38,9,,2,,,,,,,,,0
6,28,2802,2,566,280050,2,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2811,2,588,280051,1,"FARMING","FURNITURE MAKER",,,,"FARMING",6112,"PLANTED TREE CROP",1,6,40,9,,1,"FURNITURE MAKER",7422,"FURNITURE MAKER",31,3,28,9,,0
6,28,2811,2,588,280051,2,"FARMING","BUYING/SELLING",,,,"FARMING",6112,"PLANTED TREE CROP",1,6,32,9,,1,"BUYING/SELLING",3416,"BUYING/SELLING KOLANUT",47,6,20,9,,0
