"zone","state","lga","sector","ea","activity_cd","sc3bq2c","sc3bq3","sc3bq4","sc3bq5","sc3bq6","sc3bq7","sc3bq8","sc3bq9","sc3bq10","sc3bq11","sc3bq12"
4,14,1407,2,68,2,1040,1,3,1,1500,2,,1,1500,2,
4,14,1407,2,68,5,1040,2,,2,,2,,2,,,
4,14,1407,2,68,8,,1,,2,,1,1000,2,,,
4,14,1407,2,68,1,1120,1,3,1,1500,2,,1,1500,2,
4,14,1408,2,968,7,,2,,,,,,,,,
4,14,1408,2,968,6,1124,2,,,,,,,,,
4,14,1408,2,968,5,1040,2,,,,,,,,,
4,14,1408,2,968,2,1040,1,3,1,800,2,,1,600,2,
4,14,1408,2,968,4,1020,2,,,,,,,,,
4,14,1408,2,968,8,,1,,2,,1,600,1,600,2,
4,14,1408,2,968,1,1020,1,3,1,800,2,,1,600,2,
4,14,1408,2,968,3,1124,1,3,1,600,2,,1,600,2,
4,14,1408,2,1996,2,1040,1,3,1,800,1,500,1,500,2,
4,14,1408,2,1996,8,,1,3,1,400,1,400,1,500,2,
4,14,1408,2,1996,5,1040,2,,2,,2,,2,,,
4,14,1408,2,1996,7,,2,,2,,2,,2,,,
4,14,1408,2,1996,1,1020,1,3,1,500,1,500,1,500,2,
4,14,1408,2,1996,4,1020,2,,2,,2,,2,,,
4,14,1408,2,1996,3,1124,1,3,1,1000,1,500,1,500,2,
4,14,1408,2,1996,6,1124,2,,2,,2,,2,,,
4,14,1410,2,236,7,,2,,2,,2,,2,,,
4,14,1410,2,236,6,1120,2,,2,,2,,2,,,
4,14,1410,2,236,2,1020,1,3,1,500,1,400,1,400,2,
4,14,1410,2,236,5,1020,2,,2,,2,,2,,,
4,14,1410,2,236,1,1040,1,3,1,500,1,400,1,400,2,
4,14,1410,2,236,8,,1,,2,,1,400,1,400,2,
4,14,1410,2,236,4,1040,2,,2,,2,,2,,,
4,14,1410,2,236,3,1120,1,3,1,500,1,400,2,,,
4,14,1411,2,1066,5,1020,2,,2,,2,,2,,,
4,14,1411,2,1066,7,,1,3,1,300,1,300,1,300,2,
4,14,1411,2,1066,3,1110,1,3,1,1500,1,500,1,1000,2,
4,14,1411,2,1066,2,1020,1,3,1,1500,1,500,1,1000,2,
4,14,1411,2,1066,4,1120,2,,2,,2,,2,,,
4,14,1411,2,1066,6,1110,2,,2,,2,,2,,,
4,14,1411,2,1066,1,1120,1,3,1,1500,1,500,1,1000,2,
4,14,1411,2,1066,8,,1,,2,,1,500,1,500,2,
4,14,1413,2,670,5,1020,2,,,,,,,,,
4,14,1413,2,670,7,,2,,,,,,,,,
4,14,1413,2,670,1,1040,1,3,1,1500,1,600,1,600,1,9000
4,14,1413,2,670,3,1120,1,3,1,1500,1,600,1,600,1,10000
4,14,1413,2,670,2,1020,1,3,1,1500,1,600,1,600,1,9000
4,14,1413,2,670,8,,1,3,1,1000,1,600,1,600,1,6000
4,14,1413,2,670,6,1120,2,,,,,,,,,
4,14,1413,2,670,4,1040,2,,,,,,,,,
4,14,1413,1,2578,5,1020,2,,2,,2,,2,,,
4,14,1413,1,2578,7,,2,,,,,,,,,
4,14,1413,1,2578,4,1040,2,,2,,2,,2,,,
4,14,1413,1,2578,8,,1,,2,,1,600,1,500,2,
4,14,1413,1,2578,1,1040,1,3,1,1000,1,600,1,500,2,
4,14,1413,1,2578,6,,,,,,,,,,,
4,14,1413,1,2578,2,1020,1,3,1,1000,1,600,1,500,2,
4,14,1413,1,2578,3,1120,1,3,1,1000,1,600,1,5000,2,
4,14,1415,2,156,1,1020,1,1,1,1000,1,800,1,250,2,
4,14,1415,2,156,8,,1,,2,,1,800,1,250,2,
4,14,1415,2,156,5,1040,2,,2,,2,,2,,,
4,14,1415,2,156,4,1020,2,,2,,2,,2,,,
4,14,1415,2,156,7,,2,,2,,2,,2,,,
4,14,1415,2,156,6,1080,2,,2,,2,,2,,,
4,14,1415,2,156,2,1040,1,1,1,1000,1,800,1,250,2,
4,14,1415,2,156,3,1080,1,1,1,1000,1,800,1,250,2,
4,14,1415,2,952,4,1020,2,,2,,2,,2,,,
4,14,1415,2,952,8,,1,,2,,1,500,2,,,
4,14,1415,2,952,3,1040,1,3,1,1000,1,500,2,,,
4,14,1415,2,952,2,1080,1,3,1,1000,1,500,2,,,
4,14,1415,2,952,6,1040,2,,2,,2,,2,,,
4,14,1415,2,952,1,1020,1,3,1,1000,1,500,2,,,
4,14,1415,2,952,7,,2,,2,,2,,2,,,
4,14,1415,2,952,5,1080,2,,2,,2,,2,,,
4,14,1416,2,2314,4,1020,2,,2,,2,,2,,,
4,14,1416,2,2314,7,,2,,2,,2,,2,,,
4,14,1416,2,2314,8,,1,,2,,1,500,1,500,2,
4,14,1416,2,2314,1,1020,1,3,1,1000,1,500,1,500,2,
4,14,1416,2,2314,5,1120,2,,2,,2,,2,,,
4,14,1416,2,2314,6,1040,2,,2,,2,,2,,,
4,14,1416,2,2314,2,1120,1,3,1,100,1,500,1,500,2,
4,14,1416,2,2314,3,1040,1,3,1,100,1,500,1,500,2,
4,16,1601,2,954,2,1080,1,1,1,1000,2,,1,600,1,4000
4,16,1601,2,954,6,2191,1,,2,,1,600,1,600,1,4000
4,16,1601,2,954,4,1020,1,,2,,1,600,1,600,1,4000
4,16,1601,2,954,8,,1,,2,,1,600,1,600,1,4000
4,16,1601,2,954,7,,2,,2,,2,,2,,,
4,16,1601,2,954,3,2191,1,1,1,1000,2,,1,600,1,4000
4,16,1601,2,954,1,1020,1,3,1,1000,2,,1,600,1,4000
4,16,1601,2,954,5,1080,1,,2,,1,600,1,600,1,4000
4,16,1602,2,1576,3,1120,1,3,1,1500,2,,2,,,
4,16,1602,2,1576,8,,1,,2,,1,1500,2,,,
4,16,1602,2,1576,4,1020,1,,2,,1,1500,2,,,
4,16,1602,2,1576,7,,1,,2,,1,1500,2,,,
4,16,1602,2,1576,2,1080,1,3,1,1500,2,,2,,,
4,16,1602,2,1576,6,1120,1,,2,,1,1500,2,,,
4,16,1602,2,1576,5,1080,1,,2,,1,1500,2,,,
4,16,1602,2,1576,1,1020,1,3,1,1500,2,,2,,,
4,16,1603,2,158,1,1120,1,,2,,1,500,2,,,
4,16,1603,2,158,3,1080,1,,2,,1,500,2,,,
4,16,1603,2,158,5,1020,1,1,1,600,2,,1,600,1,10000
4,16,1603,2,158,7,,1,1,1,600,1,500,1,600,1,10000
4,16,1603,2,158,4,1120,1,1,1,600,2,,1,600,1,10000
4,16,1603,2,158,2,1020,1,,2,,1,500,2,,,
4,16,1603,2,158,8,,1,1,1,600,1,500,1,600,1,10000
4,16,1603,2,158,6,1080,1,1,1,600,2,,1,600,1,10000
4,16,1605,2,180,3,1080,1,3,1,1500,2,,2,,,
4,16,1605,2,180,2,1120,1,3,1,1500,2,,2,,,
4,16,1605,2,180,8,,1,3,1,1500,1,800,2,,,
4,16,1605,2,180,1,1020,1,3,1,1500,2,,2,,,
4,16,1605,2,180,7,,1,,2,,1,800,2,,,
4,16,1605,2,180,4,1020,1,3,1,1500,1,800,2,,,
4,16,1605,2,180,6,1080,1,3,1,1500,1,800,2,,,
4,16,1605,2,180,5,1120,1,3,1,1500,1,800,2,,,
4,16,1606,2,590,3,1080,1,3,1,1000,1,1000,2,,,
4,16,1606,2,590,8,,1,,2,,1,1000,2,,,
4,16,1606,2,590,7,,1,3,1,600,1,1000,2,,,
4,16,1606,2,590,1,1120,1,3,1,1000,1,1000,2,,,
4,16,1606,2,590,6,1080,1,,2,,1,1000,2,,,
4,16,1606,2,590,2,1020,1,3,1,1000,1,1000,2,,,
4,16,1606,2,590,5,1020,1,3,1,1000,1,1000,2,,,
4,16,1606,2,590,4,1120,1,3,1,1000,1,1000,2,,,
4,16,1608,2,1104,3,1080,1,3,1,1500,2,,2,,,
4,16,1608,2,1104,4,1020,1,,2,,1,1000,2,,,
4,16,1608,2,1104,1,1020,1,3,1,1500,2,,2,,,
4,16,1608,2,1104,2,1120,1,3,1,1500,2,,2,,,
4,16,1608,2,1104,5,1120,1,,2,,1,1000,2,,,
4,16,1608,2,1104,6,1080,1,,2,,1,1000,2,,,
4,16,1608,2,1104,8,,1,,2,,1,1000,2,,,
4,16,1608,2,1104,7,,1,,2,,1,1000,2,,,
4,16,1609,2,738,2,1080,1,1,1,800,1,800,2,,,
4,16,1609,2,738,7,,1,1,1,800,1,800,2,,,
4,16,1609,2,738,1,1020,1,1,1,800,1,800,2,,,
4,16,1609,2,738,4,1020,1,1,1,800,1,800,2,,,
4,16,1609,2,738,6,1040,1,1,1,800,1,800,2,,,
4,16,1609,2,738,8,,1,1,1,800,1,800,2,,,
4,16,1609,2,738,5,1080,1,1,1,800,1,800,2,,,
4,16,1609,2,738,3,1040,1,1,1,800,1,800,2,,,
4,16,1610,2,1006,4,1020,1,,2,,1,600,2,,,
4,16,1610,2,1006,2,1120,1,3,1,700,2,,2,,,
4,16,1610,2,1006,3,1080,1,3,1,700,2,,2,,,
4,16,1610,2,1006,1,1020,1,3,1,700,2,,2,,,
4,16,1610,2,1006,6,1080,1,,2,,1,600,2,,,
4,16,1610,2,1006,7,,1,,2,,1,600,2,,,
4,16,1610,2,1006,5,1120,1,,2,,1,600,2,,,
4,16,1610,2,1006,8,,1,,2,,1,600,2,,,
4,16,1612,2,108,3,1080,1,1,1,1000,2,,2,,,
4,16,1612,2,108,4,1120,1,,2,,1,500,2,,,
4,16,1612,2,108,8,,1,,2,,1,500,2,,,
4,16,1612,2,108,1,1020,1,1,1,1000,2,,2,,,
4,16,1612,2,108,7,,1,,2,,1,500,2,,,
4,16,1612,2,108,5,1020,1,,2,,1,500,2,,,
4,16,1612,2,108,2,1120,1,1,1,1000,2,,2,,,
4,16,1612,2,108,6,1080,1,,2,,1,500,2,,,
4,16,1612,2,414,7,,1,,2,,1,700,2,,,
4,16,1612,2,414,6,1080,1,,2,,1,700,2,,,
4,16,1612,2,414,1,1020,1,3,1,1000,2,,2,,,
4,16,1612,2,414,2,1120,1,3,1,1000,2,,2,,,
4,16,1612,2,414,5,1120,1,,2,,1,700,2,,,
4,16,1612,2,414,3,1080,1,3,1,1000,2,,2,,,
4,16,1612,2,414,4,1020,1,,2,,1,700,2,,,
4,16,1612,2,414,8,,1,,2,,1,700,2,,,
4,16,1613,2,440,5,1020,1,1,1,1500,1,1500,2,,,
4,16,1613,2,440,1,1020,1,1,1,1500,1,1500,2,,,
4,16,1613,2,440,7,,1,1,1,1500,1,1500,2,,,
4,16,1613,2,440,2,1120,1,1,1,1500,1,1500,2,,,
4,16,1613,2,440,4,1123,1,1,1,1500,1,1500,2,,,
4,16,1613,2,440,3,1080,1,1,1,1500,1,1500,2,,,
4,16,1613,2,440,8,,1,1,1,1500,1,1500,2,,,
4,16,1613,2,440,6,1120,1,1,1,1500,1,1500,2,,,
4,16,1616,2,296,4,1020,1,,2,,1,700,1,500,1,3000
4,16,1616,2,296,3,1080,1,1,1,1000,2,,1,500,1,3000
4,16,1616,2,296,5,1120,1,,2,,1,700,1,500,1,3000
4,16,1616,2,296,1,1020,1,1,1,1000,2,,1,500,1,300
4,16,1616,2,296,8,,1,,2,,1,700,1,500,1,3000
4,16,1616,2,296,7,,1,,2,,1,700,1,500,1,3000
4,16,1616,2,296,6,1080,1,,2,,1,700,1,500,1,3000
4,16,1616,2,296,2,1120,1,1,1,1000,2,,1,500,1,3000
4,16,1618,2,1060,4,1080,1,3,1,700,1,700,1,400,1,30000
4,16,1618,2,1060,2,1020,1,3,1,700,1,700,1,400,1,30000
4,16,1618,2,1060,7,,1,,2,,1,700,1,400,1,30000
4,16,1618,2,1060,8,,1,3,1,700,1,700,1,400,1,30000
4,16,1618,2,1060,1,1120,1,3,1,700,1,700,1,400,1,30000
4,16,1618,2,1060,5,1120,1,3,1,700,1,700,1,400,1,30000
4,16,1618,2,1060,6,1020,1,3,1,700,1,700,1,400,1,30000
4,16,1618,2,1060,3,1080,1,3,1,700,1,700,1,400,1,30000
4,16,1620,2,106,2,1020,1,3,1,1000,1,700,1,500,1,10000
4,16,1620,2,106,5,1120,1,1,1,1500,1,700,1,500,1,10000
4,16,1620,2,106,4,1080,1,3,1,1500,1,700,1,500,1,10000
4,16,1620,2,106,3,1080,1,3,1,1000,1,700,1,500,1,8000
4,16,1620,2,106,1,1020,1,1,1,1500,1,700,1,500,1,10000
4,16,1620,2,106,6,1120,1,3,1,1500,1,700,1,500,1,10000
4,16,1624,1,136,5,1080,1,,2,,1,1000,2,,,
4,16,1624,1,136,6,1120,1,3,1,1000,2,,2,,,
4,16,1624,1,136,7,,1,,2,,1,800,2,,,
4,16,1624,1,136,1,1020,1,3,1,1000,1,1000,2,,,
4,16,1624,1,136,4,1020,1,,2,,1,1000,2,,,
4,16,1624,1,136,3,1120,1,3,1,1000,1,1000,2,,,
4,16,1624,1,136,2,1080,1,3,1,1000,1,1000,2,,,
4,16,1624,1,136,8,,1,,2,,1,1000,2,,,
4,16,1624,1,286,1,1020,1,1,1,1500,1,1000,2,,,
4,16,1624,1,286,8,,1,,2,,2,,2,,,
4,16,1624,1,286,3,1120,1,1,1,1500,1,1000,2,,,
4,16,1624,1,286,2,1080,1,1,1,1500,1,1000,2,,,
4,16,1624,1,286,6,1120,1,1,1,1500,2,,2,,,
4,16,1624,1,286,7,,1,,2,,1,1000,2,,,
4,16,1624,1,286,4,1020,1,,2,,1,1000,2,,,
4,16,1624,1,286,5,1080,1,,2,,1,1000,2,,,
4,16,1625,2,1210,8,,1,,2,,1,1500,2,,,
4,16,1625,2,1210,5,1080,2,,2,,2,,2,,,
4,16,1625,2,1210,2,1080,1,3,1,2000,1,1500,2,,,
4,16,1625,2,1210,4,1020,1,3,1,2000,1,1500,2,,,
4,16,1625,2,1210,7,,1,,2,,1,1500,2,,,
4,16,1625,2,1210,1,1020,1,3,1,2000,1,1500,2,,,
4,16,1625,2,1210,3,2191,1,,2,,1,1500,2,,,
4,16,1625,2,1210,6,2191,2,,2,,2,,2,,,
4,16,1626,2,1546,3,1080,1,3,1,1500,2,,2,,,
4,16,1626,2,1546,2,1120,1,3,1,1500,2,,2,,,
4,16,1626,2,1546,8,,1,,2,,2,,2,,,
4,16,1626,2,1546,1,1020,1,3,1,1500,2,,2,,,
4,16,1626,2,1546,7,,1,,2,,2,,2,,,
4,16,1626,2,1546,4,1020,1,,2,,1,1000,2,,,
4,16,1626,2,1546,5,1120,1,,2,,1,1000,2,,,
4,16,1626,2,1546,6,1080,1,,2,,1,1000,2,,,
5,3,301,1,1198,2,1080,1,3,1,1500,2,,2,,1,4000
5,3,301,1,1198,3,1120,1,3,1,1500,2,,2,,1,4000
5,3,301,1,1198,8,,1,3,1,1500,1,1000,2,,,3500
5,3,301,1,1198,6,1120,1,3,1,1500,1,1000,2,,,3500
5,3,301,1,1198,7,,2,,,,,,,,,
5,3,301,1,1198,5,1080,1,3,1,1500,1,1000,2,,,3500
5,3,301,1,1198,1,1020,1,3,1,1500,2,,2,,1,4000
5,3,301,1,1198,4,1020,1,3,1,1500,1,1000,2,,,3500
5,3,305,2,4,8,,1,,2,,1,500,2,,1,4000
5,3,305,2,4,4,1020,1,3,1,500,1,500,2,,1,4000
5,3,305,2,4,2,1120,1,3,1,500,1,500,2,,1,4000
5,3,305,2,4,1,1020,1,3,1,500,1,500,2,,1,4000
5,3,305,2,4,6,1080,1,3,1,500,1,500,2,,1,4000
5,3,305,2,4,7,,2,,2,,2,,2,,,
5,3,305,2,4,5,1120,1,3,1,500,1,500,2,,1,4000
5,3,305,2,4,3,1080,1,3,1,500,1,500,2,,1,4000
5,3,305,2,1542,2,1080,1,3,1,800,2,,2,,,
5,3,305,2,1542,7,,1,,2,,1,800,2,,,
5,3,305,2,1542,1,1020,1,3,1,800,2,,2,,,
5,3,305,2,1542,4,1020,1,3,1,800,1,,2,,,
5,3,305,2,1542,6,,2,,,,,,,,,
5,3,305,2,1542,5,1080,1,3,1,800,1,,2,,,
5,3,305,2,1542,3,1120,1,3,1,800,2,,2,,,
5,3,307,1,634,5,1120,1,3,1,1000,2,,1,800,1,2500
5,3,307,1,634,3,1080,1,3,1,1500,1,1500,1,1000,1,5000
5,3,307,1,634,1,1020,1,3,1,1500,1,1500,1,1000,1,5000
5,3,307,1,634,6,1080,2,,,,,,,,,
5,3,307,1,634,4,1020,2,,,,,,,,,
5,3,307,1,634,2,1120,1,3,1,1500,1,1500,1,1000,1,5000
5,3,309,2,478,1,1080,1,3,1,1000,1,1000,1,1000,1,1000
5,3,309,2,478,2,1020,1,3,1,1000,1,1000,1,1000,1,1000
5,3,309,2,478,5,1020,1,3,1,500,1,500,2,,,
5,3,309,2,478,4,1080,2,,,,2,,,,,
5,3,309,2,478,8,,1,3,1,800,1,800,2,,,
5,3,309,2,478,6,1120,1,3,1,500,2,,2,,,
5,3,309,2,478,7,,2,,2,,2,,2,,,
5,3,309,2,478,3,1120,1,3,1,1000,1,1000,1,1000,1,1000
5,3,312,2,20,3,1120,1,3,1,500,1,500,1,300,1,2500
5,3,312,2,20,5,1080,1,3,1,500,1,500,1,300,1,2500
5,3,312,2,20,2,1080,1,3,1,500,1,500,1,300,1,2500
5,3,312,2,20,1,1020,1,3,1,500,1,500,1,300,1,2500
5,3,312,2,20,8,,1,3,1,500,1,500,2,,1,2500
5,3,312,2,20,4,1020,1,3,1,500,1,500,1,300,1,2500
5,3,312,2,20,6,1120,1,3,1,500,1,500,1,300,1,2500
5,3,312,2,20,7,,2,,,,,,,,,
5,3,313,2,70,4,1020,1,3,1,500,1,500,1,500,1,
5,3,313,2,70,1,1020,1,3,1,500,1,500,1,500,1,
5,3,313,2,70,7,,2,,,,,,,,,
5,3,313,2,70,2,1120,1,3,1,500,1,500,1,500,1,
5,3,313,2,70,5,1120,1,3,1,500,1,500,1,500,1,
5,3,313,2,70,6,1080,1,3,1,500,1,500,1,500,1,
5,3,313,2,70,8,,1,3,1,500,1,500,1,500,1,
5,3,313,2,70,3,1080,1,3,1,500,1,500,1,500,1,
5,3,316,2,874,3,1080,1,3,1,1000,,,,,,
5,3,316,2,874,8,,1,,2,,1,1000,2,,,
5,3,316,2,874,1,1020,1,3,1,1000,1,1000,2,,,
5,3,316,2,874,7,,1,3,1,500,1,500,2,,,
5,3,316,2,874,2,1120,1,3,1,1000,,,,,,
5,3,318,2,1136,1,1020,1,3,1,1000,1,1000,1,1000,1,5000
5,3,318,2,1136,4,1020,1,3,1,1000,1,1000,1,1000,1,5000
5,3,318,2,1136,6,1080,1,3,1,1000,1,1000,1,1000,1,5000
5,3,318,2,1136,3,1080,1,3,1,1000,1,1000,1,1000,1,5000
5,3,318,2,1136,5,1120,1,3,1,1000,1,1000,1,1000,1,5000
5,3,318,2,1136,2,1120,1,3,1,1000,1,1000,1,1000,1,5000
5,3,321,2,364,1,1020,1,3,1,2000,1,2000,2,,,
5,3,321,2,364,3,1120,1,3,1,2000,1,2000,2,,,
5,3,321,2,364,6,1120,1,3,1,1500,1,1500,2,,,
5,3,321,2,364,5,1080,1,3,1,1500,1,1500,2,,,
5,3,321,2,364,8,,1,3,1,1500,1,1500,2,,,
5,3,321,2,364,4,1020,1,3,1,1500,1,1500,2,,,
5,3,321,2,364,7,,1,3,1,800,1,800,2,,,
5,3,321,2,364,2,1080,1,3,1,2000,1,2000,2,,,
5,3,323,2,580,6,1120,1,3,1,500,1,500,1,500,1,
5,3,323,2,580,4,1020,1,3,1,500,1,500,1,500,1,
5,3,323,2,580,3,1120,1,3,1,500,1,500,1,500,1,
5,3,323,2,580,5,1080,1,3,1,500,1,500,1,500,1,
5,3,323,2,580,2,1080,1,3,1,500,1,500,1,500,1,
5,3,323,2,580,1,1020,1,3,1,500,1,500,1,500,1,
5,3,326,2,74,3,1120,1,3,1,700,1,700,2,,2,4000
5,3,326,2,74,1,1020,1,3,1,700,1,700,2,,2,4000
5,3,326,2,74,2,1080,1,3,1,700,1,700,2,,2,4000
5,3,326,2,74,5,1080,1,3,1,700,1,,2,,2,4000
5,3,326,2,74,4,1020,1,3,1,700,1,,2,,2,
5,3,326,2,74,6,1120,1,3,1,700,1,,2,,2,4000
5,3,329,2,696,3,1120,1,3,1,2000,2,,2,,,
5,3,329,2,696,1,1020,1,3,1,2000,1,2000,2,,,
5,3,329,2,696,5,1080,1,3,1,1500,1,2000,2,,,
5,3,329,2,696,6,1120,1,3,1,2000,1,2000,2,,,
5,3,329,2,696,4,1020,1,3,1,2000,1,2000,2,,,
5,3,329,2,696,2,1080,1,3,1,2000,1,2000,2,,,
5,3,331,1,516,1,1020,1,3,1,1000,2,,2,,,
5,3,331,1,516,8,,1,,2,,1,800,2,,,
5,3,331,1,516,2,1120,1,3,1,1000,2,,2,,,
5,6,602,2,1356,7,,2,,2,,2,,2,,,
5,6,602,2,1356,1,1020,1,1,1,1000,1,700,1,500,1,15000
5,6,602,2,1356,3,1040,1,1,1,1000,1,700,1,500,1,15000
5,6,602,2,1356,4,1020,1,1,1,800,1,600,2,,,
5,6,602,2,1356,8,,1,1,1,700,1,500,2,,,
5,6,602,2,1356,5,2170,1,1,1,800,1,600,2,,,
5,6,602,2,1356,6,1040,1,1,1,800,1,600,2,,,
5,6,602,2,1356,2,2170,1,1,1,1000,1,700,1,500,1,15000
5,6,605,2,162,4,1020,1,,2,,1,1500,2,,,
5,6,605,2,162,7,,2,,2,,2,,2,,,
5,6,605,2,162,1,1020,1,1,1,2000,1,1500,2,,,
5,6,605,2,162,3,1040,1,1,1,2000,1,1500,2,,,
5,6,605,2,162,6,1040,1,,2,,1,1500,2,,,
5,6,605,2,162,5,2170,1,,2,,1,1500,2,,,
5,6,605,2,162,2,2170,1,1,1,2000,1,1500,2,,,
5,6,605,2,162,8,,1,1,1,2000,1,1500,2,,,
5,6,606,2,1372,8,,1,1,1,600,2,,2,,,
5,6,606,2,1372,4,1020,1,1,1,1500,1,1500,2,,,
5,6,606,2,1372,2,2170,1,1,1,1500,1,1500,2,,,
5,6,606,2,1372,7,,2,,2,,2,,2,,,
5,6,606,2,1372,3,1040,1,1,1,1500,1,1500,2,,,
5,6,606,2,1372,5,2170,1,1,1,1500,1,1500,2,,,
5,6,606,2,1372,1,1020,1,1,1,1500,1,1500,2,,,
5,6,606,2,1372,6,1040,1,1,1,1500,1,1500,2,,,
5,6,607,2,1892,3,2170,1,1,1,1500,1,1200,2,,,
5,6,607,2,1892,5,1040,1,1,1,1500,1,1200,2,,,
5,6,607,2,1892,4,1020,1,1,1,1500,1,1200,2,,,
5,6,607,2,1892,2,1040,1,1,1,1500,1,1200,2,,,
5,6,607,2,1892,7,,2,,2,,2,,2,,,
5,6,607,2,1892,1,1020,1,1,1,1500,1,1200,2,,,
5,6,607,2,1892,8,,1,1,1,800,1,800,2,,,
5,6,607,2,1892,6,2170,1,1,1,1500,1,1200,2,,,
5,6,608,2,748,8,,1,1,1,1500,1,1000,2,,,
5,6,608,2,748,2,2170,1,1,1,1500,1,1000,2,,,
5,6,608,2,748,3,1040,1,1,1,1500,1,1000,2,,,
5,6,608,2,748,7,,2,,2,,2,,2,,,
5,6,608,2,748,5,2170,1,1,1,1500,1,1000,2,,,
5,6,608,2,748,4,1020,1,1,1,1500,1,1000,2,,,
5,6,608,2,748,1,1020,1,1,1,1500,1,1000,2,,,
5,6,608,2,748,6,1040,1,1,1,1500,1,1000,2,,,
5,9,901,2,398,1,1020,1,1,1,500,1,500,2,,,
5,9,901,2,398,2,1120,1,1,1,500,1,500,2,,,
5,9,903,2,48,1,1020,1,1,1,500,1,500,2,,,
5,9,905,2,978,1,1020,1,1,1,500,1,300,1,300,,
5,9,905,2,978,3,1060,1,1,1,500,1,300,1,300,,
5,9,905,2,978,2,1120,1,1,1,500,1,300,1,300,,
5,9,907,2,1446,1,1020,1,1,1,250,1,250,2,,,
5,9,907,2,1446,2,1120,1,1,1,250,1,250,2,,,
5,9,908,1,278,2,1120,1,1,1,1000,2,,2,,,
5,9,908,1,278,1,1020,1,1,1,600,2,,2,,,
5,9,910,2,200,4,1020,1,1,1,500,2,,2,,,
5,9,910,2,200,2,1120,1,1,1,500,2,,2,,,
5,9,910,2,200,1,1020,1,1,1,500,2,,2,,,
5,9,910,2,200,5,1120,1,1,1,500,2,,2,,,
5,9,912,2,102,2,1120,1,1,1,300,2,,1,150,2,
5,9,912,2,102,1,1020,1,1,1,300,2,,1,150,2,
5,9,913,2,2266,4,1020,1,1,1,1000,2,,,,,
5,9,913,2,2266,3,,,,,,,,,,,
5,9,913,2,2266,5,1120,1,1,1,1000,2,,,,,
5,9,913,2,2266,2,1120,1,,2,,1,1000,2,,,
5,9,913,2,2266,1,1020,1,,2,,1,1000,2,,,
5,9,914,2,1746,1,1020,1,1,1,300,1,300,1,300,,
5,9,914,2,1746,2,1120,1,1,1,300,1,300,1,300,,
5,9,915,1,1390,1,1020,1,1,1,400,2,,2,,,
5,9,915,1,1390,2,1120,1,1,1,400,2,,2,,,
5,9,916,2,1068,5,1120,1,1,1,1000,2,,1,1000,,
5,9,916,2,1068,4,1020,1,1,1,1000,2,,1,1000,,
5,9,916,2,1068,1,1020,1,1,1,700,2,,1,700,,
5,9,916,2,1068,2,1120,1,1,1,700,2,,1,700,,
5,9,918,2,834,1,1020,1,2,1,300,1,300,2,,,
5,9,918,2,834,2,1120,1,2,1,300,1,300,2,,,
5,10,1001,2,172,3,1121,1,3,1,1000,1,1000,1,1000,2,
5,10,1001,2,172,2,1080,1,3,1,1000,1,1000,1,1000,2,
5,10,1001,2,172,4,1121,1,3,1,2000,2,,2,,,
5,10,1001,2,172,1,1020,1,3,1,1000,1,1000,1,1000,2,
5,10,1005,1,662,2,1061,1,3,1,700,1,500,1,300,2,
5,10,1005,1,662,1,1020,1,3,1,700,1,500,1,300,2,
5,10,1005,1,662,3,2120,1,3,1,700,1,500,1,300,2,
5,10,1005,2,1374,4,1121,1,3,1,1000,1,1000,2,,,
5,10,1005,2,1374,2,1020,1,3,1,1000,1,1000,2,,,
5,10,1005,2,1374,3,1121,1,3,1,100,1,1000,2,,,
5,10,1005,2,1374,6,2120,1,3,1,1000,1,1000,2,,,
5,10,1005,2,1374,5,2120,1,3,1,1000,1,1000,2,,,
5,10,1005,2,1374,1,1020,1,3,1,1000,1,1000,2,,,
5,10,1007,1,1166,1,1121,1,3,1,700,2,,1,700,2,
5,10,1007,1,1166,3,1080,1,3,1,700,2,,1,700,2,
5,10,1007,1,1166,2,1020,1,3,1,700,2,,1,700,2,
5,10,1007,1,1166,6,1080,1,3,1,700,1,700,1,700,2,
5,10,1007,1,1166,7,,1,3,1,700,1,700,1,700,2,
5,10,1007,1,1166,4,1121,1,3,1,700,2,,1,700,2,
5,10,1007,1,1166,5,1020,1,,2,,1,700,1,700,2,
5,10,1007,1,1166,8,,1,3,1,700,1,700,1,700,2,
5,10,1008,2,1314,5,1020,1,3,1,1200,1,800,1,400,2,
5,10,1008,2,1314,6,1080,1,1,1,1200,1,800,1,400,2,
5,10,1008,2,1314,4,1121,1,3,1,1200,1,800,1,400,2,
5,10,1008,2,1314,2,1020,1,3,1,800,2,,1,400,2,
5,10,1008,2,1314,3,1080,1,3,1,800,2,,1,400,2,
5,10,1008,2,1314,7,,1,1,1,1500,2,,2,,,
5,10,1008,2,1314,1,1121,1,3,1,800,2,,1,400,2,
5,10,1008,2,1718,2,1020,1,1,1,1200,2,,2,,,
5,10,1008,2,1718,3,1080,1,1,1,1200,2,,2,,,
5,10,1008,2,1718,7,,1,1,1,1200,2,,2,,,
5,10,1008,2,1718,1,1121,1,1,1,1200,2,,2,,,
5,10,1008,2,1718,5,1020,1,1,1,1200,1,1200,2,,,
5,10,1008,2,1718,6,1080,1,1,1,1200,1,1200,2,,,
5,10,1008,2,1718,8,,1,1,1,1200,1,1200,2,,,
