"zone","state","lga","sector","ea","activity_cd","sc3bq2c","sc3bq3","sc3bq4","sc3bq5","sc3bq6","sc3bq7","sc3bq8","sc3bq9","sc3bq10","sc3bq11","sc3bq12"
3,19,1905,2,1290,8,,1,1,1,500,1,200,1,150,2,1000
3,19,1905,2,1290,3,1100,1,1,1,500,2,,2,,1,1000
3,19,1905,2,1290,4,1070,1,1,1,500,1,200,1,150,2,1000
3,19,1908,2,284,7,,1,,1,400,2,,1,100,1,400
3,19,1908,2,284,4,1070,1,1,1,400,2,,1,100,1,500
3,19,1908,2,284,2,1100,1,1,1,400,2,,1,100,1,500
3,19,1908,2,284,6,1010,1,1,1,400,2,,1,100,1,500
3,19,1908,2,284,3,1010,1,1,1,400,2,,1,100,1,500
3,19,1908,2,284,5,1100,1,1,1,400,2,,1,100,1,500
3,19,1908,2,284,8,,1,,1,400,2,,1,100,1,400
3,19,1908,2,284,1,1070,1,1,1,400,2,,1,100,1,500
3,19,1910,2,808,3,1010,1,1,1,400,2,,1,200,2,1000
3,19,1910,2,808,8,,1,1,1,400,2,,1,200,2,150
3,19,1910,2,808,5,1100,1,1,1,400,2,,1,200,2,500
3,19,1910,2,808,7,,1,1,1,400,2,,1,200,2,150
3,19,1910,2,808,4,1070,1,1,1,400,2,,1,200,2,500
3,19,1910,2,808,6,1010,1,1,1,400,2,,1,200,2,500
3,19,1910,2,808,1,1070,1,1,1,400,2,,1,200,2,1000
3,19,1910,2,808,2,1100,1,1,1,400,2,,1,200,2,1000
3,19,1914,2,934,2,1080,1,1,1,300,2,,2,,,
3,19,1914,2,934,1,1100,1,1,1,300,2,,2,,,
3,19,1914,2,934,4,1080,1,1,1,150,2,,2,,,
3,19,1914,2,934,6,1110,1,1,1,150,2,,2,,,
3,19,1914,2,934,5,1100,1,1,1,150,2,,2,,,
3,19,1914,2,934,3,1110,1,1,1,300,2,,2,,,
3,19,1916,2,1516,7,,1,1,1,300,2,,1,150,2,
3,19,1916,2,1516,5,1060,1,1,1,300,2,,1,150,2,
3,19,1916,2,1516,6,1100,1,1,1,300,2,,1,150,2,
3,19,1916,2,1516,3,1060,1,1,1,300,2,,1,150,2,
3,19,1916,2,1516,2,1070,1,1,1,300,2,,1,150,2,
3,19,1916,2,1516,4,1070,1,1,1,300,2,,1,150,2,
3,19,1916,2,1516,8,,1,1,1,300,2,,1,150,2,
3,19,1916,2,1516,1,1100,1,1,1,300,2,,1,150,2,
3,19,1919,2,366,6,1050,1,1,1,500,2,,1,200,2,
3,19,1919,2,366,4,1080,1,1,1,600,2,,1,300,2,
3,19,1919,2,366,3,1050,1,1,1,500,2,,1,200,2,
3,19,1919,2,366,2,1070,1,1,1,500,2,,1,200,2,
3,19,1919,2,366,5,1070,1,1,1,600,2,,1,300,2,
3,19,1919,2,366,1,1080,1,1,1,500,2,,1,200,1,5000000
3,19,1925,1,2858,5,1110,1,1,1,500,2,,1,200,2,
3,19,1925,1,2858,2,1100,1,1,1,400,2,,1,100,2,
3,19,1925,1,2858,6,1061,1,1,1,400,2,,1,100,2,
3,19,1925,1,2858,1,1070,1,1,1,200,2,,1,150,2,
3,19,1925,1,2858,3,1080,1,1,1,400,2,,1,100,2,
3,19,1925,1,2858,4,1010,1,1,1,400,2,,1,100,2,
3,19,1925,2,3394,6,1070,1,1,1,500,2,,1,250,2,
3,19,1925,2,3394,2,1100,1,1,1,500,2,,1,300,2,
3,19,1925,2,3394,1,1080,1,1,1,500,2,,1,300,2,
3,19,1925,2,3394,4,1080,1,1,1,500,2,,1,300,2,
3,19,1925,2,3394,5,1100,1,1,1,500,2,,1,250,2,
3,19,1925,2,3394,8,,1,1,1,500,2,,1,250,2,
3,19,1925,2,3394,7,,1,1,1,500,2,,1,250,2,
3,19,1925,2,3394,3,1070,1,1,1,500,2,,1,300,2,
3,19,1928,2,526,3,2180,1,1,1,400,2,,1,200,2,
3,19,1928,2,526,4,1070,1,1,1,400,2,,1,200,2,
3,19,1928,2,526,5,1100,1,1,1,400,2,,1,200,2,
3,19,1928,2,526,2,1100,1,1,1,400,2,,1,200,2,
3,19,1928,2,526,1,1070,1,1,1,400,2,,1,200,2,
3,19,1928,2,526,6,2180,1,1,1,400,2,,1,200,2,
3,19,1932,2,562,3,1010,1,1,1,400,2,,1,200,2,
3,19,1932,2,562,2,1070,1,1,1,400,2,,1,200,2,
3,19,1932,2,562,6,1010,1,1,1,400,2,,1,200,2,
3,19,1932,2,562,4,1080,1,1,1,400,2,,1,200,2,
3,19,1932,2,562,1,1080,1,1,1,400,2,,1,200,2,
3,19,1932,2,562,5,1070,1,1,1,400,2,,1,200,2,
3,19,1934,2,386,2,1080,1,1,1,500,2,,1,250,2,500
3,19,1934,2,386,5,1010,1,1,1,500,2,,1,250,2,500
3,19,1934,2,386,4,1100,1,1,1,500,2,,1,250,2,500
3,19,1934,2,386,3,1110,1,1,1,500,2,,1,250,2,500
3,19,1934,2,386,1,1070,1,1,1,500,2,,1,250,2,500
3,19,1934,2,386,6,2220,1,1,1,500,2,,1,250,2,500
3,19,1936,2,1994,5,1070,1,3,1,300,2,,1,100,2,
3,19,1936,2,1994,1,1100,1,3,1,300,2,,1,100,1,700
3,19,1936,2,1994,2,1070,1,3,1,300,2,,1,100,2,
3,19,1936,2,1994,3,1110,1,3,1,300,2,,1,100,2,
3,19,1936,2,1994,4,1100,1,3,1,300,2,,1,100,2,
3,19,1937,2,432,1,1100,1,3,1,200,2,,1,150,1,1000
3,19,1937,2,432,4,1070,1,3,1,150,2,,1,100,1,1000
3,19,1937,2,432,3,1110,1,3,1,200,2,,1,150,1,1000
3,19,1937,2,432,2,1070,1,3,1,200,2,,1,150,1,1000
3,19,1937,2,432,6,1110,1,2,1,150,2,,1,150,1,1000
3,19,1937,2,432,5,1100,1,3,1,150,2,,1,100,1,1000
3,19,1941,2,518,3,1100,1,1,1,1500,2,,1,1000,1,1500
3,19,1941,2,518,6,1100,1,1,1,1000,2,,1,500,1,1000
3,19,1941,2,518,2,1080,1,1,1,1500,2,,1,1000,1,1500
3,19,1941,2,518,1,1070,1,1,1,1500,2,,1,1000,1,1500
3,19,1941,2,518,5,1080,1,1,1,1000,2,,1,500,1,1000
3,19,1941,2,518,4,1070,1,1,1,1000,2,,1,500,1,1000
3,19,1943,2,668,1,1080,1,1,1,350,2,,1,200,2,
3,19,1943,2,668,3,1070,1,1,1,350,2,,1,200,2,
3,19,1943,2,668,5,1070,1,1,1,300,2,,1,100,2,
3,19,1943,2,668,4,1080,1,1,1,350,2,,1,100,2,
3,19,1943,2,668,2,1100,1,1,1,350,2,,1,200,2,
3,19,1943,2,668,6,1100,1,1,1,300,2,,1,100,2,
3,20,2001,2,1354,3,1070,1,3,1,400,2,,2,,,
3,20,2001,2,1354,6,1070,1,3,1,100,1,100,1,100,1,780
3,20,2001,2,1354,5,2220,1,3,1,100,1,100,1,100,1,780
3,20,2001,2,1354,8,,1,3,1,400,2,,,,,
3,20,2001,2,1354,1,1080,1,3,1,400,2,,2,,,
3,20,2001,2,1354,4,1080,1,3,1,100,1,100,1,100,1,780
3,20,2001,2,1354,2,2220,1,3,1,400,2,,2,,,
3,20,2001,2,1354,7,,1,3,1,100,1,100,1,100,1,900
3,20,2003,2,784,6,1010,1,2,1,350,2,,1,200,2,
3,20,2003,2,784,5,1080,1,,,,,,,,,
3,20,2003,2,784,1,1100,1,1,1,150,1,150,1,100,2,
3,20,2003,2,784,2,1080,1,1,1,150,1,150,1,100,2,
3,20,2003,2,784,3,1010,1,1,1,150,1,150,1,100,2,
3,20,2003,2,784,4,1100,1,1,1,200,1,200,1,100,2,
3,20,2005,2,970,1,1080,1,1,1,200,2,,1,100,2,
3,20,2005,2,970,6,1100,1,1,1,150,1,150,1,100,2,
3,20,2005,2,970,5,1070,1,1,1,150,1,150,1,100,2,
3,20,2005,2,970,3,1100,1,1,1,200,2,,1,100,2,
3,20,2005,2,970,2,1070,1,1,1,200,2,,1,100,2,
3,20,2005,2,970,4,1080,1,1,1,150,1,150,1,100,2,
3,20,2008,2,1474,8,,1,1,1,500,2,,1,,1,3000
3,20,2008,2,1474,4,1080,1,1,1,400,2,,1,,1,2500
3,20,2008,2,1474,2,1070,1,1,1,500,2,,1,,1,3000
3,20,2008,2,1474,1,1080,1,1,1,500,2,,1,,1,3000
3,20,2008,2,1474,7,,1,1,1,300,2,,1,,1,2000
3,20,2008,2,1474,5,1070,1,1,1,400,2,,1,,1,2500
3,20,2008,2,1474,3,1100,1,1,1,500,2,,1,,1,3000
3,20,2008,2,1474,6,1100,1,1,1,400,2,,1,,1,2000
3,20,2009,2,240,3,1110,1,1,1,800,1,400,1,300,1,2500
3,20,2009,2,240,2,1070,1,2,1,800,1,400,1,300,1,2500
3,20,2009,2,240,5,1070,1,1,1,500,1,300,2,,,
3,20,2009,2,240,4,1100,1,1,1,500,1,350,2,,,
3,20,2009,2,240,6,1110,1,2,1,500,1,300,2,,,
3,20,2009,2,240,7,,1,1,1,400,1,250,1,200,1,1500
3,20,2009,2,240,8,,1,1,1,700,2,,2,,,
3,20,2009,2,240,1,1100,1,1,1,800,1,400,1,300,1,2500
3,20,2012,1,844,7,,1,3,1,450,2,,2,,,
3,20,2012,1,844,8,,1,3,1,600,2,,2,,,
3,20,2012,1,844,6,1070,1,3,1,200,2,,2,,,
3,20,2012,1,844,3,1070,1,3,1,600,2,,2,,,
3,20,2012,1,844,4,1100,1,3,1,700,2,,2,,,
3,20,2012,1,844,5,1080,1,3,1,600,2,,2,,,
3,20,2012,1,844,1,1100,1,3,1,500,2,,2,,,
3,20,2012,1,844,2,1080,1,3,1,500,2,,2,,,
3,20,2013,2,1232,2,1100,1,1,1,500,2,,2,,,
3,20,2013,2,1232,4,1070,1,1,1,400,2,,2,,,
3,20,2013,2,1232,8,,1,1,1,700,2,,2,,,
3,20,2013,2,1232,3,1110,1,1,1,500,2,,2,,,
3,20,2013,2,1232,7,,1,1,1,500,2,,2,,,
3,20,2013,2,1232,6,1110,1,1,1,400,2,,2,,,
3,20,2013,2,1232,1,1070,1,1,1,500,2,,2,,,
3,20,2013,2,1232,5,1100,1,1,1,400,2,,2,,,
3,20,2015,2,1746,5,1070,1,1,1,150,1,150,1,80,2,
3,20,2015,2,1746,6,1080,1,1,1,150,1,150,1,80,2,
3,20,2015,2,1746,1,1100,1,3,1,250,2,,1,150,2,
3,20,2015,2,1746,4,1100,1,3,1,150,1,150,1,80,2,
3,20,2015,2,1746,2,1070,1,3,1,250,2,,1,150,2,
3,20,2015,2,1746,3,1080,1,3,1,250,2,,1,150,2,
3,20,2019,2,344,3,1010,1,3,1,600,2,,2,,,
3,20,2019,2,344,8,,1,3,1,1200,2,,1,200,2,
3,20,2019,2,344,2,1070,1,3,1,600,2,,2,,,
3,20,2019,2,344,5,1070,1,3,1,400,2,,1,200,2,
3,20,2019,2,344,6,1010,1,3,1,400,2,,2,,,
3,20,2019,2,344,7,,1,3,1,300,2,,1,200,2,
3,20,2019,2,344,4,1100,1,3,1,400,2,,1,200,2,
3,20,2019,2,344,1,1100,1,3,1,600,2,,2,,,
3,20,2021,1,3300,1,1070,1,3,1,500,2,,1,200,1,1000
3,20,2021,1,3300,6,1100,1,3,1,500,2,,1,300,1,1000
3,20,2021,1,3300,2,1070,1,3,1,500,2,,1,300,1,1500
3,20,2021,1,3300,3,1080,1,3,1,500,2,,1,200,1,1000
3,20,2021,1,3300,4,1080,1,3,1,500,2,,1,300,1,1000
3,20,2021,1,3300,5,1100,1,3,1,500,2,,1,200,1,1000
3,20,2022,2,1130,3,1080,1,3,1,300,2,,1,150,2,
3,20,2022,2,1130,5,1070,1,1,1,150,1,150,1,70,2,
3,20,2022,2,1130,6,1080,1,1,1,150,1,150,1,70,2,
3,20,2022,2,1130,4,1100,1,1,1,150,1,150,1,70,2,
3,20,2022,2,1130,2,1070,1,3,1,300,2,,1,150,2,
3,20,2022,2,1130,1,1100,1,3,1,300,2,,1,150,2,
3,20,2025,2,760,1,1080,1,3,1,1500,1,1300,2,,,
3,20,2025,2,760,3,1070,1,3,1,1500,1,1300,2,,,
3,20,2025,2,760,5,1050,1,3,1,1200,1,1000,2,,,
3,20,2025,2,760,7,,1,3,1,1000,1,1000,2,,,
3,20,2025,2,760,6,1070,1,3,1,1200,1,1000,2,,,
3,20,2025,2,760,8,,1,3,1,1300,1,1100,2,,,
3,20,2025,2,760,2,1050,1,3,1,1500,1,1300,2,,,
3,20,2025,2,760,4,1080,1,3,1,1200,1,1000,2,,,
3,20,2025,2,1304,3,1080,1,3,1,2000,2,,2,,,
3,20,2025,2,1304,2,1100,1,3,1,2000,2,,2,,,
3,20,2025,2,1304,1,1070,1,3,1,2000,2,,2,,,
3,20,2025,2,1304,4,1070,1,3,1,1500,2,,2,,,
3,20,2025,2,1304,6,1080,1,3,1,1500,2,,2,,,
3,20,2025,2,1304,8,,1,3,1,2000,2,,2,,,
3,20,2025,2,1304,7,,1,3,1,1000,2,,2,,,
3,20,2025,2,1304,5,1100,1,3,1,1500,2,,2,,,
3,20,2028,2,498,2,1070,1,3,1,400,2,,2,,,
3,20,2028,2,498,3,1050,1,1,1,300,2,,2,,,
3,20,2028,2,498,6,1050,1,1,1,300,2,,1,200,1,5000
3,20,2028,2,498,7,,1,1,1,200,2,,1,200,1,5000
3,20,2028,2,498,5,1070,1,1,1,300,2,,1,200,1,5000
3,20,2028,2,498,4,1080,1,1,1,300,2,,1,250,1,5000
3,20,2028,2,498,1,1080,1,1,1,400,2,,2,,,
3,20,2028,2,498,8,,1,3,1,400,2,,2,,,
3,20,2030,2,1050,3,1080,1,1,1,200,2,,1,100,1,1000
3,20,2030,2,1050,4,1100,2,,,,,,,,,
3,20,2030,2,1050,5,1070,2,,,,,,,,,
3,20,2030,2,1050,2,1070,1,1,1,200,2,,1,100,1,1000
3,20,2030,2,1050,1,1100,1,1,1,200,2,,1,100,1,1000
3,20,2030,2,1050,6,1080,2,,,,,,,,,
3,20,2032,1,1390,2,1100,1,3,1,500,2,,1,250,2,
3,20,2032,1,1390,6,1070,1,3,1,200,1,200,1,100,2,
3,20,2032,1,1390,3,1070,1,3,1,500,2,,1,250,2,
3,20,2032,1,1390,5,1100,1,3,1,200,1,200,1,100,2,
3,20,2032,1,1390,1,1080,1,3,1,500,2,,1,250,2,
3,20,2032,1,1390,4,1080,1,3,1,200,1,200,1,100,2,
3,20,2032,2,1772,4,1100,1,1,1,150,1,,1,100,2,
3,20,2032,2,1772,2,1070,1,3,1,250,2,,1,100,2,
3,20,2032,2,1772,3,1080,1,3,1,250,2,,1,100,2,
3,20,2032,2,1772,6,1080,1,1,1,150,1,,1,100,2,
3,20,2032,2,1772,1,1100,1,3,1,250,2,,1,100,2,
3,20,2032,2,1772,5,1070,1,1,1,150,1,,1,100,2,
3,21,2102,2,1124,4,1100,2,,,,,,,,,
3,21,2102,2,1124,6,1070,2,,,,,,,,,
3,21,2102,2,1124,8,,1,3,1,400,1,200,1,100,1,2000
3,21,2102,2,1124,1,1100,1,3,1,300,2,,1,200,1,1500
3,21,2102,2,1124,3,1070,1,3,1,300,2,,1,200,1,1500
3,21,2102,2,1124,7,,1,1,1,300,2,,1,200,2,
3,21,2102,2,1124,5,2010,2,,,,,,,,,
3,21,2102,2,1124,2,2010,1,3,1,300,2,,1,200,1,1500
3,21,2106,2,236,2,,1,3,1,500,2,,1,250,2,
3,21,2106,2,236,4,1100,1,3,1,500,2,,1,250,2,
3,21,2106,2,236,1,,1,3,1,500,2,,1,250,1,7000
3,21,2106,2,236,5,1110,1,3,1,650,2,,2,,1,6000
3,21,2106,2,236,3,1100,1,3,1,400,2,,2,,1,4000
3,21,2106,2,236,7,2280,1,3,1,650,2,,2,,2,
3,21,2106,2,236,6,1110,1,3,1,650,2,,2,,2,
3,21,2106,2,236,8,2280,1,3,1,700,2,,2,,1,7000
3,21,2106,2,2822,4,1100,1,3,1,700,2,,2,,1,4000
3,21,2106,2,2822,3,1080,1,3,1,700,2,,2,,1,5000
3,21,2106,2,2822,1,1100,1,3,1,700,2,,2,,1,5000
3,21,2106,2,2822,2,1110,1,3,1,700,2,,2,,1,3000
3,21,2106,2,2822,6,1080,1,3,1,700,2,,2,,1,4000
3,21,2106,2,2822,7,,1,3,1,700,2,,2,,1,3000
3,21,2106,2,2822,8,,1,3,1,700,2,,2,,1,8000
3,21,2106,2,2822,5,1110,1,3,1,700,2,,2,,1,5000
3,21,2108,1,520,6,1110,1,3,1,800,2,,1,500,2,
3,21,2108,1,520,7,,1,3,1,500,2,,1,200,1,1500
3,21,2108,1,520,8,,1,3,1,700,2,,1,400,1,5000
3,21,2108,1,520,4,1100,1,3,1,500,1,400,1,200,2,
3,21,2108,1,520,2,1070,1,3,1,500,2,,1,200,1,2000
3,21,2108,1,520,1,1100,1,3,1,500,2,,1,200,1,2000
3,21,2108,1,520,5,1070,1,3,1,500,1,400,1,200,2,
3,21,2108,1,520,3,1110,1,3,1,700,2,,1,300,1,4000
3,21,2109,2,38,2,1070,1,3,1,500,2,,1,200,1,3000
3,21,2109,2,38,6,1080,1,3,1,400,2,,1,200,2,
3,21,2109,2,38,7,,2,,,,,,,,,
3,21,2109,2,38,5,1070,1,3,1,400,2,,1,200,2,
3,21,2109,2,38,4,1100,1,3,1,400,2,,1,200,2,
3,21,2109,2,38,3,1080,1,3,1,500,2,,1,200,1,3000
3,21,2109,2,38,1,1100,1,3,1,500,2,,1,200,1,3000
3,21,2109,2,38,8,,1,3,1,500,2,,1,250,1,6000
3,21,2111,2,180,7,,1,3,1,600,2,,1,400,1,1200
3,21,2111,2,180,8,,1,3,1,800,2,,1,500,1,6000
3,21,2111,2,180,4,1100,1,3,1,600,2,,1,400,1,1500
3,21,2111,2,180,1,1100,1,3,1,600,2,,1,400,1,2400
3,21,2111,2,180,2,1070,1,2,1,600,2,,1,400,1,2400
3,21,2111,2,180,6,1070,1,3,1,600,2,,1,400,1,1500
3,21,2111,2,180,5,1080,1,3,1,600,2,,1,400,1,1500
3,21,2111,2,180,3,1080,1,3,1,600,,,1,400,1,2400
3,21,2115,2,926,3,1110,2,,,,,,,,,
3,21,2115,2,926,2,1070,2,,,,,,,,,
3,21,2115,2,926,6,1110,2,,,,,,,,,
3,21,2115,2,926,5,1070,2,,,,,,,,,
3,21,2115,2,926,1,1100,2,,,,,,,,,
3,21,2115,2,926,4,1100,2,,,,,,,,,
3,21,2115,2,926,7,,1,3,1,500,2,,2,,1,4000
3,21,2117,2,554,2,1110,1,3,1,500,2,,1,250,1,2000
3,21,2117,2,554,8,,1,3,1,400,2,,1,300,1,3000
3,21,2117,2,554,5,1110,1,3,1,500,1,400,1,300,1,3000
3,21,2117,2,554,6,1070,1,3,1,400,2,,1,300,2,
3,21,2117,2,554,3,1070,1,3,1,400,2,,1,250,1,1500
3,21,2117,2,554,7,,1,3,1,400,2,,1,250,2,
3,21,2117,2,554,4,1100,1,3,1,400,2,,1,300,2,
3,21,2117,2,554,1,1100,1,3,1,400,2,,1,250,1,1500
3,21,2119,2,2146,2,1080,1,3,1,,2,,2,,1,2000
3,21,2119,2,2146,4,1070,1,3,1,,1,,1,,1,2500
3,21,2119,2,2146,7,,2,,,,,,,,,
3,21,2119,2,2146,1,1070,1,3,1,,2,,2,,1,2000
3,21,2119,2,2146,6,1060,1,3,1,,1,,1,,1,3000
3,21,2119,2,2146,8,,1,3,1,,1,,1,,1,7500
3,21,2119,2,2146,3,1060,1,3,1,,2,,2,,1,2000
3,21,2119,2,2146,5,1080,1,3,1,,1,,1,,1,2500
3,21,2119,2,3956,7,,2,,,,,,,,,
3,21,2119,2,3956,1,1070,2,,,,,,,,,
3,21,2119,2,3956,2,1080,2,,,,,,,,,
3,21,2119,2,3956,3,1010,2,,,,,,,,,
3,21,2119,2,3956,8,,1,3,1,1000,2,,1,1000,2,
3,21,2119,2,3956,4,1070,2,,,,,,,,,
3,21,2119,2,3956,6,1010,2,,,,,,,,,
3,21,2119,2,3956,5,1080,2,,,,,,,,,
3,33,3304,2,418,4,1010,2,,2,,2,,2,,2,
3,33,3304,2,418,1,1100,1,3,1,300,2,,1,200,2,
3,33,3304,2,418,2,1100,2,,2,,2,,2,,2,
3,33,3304,2,418,6,1070,2,,2,,2,,2,,2,
3,33,3304,2,418,5,1070,1,3,1,300,2,,1,200,2,
3,33,3304,2,418,3,1010,1,3,1,300,2,,1,200,2,
3,33,3307,2,688,2,1070,1,3,1,600,2,,2,,2,
3,33,3307,2,688,1,1100,1,3,1,600,2,,2,,2,
3,33,3307,2,688,4,1100,1,3,1,1000,2,,1,300,2,
3,33,3307,2,688,5,1070,1,3,1,1000,2,,1,300,2,
3,33,3307,2,688,7,,2,,2,,2,,2,,2,
3,33,3307,2,688,6,1010,1,3,1,1000,2,,1,300,2,
3,33,3307,2,688,3,1010,1,3,1,600,2,,2,,2,
3,33,3307,2,688,8,,1,3,1,600,2,,1,300,2,
3,33,3310,2,476,7,,1,,2,,2,,1,150,2,
3,33,3310,2,476,4,1100,1,3,1,300,2,,1,150,2,
3,33,3310,2,476,6,1110,1,3,1,300,2,,1,150,2,
3,33,3310,2,476,1,1100,1,3,1,500,2,,1,200,2,
3,33,3310,2,476,2,1070,1,3,1,500,2,,1,200,2,
3,33,3310,2,476,5,1070,1,3,1,300,2,,1,150,2,
3,33,3310,2,476,3,1110,1,3,1,500,2,,1,200,2,
3,33,3310,2,476,8,,1,3,1,500,2,,1,200,2,
3,33,3311,1,702,6,1010,1,3,1,300,2,,1,150,2,
3,33,3311,1,702,4,1100,1,3,1,300,2,,1,150,2,
3,33,3311,1,702,7,,1,1,1,250,2,,1,150,2,
3,33,3311,1,702,2,1070,1,3,1,500,2,,2,,2,
3,33,3311,1,702,3,1010,1,3,1,500,2,,2,,2,
3,33,3311,1,702,5,1070,1,3,1,300,2,,1,150,2,
3,33,3311,1,702,8,,1,3,1,500,2,,2,,2,
3,33,3311,1,702,1,1100,1,3,1,500,2,,2,,2,
3,33,3313,2,930,6,1010,1,3,1,400,2,,1,200,2,
3,33,3313,2,930,1,1100,1,3,1,500,2,,1,250,2,
3,33,3313,2,930,7,,2,,2,,2,,2,,2,
3,33,3313,2,930,3,1010,1,3,1,500,2,,1,250,2,
3,33,3313,2,930,5,1070,1,3,1,400,2,,1,200,2,
3,33,3313,2,930,2,1070,1,3,1,500,2,,1,250,2,
3,33,3313,2,930,8,,1,3,1,500,2,,1,250,2,
3,33,3313,2,930,4,1100,1,3,1,400,2,,1,250,2,
3,33,3318,2,30,1,1100,1,3,1,600,2,,2,,1,4000
3,33,3318,2,30,3,1010,1,3,1,600,2,,2,,1,4000
3,33,3318,2,30,7,,2,,2,,2,,2,,2,
3,33,3318,2,30,5,1070,2,,2,,2,,2,,2,
3,33,3318,2,30,8,,1,3,1,600,2,,2,,2,
3,33,3318,2,30,6,1010,2,,2,,2,,2,,2,
3,33,3318,2,30,4,1100,2,,2,,2,,2,,2,
3,33,3318,2,30,2,1070,1,3,1,600,2,,2,,1,4000
3,33,3321,1,1182,5,1070,1,1,1,350,2,,1,150,2,
3,33,3321,1,1182,4,1100,1,1,1,350,2,,1,150,2,
3,33,3321,1,1182,6,1010,1,1,1,350,2,,1,150,2,
3,33,3321,1,1182,3,1010,1,1,1,500,2,,2,,2,
3,33,3321,1,1182,1,1100,1,1,1,500,2,,2,,2,
3,33,3321,1,1182,7,,1,1,1,300,2,,1,100,2,
3,33,3321,1,1182,8,,1,1,1,600,2,,2,,2,
3,33,3321,1,1182,2,1070,1,1,1,500,2,,2,,2,
3,33,3323,2,92,4,1100,1,3,1,500,2,,1,200,2,
3,33,3323,2,92,2,1070,1,3,1,500,2,,1,250,2,
3,33,3323,2,92,5,1070,1,3,1,500,2,,1,200,2,
3,33,3323,2,92,3,1010,1,3,1,500,2,,1,250,2,
3,33,3323,2,92,1,1100,1,3,1,500,2,,1,250,2,
3,33,3323,2,92,6,1010,1,3,1,500,2,,1,200,2,
3,33,3323,2,92,7,,1,,2,,2,,1,300,2,
3,33,3323,2,92,8,,1,3,1,500,2,,1,250,2,
3,36,3601,2,1214,5,1100,1,3,1,250,2,,2,,2,
3,36,3601,2,1214,4,1070,1,3,1,250,2,,2,,2,
3,36,3601,2,1214,7,,1,3,1,200,2,,1,100,2,
3,36,3601,2,1214,3,1010,1,3,1,300,2,,2,,2,
3,36,3601,2,1214,8,,1,3,1,400,2,,2,,2,
3,36,3601,2,1214,1,1070,1,3,1,300,2,,2,,2,
3,36,3601,2,1214,2,1100,1,3,1,300,2,,2,,2,
3,36,3601,2,1214,6,1010,1,3,1,250,2,,2,,2,
3,36,3603,2,978,1,1100,1,1,1,250,2,,2,,2,
3,36,3603,2,978,3,1080,1,2,1,250,2,,2,,2,
3,36,3603,2,978,6,1080,1,3,1,250,2,,2,,2,
3,36,3603,2,978,7,,2,,2,,2,,2,,2,
3,36,3603,2,978,4,1100,1,2,1,250,2,,2,,2,
3,36,3603,2,978,5,1070,1,3,1,250,2,,2,,2,
3,36,3603,2,978,8,,1,3,1,250,2,,2,,2,
3,36,3603,2,978,2,1070,1,1,1,250,2,,2,,2,
3,36,3605,2,240,4,1070,1,1,1,400,2,,1,150,2,
3,36,3605,2,240,8,,1,1,1,500,2,,2,,2,
3,36,3605,2,240,2,1100,1,1,1,200,2,,2,,2,
3,36,3605,2,240,7,,1,1,1,300,2,,1,150,2,
3,36,3605,2,240,5,1100,1,1,1,400,2,,1,150,2,
3,36,3605,2,240,3,1010,1,1,1,200,2,,2,,2,
3,36,3605,2,240,1,1070,1,1,1,200,2,,2,,2,
3,36,3605,2,240,6,1010,1,1,1,400,2,,1,150,2,
3,36,3606,2,1956,3,1080,1,3,1,400,2,,2,,2,
3,36,3606,2,1956,1,1100,1,3,1,400,2,,2,,2,
3,36,3606,2,1956,8,,1,3,1,500,2,,2,,2,
3,36,3606,2,1956,6,1080,1,3,1,400,2,,2,,2,
3,36,3606,2,1956,5,1070,1,3,1,400,2,,2,,2,
3,36,3606,2,1956,4,1100,1,3,1,400,2,,2,,2,
3,36,3606,2,1956,7,,1,3,1,400,2,,2,,2,
3,36,3606,2,1956,2,1070,1,3,1,400,2,,2,,2,
3,36,3607,1,2596,6,1010,1,1,1,300,2,,1,150,1,500
3,36,3607,1,2596,3,1100,1,1,1,500,2,,2,,1,700
3,36,3607,1,2596,5,1080,1,2,1,300,2,,1,150,1,500
3,36,3607,1,2596,8,,1,2,1,500,2,,2,,1,1000
3,36,3607,1,2596,4,1100,1,2,1,600,2,,1,150,1,500
3,36,3607,1,2596,1,1080,1,1,1,500,2,,2,,1,700
3,36,3607,1,2596,2,1070,1,1,1,500,2,,2,,1,700
3,36,3607,1,2596,7,,1,1,1,300,2,,2,,1,400
3,36,3608,2,2078,7,,1,3,1,200,2,,2,,2,
3,36,3608,2,2078,8,,1,3,1,300,2,,2,,2,
3,36,3608,2,2078,1,1060,1,3,1,200,2,,2,,2,
3,36,3608,2,2078,3,1100,1,3,1,200,2,,2,,2,
3,36,3608,2,2078,2,1010,1,3,1,200,2,,2,,2,
3,36,3608,2,2078,4,1060,1,3,1,200,2,,2,,2,
3,36,3608,2,2078,6,1100,1,3,1,200,2,,2,,2,
3,36,3608,2,2078,5,1010,1,3,1,200,2,,2,,2,
3,36,3610,2,1826,6,1010,1,3,1,300,2,,2,,2,
3,36,3610,2,1826,2,1080,1,3,1,300,2,,2,,2,
3,36,3610,2,1826,3,1010,1,3,1,300,2,,2,,2,
3,36,3610,2,1826,1,1070,1,3,1,200,2,,2,,2,
3,36,3610,2,1826,8,,1,3,1,400,2,,2,,2,
3,36,3610,2,1826,4,1070,1,3,1,300,2,,2,,2,
3,36,3610,2,1826,7,,1,3,1,200,2,,2,,2,
