"zone","state","lga","sector","ea","cluster_id","serial_id","c1q2","c1q3","c1q4a","c1q4b","c1q4_os","c1q5","c1q6"
1,25,2504,2,222,"2504-222",1,1,38,1,,,38,411
1,25,2504,2,222,"2504-222",2,1,53,11,,"SECRETARY TO CHIEF OF PANDA",53,411
1,25,2504,2,222,"2504-222",3,1,41,5,,,41,422
1,25,2504,2,222,"2504-222",4,1,33,10,11,"VIGILANTY  OFFICER",33,26
1,25,2504,2,222,"2504-222",5,1,30,8,,,30,26
1,26,2602,2,118,"2602-118",1,1,56,1,,,56,411
1,26,2602,2,118,"2602-118",2,1,62,6,,,62,51
1,26,2602,2,118,"2602-118",3,1,58,8,,,58,51
1,26,2602,2,118,"2602-118",4,1,45,4,,,45,34
1,26,2602,2,118,"2602-118",5,1,51,9,,,51,51
1,26,2602,2,118,"2602-118",6,1,49,5,,,49,31
1,26,2602,2,118,"2602-118",7,1,47,3,,,47,26
1,26,2602,2,118,"2602-118",8,1,30,12,,,30,26
1,26,2602,2,118,"2602-118",9,2,40,2,,,40,16
1,26,2602,2,118,"2602-118",10,1,35,7,,,35,35
1,26,2603,1,450,"2603-450",1,1,65,1,,,65,26
1,26,2603,1,450,"2603-450",2,1,56,9,,,56,51
1,26,2603,1,450,"2603-450",3,1,59,8,,,59,26
1,26,2603,1,450,"2603-450",4,1,45,3,,,45,26
1,26,2603,1,450,"2603-450",5,1,54,4,,,54,34
1,26,2603,1,450,"2603-450",6,1,47,6,,,47,411
1,26,2603,1,450,"2603-450",7,1,41,7,,,41,35
1,26,2603,1,450,"2603-450",8,2,35,2,,,35,26
1,26,2603,1,450,"2603-450",9,1,32,12,,,32,412
1,26,2603,1,658,"2603-658",1,1,55,1,,,55,26
1,26,2603,1,658,"2603-658",2,1,45,3,,,45,26
1,26,2603,1,658,"2603-658",3,1,48,4,,,48,34
1,26,2603,1,658,"2603-658",4,1,41,5,,,41,31
1,26,2603,1,658,"2603-658",5,1,38,6,,,38,411
1,26,2603,1,658,"2603-658",6,1,45,7,,,45,35
1,26,2603,1,658,"2603-658",7,1,37,12,,,37,412
1,26,2603,1,658,"2603-658",8,2,31,2,,,31,23
1,26,2603,1,658,"2603-658",9,1,36,10,,,36,26
1,26,2604,2,1652,"2604-1652",1,1,60,1,,,60,26
1,26,2604,2,1652,"2604-1652",2,1,65,3,,,65,51
1,26,2604,2,1652,"2604-1652",3,1,63,8,,,63,51
1,26,2604,2,1652,"2604-1652",4,1,55,5,,,55,16
1,26,2604,2,1652,"2604-1652",5,2,52,8,,,52,26
1,26,2604,2,1652,"2604-1652",6,1,70,9,,,70,51
1,26,2604,2,1652,"2604-1652",7,1,65,8,,,65,51
1,26,2604,2,1652,"2604-1652",8,1,35,12,,,35,26
1,26,2604,2,1652,"2604-1652",9,1,55,4,,,55,31
1,26,2604,2,1652,"2604-1652",10,2,35,2,,,35,16
1,26,2608,2,786,"2608-786",1,1,72,1,,,72,51
1,26,2608,2,786,"2608-786",2,1,54,9,,,54,51
1,26,2608,2,786,"2608-786",3,1,48,6,,,48,411
1,26,2608,2,786,"2608-786",4,1,50,8,,,50,16
1,26,2608,2,786,"2608-786",5,1,46,4,,,46,34
1,26,2608,2,786,"2608-786",6,1,42,3,,,42,34
1,26,2608,2,786,"2608-786",7,1,39,5,,,39,34
1,26,2608,2,786,"2608-786",8,2,55,2,,,55,51
1,26,2608,2,786,"2608-786",9,2,37,7,,,37,35
1,26,2609,2,204,"2609-204",1,1,82,1,,,82,16
1,26,2609,2,204,"2609-204",2,1,63,3,,,63,412
1,26,2609,2,204,"2609-204",3,1,65,9,,,65,51
1,26,2609,2,204,"2609-204",4,1,55,4,,,55,34
1,26,2609,2,204,"2609-204",5,1,45,5,,,0,26
1,26,2609,2,204,"2609-204",6,1,45,6,,,45,411
1,26,2609,2,204,"2609-204",7,1,50,10,,,50,26
1,26,2609,2,204,"2609-204",8,1,30,7,,,30,411
1,26,2609,2,204,"2609-204",9,1,35,6,,,35,411
1,26,2609,2,204,"2609-204",10,1,38,12,,,38,412
1,26,2611,2,424,"2611-424",1,1,68,1,,,68,51
1,26,2611,2,424,"2611-424",2,1,30,3,,,30,26
1,26,2611,2,424,"2611-424",3,1,40,4,,,40,34
1,26,2611,2,424,"2611-424",4,1,52,8,,,52,16
1,26,2611,2,424,"2611-424",5,1,43,8,,,43,16
1,26,2611,2,424,"2611-424",6,1,50,6,,,50,411
1,26,2611,2,424,"2611-424",7,1,60,9,,,60,51
1,26,2611,2,424,"2611-424",8,1,40,6,,,40,411
1,26,2611,2,424,"2611-424",9,1,35,7,,,35,35
1,26,2611,2,424,"2611-424",10,2,50,2,,,50,51
1,26,2613,2,1462,"2613-1462",1,1,68,1,,,68,16
1,26,2613,2,1462,"2613-1462",2,1,52,3,,,52,26
1,26,2613,2,1462,"2613-1462",3,1,47,4,,,47,34
1,26,2613,2,1462,"2613-1462",4,1,42,5,,,42,31
1,26,2613,2,1462,"2613-1462",5,1,45,6,,,45,26
1,26,2613,2,1462,"2613-1462",6,1,38,7,,,38,26
1,26,2613,2,1462,"2613-1462",7,1,34,8,,,34,26
1,26,2613,2,1462,"2613-1462",8,1,35,12,,,35,411
1,26,2613,2,1462,"2613-1462",9,1,36,10,,,36,26
1,26,2613,2,1462,"2613-1462",10,2,32,2,,,32,16
1,26,2615,2,2196,"2615-2196",1,1,45,1,,,45,16
1,26,2615,2,2196,"2615-2196",2,1,68,8,,,68,51
1,26,2615,2,2196,"2615-2196",3,1,68,9,,,68,51
1,26,2615,2,2196,"2615-2196",4,1,58,6,,,58,16
1,26,2615,2,2196,"2615-2196",5,1,71,8,,,71,51
1,26,2615,2,2196,"2615-2196",6,1,49,4,,,49,26
1,26,2615,2,2196,"2615-2196",7,1,54,5,,,54,26
1,26,2615,2,2196,"2615-2196",8,1,25,12,,,25,26
1,26,2615,2,2196,"2615-2196",9,2,34,2,,,34,51
1,26,2615,2,556,"2615-556",1,1,50,1,,,50,411
1,26,2615,2,556,"2615-556",2,1,65,3,,,65,34
1,26,2615,2,556,"2615-556",3,1,80,8,,,80,51
1,26,2615,2,556,"2615-556",4,1,55,9,,,55,26
1,26,2615,2,556,"2615-556",5,1,56,5,,,56,51
1,26,2615,2,556,"2615-556",6,1,22,4,,,22,411
1,26,2615,2,556,"2615-556",7,2,25,7,,,25,35
1,26,2615,2,556,"2615-556",8,1,25,6,,,25,411
1,26,2615,2,556,"2615-556",9,2,25,2,,,25,26
1,26,2615,2,556,"2615-556",10,1,30,12,,,30,26
1,26,2616,2,254,"2616-254",1,1,67,1,,,67,51
1,26,2616,2,254,"2616-254",2,1,52,3,,,52,26
1,26,2616,2,254,"2616-254",3,1,48,9,,,48,51
1,26,2616,2,254,"2616-254",4,1,45,4,,,45,31
1,26,2616,2,254,"2616-254",5,1,37,5,,,37,26
1,26,2616,2,254,"2616-254",6,1,40,6,,,40,411
1,26,2616,2,254,"2616-254",7,1,51,9,,,45,51
1,26,2616,2,254,"2616-254",8,1,35,2,,,35,51
1,26,2616,2,254,"2616-254",9,1,32,12,,,32,411
1,26,2616,2,584,"2616-584",1,1,65,1,,,65,61
1,26,2616,2,584,"2616-584",2,1,50,3,,,50,16
1,26,2616,2,584,"2616-584",3,1,45,8,,,45,16
1,26,2616,2,584,"2616-584",4,1,53,6,,,53,26
1,26,2616,2,584,"2616-584",5,1,58,9,,,58,51
1,26,2616,2,584,"2616-584",6,1,49,4,,,49,31
1,26,2616,2,584,"2616-584",7,1,30,7,,,30,35
1,26,2616,2,584,"2616-584",8,1,35,12,,,35,26
1,26,2616,2,584,"2616-584",9,2,34,2,,,34,51
1,26,2620,2,590,"2620-590",1,1,56,1,,,56,16
1,26,2620,2,590,"2620-590",2,1,65,8,,,65,16
1,26,2620,2,590,"2620-590",3,1,40,6,,,40,411
1,26,2620,2,590,"2620-590",4,1,45,4,,,45,34
1,26,2620,2,590,"2620-590",5,1,50,3,,,50,26
1,26,2620,2,590,"2620-590",6,1,65,5,8,,65,16
1,26,2620,2,590,"2620-590",7,1,42,12,,,42,26
1,26,2620,2,590,"2620-590",8,1,35,7,,,35,411
1,26,2620,2,590,"2620-590",9,1,34,12,,,34,411
1,26,2620,2,590,"2620-590",10,2,50,2,,,50,51
1,26,2620,2,590,"2620-590",11,1,40,9,,,40,51
1,26,2624,2,118,"2624-118",1,1,45,1,,,45,411
1,26,2624,2,118,"2624-118",2,1,44,3,,,44,26
1,26,2624,2,118,"2624-118",3,1,60,6,,,60,16
1,26,2624,2,118,"2624-118",4,1,32,12,,,32,411
1,26,2624,2,118,"2624-118",5,2,40,2,,,40,16
1,26,2624,2,118,"2624-118",6,1,37,7,,,37,412
1,26,2624,2,118,"2624-118",7,1,37,5,,,37,411
1,26,2624,2,118,"2624-118",8,1,32,6,,,32,424
6,27,2701,1,506,"2701-506",1,1,59,1,,,25,26
6,27,2701,1,506,"2701-506",2,1,46,10,,,12,412
6,27,2701,1,506,"2701-506",3,2,53,8,,,20,26
6,27,2701,1,506,"2701-506",4,1,32,7,,,10,35
6,27,2701,1,506,"2701-506",5,1,45,9,,,8,26
6,27,2703,1,1076,"2703-1076",1,1,67,1,,,25,33
6,27,2703,1,1076,"2703-1076",2,1,71,9,,,30,16
6,27,2703,1,1076,"2703-1076",3,2,40,2,,,25,23
6,27,2703,1,1076,"2703-1076",4,2,52,8,,,27,24
6,27,2703,1,1076,"2703-1076",5,2,48,9,,,35,16
6,27,2703,1,1612,"2703-1612",1,1,63,1,,,40,33
6,27,2703,1,1612,"2703-1612",2,2,45,5,,,21,34
6,27,2703,1,1612,"2703-1612",3,1,46,12,,,14,26
6,27,2703,1,1612,"2703-1612",4,1,62,9,,,38,26
6,27,2703,1,1612,"2703-1612",5,1,37,8,,,30,26
6,27,2703,1,1612,"2703-1612",6,2,39,7,,,39,35
6,27,2705,2,568,"2705-568",1,1,58,1,,,15,16
6,27,2705,2,568,"2705-568",2,1,65,3,,,34,35
6,27,2705,2,568,"2705-568",3,1,55,5,12,,25,43
6,27,2705,2,568,"2705-568",4,1,54,6,,,28,16
6,27,2705,2,568,"2705-568",5,2,65,8,,,40,16
6,27,2705,2,568,"2705-568",6,2,32,7,,,5,35
6,27,2706,2,362,"2706-362",1,1,68,1,,,22,33
6,27,2706,2,362,"2706-362",2,1,49,3,,,45,26
6,27,2706,2,362,"2706-362",3,2,59,9,,,25,16
6,27,2706,2,362,"2706-362",4,1,72,3,,,4,16
6,27,2706,2,362,"2706-362",5,2,47,12,,,20,23
6,27,2711,2,1218,"2711-1218",1,1,78,1,,,78,16
6,27,2711,2,1218,"2711-1218",2,1,80,3,,,53,16
6,27,2711,2,1218,"2711-1218",3,1,56,8,,,25,26
6,27,2711,2,1218,"2711-1218",4,1,75,9,,,75,16
6,27,2711,2,1218,"2711-1218",5,2,69,9,,,50,16
6,27,2711,1,710,"2711-710",1,1,52,1,8,,10,26
6,27,2711,1,710,"2711-710",2,1,47,8,,,13,26
6,27,2711,1,710,"2711-710",3,1,58,9,,,20,16
6,27,2711,1,710,"2711-710",4,2,30,7,,,6,34
6,27,2711,1,710,"2711-710",5,1,39,8,,,8,411
6,27,2712,2,110,"2712-110",1,1,72,1,,,61,33
6,27,2712,2,110,"2712-110",2,2,66,2,,,43,16
6,27,2712,2,110,"2712-110",3,1,60,7,,,35,16
6,27,2712,2,110,"2712-110",4,1,71,9,,,53,16
6,27,2712,2,110,"2712-110",5,1,71,8,,,71,16
6,27,2712,2,110,"2712-110",6,2,36,12,,,6,423
6,27,2712,2,172,"2712-172",1,1,64,3,,,21,26
6,27,2712,2,172,"2712-172",2,1,58,10,,,6,412
6,27,2712,2,172,"2712-172",3,2,32,7,,,8,35
6,27,2712,2,172,"2712-172",4,2,65,8,,,19,16
6,27,2712,2,172,"2712-172",5,1,48,9,,,10,26
6,27,2712,2,356,"2712-356",1,1,83,1,,,83,16
6,27,2712,2,356,"2712-356",2,2,69,2,,,69,16
6,27,2712,2,356,"2712-356",3,1,55,12,,,55,26
6,27,2712,2,356,"2712-356",4,2,68,8,,,68,16
6,27,2712,2,356,"2712-356",5,2,72,8,,,40,16
6,27,2715,2,752,"2715-752",1,1,66,1,,,36,16
6,27,2715,2,752,"2715-752",2,2,57,12,,,13,16
6,27,2715,2,752,"2715-752",3,1,70,3,,,52,16
6,27,2715,2,752,"2715-752",4,2,74,3,,,42,0
6,27,2715,2,752,"2715-752",5,1,63,8,,,50,16
6,27,2715,2,752,"2715-752",6,2,44,2,,,30,0
6,27,2715,2,864,"2715-864",1,1,90,1,,,68,28
6,27,2715,2,864,"2715-864",2,2,55,2,,,24,16
6,27,2715,2,864,"2715-864",3,1,61,9,,,43,16
6,27,2715,2,864,"2715-864",4,1,72,6,,,6,41
6,27,2715,2,864,"2715-864",5,2,68,8,,,19,28
6,27,2715,2,864,"2715-864",6,1,48,12,,,12,33
6,27,2715,2,864,"2715-864",7,2,50,8,,,45,16
6,27,2716,2,44,"2716-44",1,1,85,1,,,85,0
6,27,2716,2,44,"2716-44",2,2,68,2,,,45,16
6,27,2716,2,44,"2716-44",3,2,69,11,,"Women adviser",20,51
6,27,2716,2,44,"2716-44",4,2,40,5,,,15,34
6,27,2716,2,44,"2716-44",5,1,46,9,,,15,41
6,27,2716,2,44,"2716-44",6,1,50,3,,,30,0
6,27,2716,2,44,"2716-44",7,1,42,1,12,,42,16
6,27,2720,1,1048,"2720-1048",1,1,76,1,,,20,41
6,27,2720,1,1048,"2720-1048",2,2,60,2,,,20,26
6,27,2720,1,1048,"2720-1048",3,2,43,5,,,6,34
6,27,2720,1,1048,"2720-1048",4,1,42,3,,,25,16
6,27,2720,1,1048,"2720-1048",5,2,70,5,,,15,33
6,27,2720,1,1048,"2720-1048",6,1,50,9,,,20,16
6,27,2720,1,1836,"2720-1836",1,1,52,1,,,12,26
6,27,2720,1,1836,"2720-1836",2,1,56,9,,,10,26
6,27,2720,1,1836,"2720-1836",3,1,61,8,,,9,16
6,27,2720,1,1836,"2720-1836",4,2,37,5,,,5,34
6,27,2720,1,1836,"2720-1836",5,2,43,7,,,8,412
6,28,2801,1,760,"2801-760",1,1,39,1,,,24,34
6,28,2801,1,760,"2801-760",2,1,73,3,9,,50,26
6,28,2801,1,760,"2801-760",3,2,48,8,,,30,26
6,28,2801,1,760,"2801-760",4,2,30,8,,,10,26
6,28,2801,1,760,"2801-760",5,1,72,10,,,25,26
6,28,2804,1,340,"2804-340",1,1,55,1,7,,32,411
6,28,2804,1,340,"2804-340",2,1,99,3,,,70,0
6,28,2804,1,340,"2804-340",3,1,41,11,12,"Driver",35,26
6,28,2804,1,340,"2804-340",4,1,44,3,8,,20,26
6,28,2804,1,340,"2804-340",5,2,36,8,,,36,26
6,28,2804,1,340,"2804-340",6,2,46,8,,,4,26
6,28,2805,2,498,"2805-498",1,1,68,1,,,20,34
6,28,2805,2,498,"2805-498",2,2,45,2,,,20,411
6,28,2805,2,498,"2805-498",3,1,26,6,,,5,25
6,28,2805,2,498,"2805-498",4,1,40,9,,,3,412
6,28,2805,2,498,"2805-498",5,2,46,3,,,30,16
6,28,2808,2,1494,"2808-1494",1,1,74,1,,,24,422
6,28,2808,2,1494,"2808-1494",2,1,76,3,6,,76,12
6,28,2808,2,1494,"2808-1494",3,1,54,6,,,25,26
6,28,2808,2,1494,"2808-1494",4,2,38,7,8,,16,26
6,28,2808,2,1494,"2808-1494",5,2,38,8,,,20,26
6,28,2808,2,1494,"2808-1494",6,2,50,6,8,,21,23
6,28,2808,2,1494,"2808-1494",7,1,35,8,,,10,26
6,28,2808,2,1494,"2808-1494",8,1,30,12,,,5,421
6,28,2811,2,390,"2811-390",1,1,85,1,,,60,0
6,28,2811,2,390,"2811-390",2,1,70,3,6,,30,16
6,28,2811,2,390,"2811-390",3,1,46,12,,,25,23
6,28,2811,2,390,"2811-390",4,1,75,3,6,,50,0
6,28,2811,2,390,"2811-390",5,2,61,6,8,,30,0
6,28,2811,2,390,"2811-390",6,1,60,6,9,,8,16
6,28,2811,2,390,"2811-390",7,1,64,3,6,,50,15
6,28,2813,2,612,"2813-612",1,1,75,1,,,49,0
6,28,2813,2,612,"2813-612",2,1,76,3,6,,20,16
6,28,2813,2,612,"2813-612",3,1,77,3,6,,34,0
6,28,2813,2,612,"2813-612",4,1,68,9,,,52,13
6,28,2813,2,612,"2813-612",5,1,56,3,6,,40,411
6,28,2813,2,612,"2813-612",6,1,75,6,,,49,0
6,28,2813,2,612,"2813-612",7,2,54,2,,,35,0
6,28,2814,1,1876,"2814-1876",1,1,99,1,,,55,16
6,28,2814,1,1876,"2814-1876",2,2,67,2,,,40,0
6,28,2814,1,1876,"2814-1876",3,1,55,3,,,30,411
6,28,2814,1,1876,"2814-1876",4,1,50,3,6,,45,411
6,28,2814,1,1876,"2814-1876",5,2,45,5,8,,20,26
6,28,2814,1,662,"2814-662",1,1,99,1,,,50,0
6,28,2814,1,662,"2814-662",2,2,69,2,,,40,0
6,28,2814,1,662,"2814-662",3,1,38,3,8,,20,422
6,28,2814,1,662,"2814-662",4,2,33,8,,,10,26
6,28,2814,1,662,"2814-662",5,2,31,8,,,20,34
6,28,2815,2,10,"2815-10",1,1,70,1,,,50,13
6,28,2815,2,10,"2815-10",2,1,78,3,6,,32,0
6,28,2815,2,10,"2815-10",3,1,45,6,,,20,26
6,28,2815,2,10,"2815-10",4,1,53,9,,,3,26
6,28,2815,2,10,"2815-10",5,2,65,6,,,15,16
6,28,2815,2,10,"2815-10",6,1,70,3,6,,16,16
6,28,2815,2,10,"2815-10",7,1,69,3,6,,43,0
6,28,2815,2,10,"2815-10",8,1,41,6,,,41,0
6,28,2815,2,10,"2815-10",9,1,70,6,,,48,13
6,28,2816,1,2146,"2816-2146",1,1,64,1,,,40,33
6,28,2816,1,2146,"2816-2146",2,2,55,2,8,,25,16
6,28,2816,1,2146,"2816-2146",3,1,47,3,6,,30,16
6,28,2816,1,2146,"2816-2146",4,2,62,5,,,41,422
6,28,2816,1,2146,"2816-2146",5,2,70,8,,,40,0
6,29,2905,1,1096,"2905-1096",1,1,95,1,,,95,0
6,29,2905,1,1096,"2905-1096",2,1,66,3,,,25,16
6,29,2905,1,1096,"2905-1096",3,2,54,8,,,25,0
6,29,2905,1,1096,"2905-1096",4,2,73,8,,,28,0
6,29,2905,1,1096,"2905-1096",5,1,38,12,,,38,26
6,29,2909,2,220,"2909-220",1,1,87,1,,,87,16
6,29,2909,2,220,"2909-220",2,2,63,2,,,34,16
6,29,2909,2,220,"2909-220",3,1,73,3,9,,73,23
6,29,2909,2,220,"2909-220",4,1,65,3,9,,65,16
6,29,2909,2,220,"2909-220",5,2,65,8,,,3,0
6,29,2910,1,350,"2910-350",1,1,80,1,,,30,23
6,29,2910,1,350,"2910-350",2,2,63,2,,,30,0
6,29,2910,1,350,"2910-350",3,1,50,9,,,30,41
6,29,2910,1,350,"2910-350",4,1,39,12,,,39,412
6,29,2910,1,350,"2910-350",5,2,50,5,,,25,43
6,29,2915,1,622,"2915-622",1,1,65,1,,,15,43
6,29,2915,1,622,"2915-622",2,1,54,3,,,17,41
6,29,2915,1,622,"2915-622",3,1,72,6,,,5,33
6,29,2915,1,622,"2915-622",4,2,62,8,,,18,0
6,29,2915,1,622,"2915-622",5,2,35,8,,,12,26
6,29,2918,1,454,"2918-454",1,1,70,1,,,34,16
6,29,2918,1,454,"2918-454",2,2,65,2,,,34,16
6,29,2918,1,454,"2918-454",3,1,70,3,,,34,26
6,29,2918,1,454,"2918-454",4,1,72,3,,,28,16
6,29,2918,1,454,"2918-454",5,2,28,8,,,8,26
6,29,2918,1,454,"2918-454",6,1,35,12,,,35,43
6,29,2920,2,1628,"2920-1628",1,1,54,1,,,54,26
6,29,2920,2,1628,"2920-1628",2,2,50,2,,,34,0
6,29,2920,2,1628,"2920-1628",3,1,74,6,,,59,16
6,29,2920,2,1628,"2920-1628",4,2,72,8,,,52,0
6,29,2920,2,1628,"2920-1628",5,1,32,12,,,32,41
6,29,2928,1,322,"2928-322",1,1,98,1,,,98,0
6,29,2928,1,322,"2928-322",2,2,59,8,,,31,0
6,29,2928,1,322,"2928-322",3,2,52,8,11,"School vendor",30,26
6,29,2928,1,322,"2928-322",4,2,60,8,,,33,0
6,29,2928,1,322,"2928-322",5,1,24,3,,,24,26
6,29,2928,1,322,"2928-322",6,1,60,6,,,60,16
6,29,2930,1,1300,"2930-1300",1,1,66,1,,,66,23
6,29,2930,1,1300,"2930-1300",2,2,53,2,,,33,0
6,29,2930,1,1300,"2930-1300",3,1,74,3,9,,38,16
6,29,2930,1,1300,"2930-1300",4,2,32,8,,,11,23
6,29,2930,1,1300,"2930-1300",5,1,60,8,,,60,16
6,29,2930,1,530,"2930-530",1,1,80,1,,,53,1
6,29,2930,1,530,"2930-530",2,1,48,3,,,48,26
6,29,2930,1,530,"2930-530",3,2,72,8,,,17,0
6,29,2930,1,530,"2930-530",4,2,71,8,,,41,0
6,29,2930,1,530,"2930-530",5,1,45,3,,,45,16
6,29,2930,1,530,"2930-530",6,1,49,3,,,24,26
6,30,3002,1,1264,"3002-1264",1,1,84,1,,,35,28
6,30,3002,1,1264,"3002-1264",2,2,73,2,,,35,16
6,30,3002,1,1264,"3002-1264",3,2,60,8,,,25,0
6,30,3002,1,1264,"3002-1264",4,2,36,5,,,7,34
6,30,3002,1,1264,"3002-1264",5,2,31,12,,,30,422
6,30,3002,1,1264,"3002-1264",6,1,74,7,,,30,33
6,30,3002,1,1310,"3002-1310",1,1,70,1,,,37,28
6,30,3002,1,1310,"3002-1310",2,2,59,2,,,37,16
6,30,3002,1,1310,"3002-1310",3,1,68,3,,,35,26
6,30,3002,1,1310,"3002-1310",4,1,27,12,,,27,322
6,30,3002,1,1310,"3002-1310",5,2,69,4,8,,35,16
6,30,3002,1,1310,"3002-1310",6,1,58,9,,,6,321
6,30,3005,1,2942,"3005-2942",1,1,52,1,,,11,422
6,30,3005,1,2942,"3005-2942",2,2,51,2,,,11,322
6,30,3005,1,2942,"3005-2942",3,1,74,9,,,20,33
6,30,3005,1,2942,"3005-2942",4,1,52,3,,,18,34
6,30,3005,1,2942,"3005-2942",5,1,33,12,,,33,422
6,30,3005,1,3648,"3005-3648",1,1,72,1,,,35,11
6,30,3005,1,3648,"3005-3648",2,2,52,2,,,35,0
6,30,3005,1,3648,"3005-3648",3,2,50,7,,,25,424
6,30,3005,1,3648,"3005-3648",4,1,50,8,,,10,24
6,30,3005,1,3648,"3005-3648",5,1,59,3,,,9,43
6,30,3005,1,3648,"3005-3648",6,1,40,12,,,18,34
6,30,3006,1,520,"3006-520",1,1,73,1,,,35,15
6,30,3006,1,520,"3006-520",2,2,60,2,,,35,16
6,30,3006,1,520,"3006-520",3,1,53,12,,,53,411
6,30,3006,1,520,"3006-520",4,1,74,8,,,36,33
6,30,3006,1,520,"3006-520",5,1,44,9,,,19,411
6,30,3006,1,520,"3006-520",6,1,76,3,,,44,16
6,30,3007,1,1624,"3007-1624",1,1,64,1,,,64,26
6,30,3007,1,1624,"3007-1624",2,2,52,2,,,33,26
6,30,3007,1,1624,"3007-1624",3,2,47,8,,,25,26
6,30,3007,1,1624,"3007-1624",4,1,34,12,,,15,26
6,30,3007,1,1624,"3007-1624",5,2,49,7,,,5,35
6,30,3007,1,1624,"3007-1624",6,1,45,3,,,15,411
5,3,301,1,1198,"301-1198",1,1,61,1,,,61,23
5,3,301,1,1198,"301-1198",2,1,48,3,,,48,422
5,3,301,1,1198,"301-1198",3,1,36,3,,,36,23
5,3,301,1,1198,"301-1198",4,1,34,12,,,34,23
5,3,301,1,1198,"301-1198",5,2,84,8,,,84,0
6,30,3011,2,306,"3011-306",1,1,75,1,,,75,0
6,30,3011,2,306,"3011-306",2,2,68,2,,,68,0
6,30,3011,2,306,"3011-306",3,1,52,3,,,52,16
6,30,3011,2,306,"3011-306",4,1,43,12,,,43,16
6,30,3011,2,306,"3011-306",5,1,45,9,,,45,26
6,30,3012,2,334,"3012-334",1,1,50,1,,,50,23
6,30,3012,2,334,"3012-334",2,2,42,2,,,20,26
6,30,3012,2,334,"3012-334",3,1,45,9,,,20,16
6,30,3012,2,334,"3012-334",4,1,60,8,,,60,0
6,30,3012,2,334,"3012-334",5,1,45,12,,,45,14
6,30,3012,2,334,"3012-334",6,1,47,6,,,47,26
6,30,3013,1,282,"3013-282",1,1,60,1,,,60,26
6,30,3013,1,282,"3013-282",2,2,52,2,,,52,26
6,30,3013,1,282,"3013-282",3,2,35,7,,,35,322
6,30,3013,1,282,"3013-282",4,1,45,3,,,45,16
6,30,3013,1,282,"3013-282",5,1,48,8,,,48,27
6,30,3013,1,282,"3013-282",6,1,42,12,,,42,26
6,30,3015,2,260,"3015-260",1,1,40,1,,,25,0
6,30,3015,2,260,"3015-260",2,2,32,2,,,17,0
6,30,3015,2,260,"3015-260",3,1,35,3,,,25,0
6,30,3015,2,260,"3015-260",4,1,33,12,,,5,0
6,30,3015,2,260,"3015-260",5,1,40,8,,,10,0
6,30,3015,2,260,"3015-260",6,1,25,6,,,5,25
6,30,3016,2,198,"3016-198",1,1,60,1,,,48,0
6,30,3016,2,198,"3016-198",2,2,53,2,,,35,0
6,30,3016,2,198,"3016-198",3,1,45,3,,,40,16
6,30,3016,2,198,"3016-198",4,2,62,8,,,32,0
6,30,3016,2,198,"3016-198",5,1,70,9,,,45,0
5,3,302,2,302,"302-302",2,1,62,1,,,62,424
5,3,302,2,302,"302-302",3,1,68,3,,,68,26
5,3,302,2,302,"302-302",4,1,30,12,,,30,26
5,3,302,2,302,"302-302",5,1,44,7,,,44,424
5,3,302,2,302,"302-302",6,1,28,6,,,28,16
5,3,302,2,302,"302-302",7,2,49,2,,,49,411
5,3,302,2,302,"302-302",8,1,70,5,,,70,31
6,30,3020,2,1092,"3020-1092",1,1,63,1,,,30,16
6,30,3020,2,1092,"3020-1092",2,2,55,2,,,25,23
6,30,3020,2,1092,"3020-1092",3,1,65,8,,,32,26
6,30,3020,2,1092,"3020-1092",4,1,62,3,,,25,411
6,30,3020,2,1092,"3020-1092",5,1,50,7,,,30,423
6,30,3020,2,1092,"3020-1092",6,1,30,12,,,15,26
6,30,3020,2,1092,"3020-1092",7,1,66,9,,,10,16
6,30,3021,2,628,"3021-628",1,1,70,1,,,35,412
6,30,3021,2,628,"3021-628",2,2,60,2,,,32,412
6,30,3021,2,628,"3021-628",3,1,65,3,,,60,16
6,30,3021,2,628,"3021-628",4,1,35,8,,,30,26
6,30,3021,2,628,"3021-628",5,1,65,9,,,60,26
6,30,3021,2,628,"3021-628",6,1,30,12,,,28,26
6,30,3023,2,622,"3023-622",1,1,67,1,,,56,16
6,30,3023,2,622,"3023-622",2,2,50,2,,,35,26
6,30,3023,2,622,"3023-622",3,1,53,3,,,27,16
6,30,3023,2,622,"3023-622",4,1,60,9,,,37,31
6,30,3023,2,622,"3023-622",5,1,34,12,,,27,422
6,30,3023,2,622,"3023-622",6,2,50,8,,,28,16
6,30,3023,2,622,"3023-622",7,2,33,5,,,18,34
6,30,3026,1,72,"3026-72",1,1,74,1,,,39,33
6,30,3026,1,72,"3026-72",2,2,45,2,,,19,16
6,30,3026,1,72,"3026-72",3,1,70,12,,,40,16
6,30,3026,1,72,"3026-72",4,1,39,9,,,39,26
6,30,3026,1,72,"3026-72",5,1,60,9,,,13,16
6,30,3026,1,72,"3026-72",6,2,32,7,,,10,35
6,30,3028,2,136,"3028-136",1,1,72,1,,,60,0
6,30,3028,2,136,"3028-136",3,1,30,3,,,30,16
6,30,3028,2,136,"3028-136",4,1,30,12,,,30,0
6,30,3028,2,136,"3028-136",5,1,32,9,,,32,16
6,30,3028,2,136,"3028-136",6,2,28,8,,,20,0
6,30,3028,2,136,"3028-136",7,2,60,2,,,45,16
