"zone","state","lga","sector","ea","hhid","plotid","cropcode","sa3iq3","sa3iq4","sa3iq4_os","sa3iq4a1","sa3iq4a2","sa3iq4b","sa3iq4c","sa3iq5","sa3iq6i","sa3iq6ii","sa3iq6_4","sa3iq6_2","sa3iq6_conv","sa3iq6a","sa3iq6b","sa3iq6c1","sa3iq6c2","sa3iq6d1","sa3iq6d2","sa3iq6d4","sa3iq6d2a","sa3iq6d_conv","sa3iq6e_1","sa3iq6e_2","sa3iq6e_3","sa3iq6e_4","sa3iq6e_5","sa3iq6e_6","sa3iq6e_7","sa3iq6e_8"
1,7,702,2,954,79019,6,2142,1,,,9,2018,2,,,2,11,,,1.5349999666214,1800,1,10,2018,,,,,,2,,,,,,,
1,7,702,2,954,79020,1,1010,1,,,12,2018,2,,,6,11,,2,3.50799989700317,3600,1,12,2018,,,,,,1,,,,,,,
1,7,702,2,954,79020,1,1121,1,,,10,2018,2,,,100,211,0,,2.08999991416931,10000,1,1,2019,,,,,,1,,,,,,,
1,7,702,2,954,79020,2,1070,1,,,11,2018,2,,,1,130,12,,100,10000,1,11,2018,,,,,,1,,,,,,,
1,7,702,2,954,79020,2,1080,1,,,8,2018,2,,,1,150,0,1,3.57120013237,1000,1,8,2018,,,,,,1,,,,,,,
1,7,702,2,954,79020,2,1090,1,,,7,2018,2,,,4,11,,2,2.46199989318848,4800,1,8,2018,,,,,,1,,,,,,,
1,7,702,2,954,79020,3,1020,2,10,,,,,,,,,,,,,,,,24,170,,,99.3000030517578,1,,,,,,,
1,7,702,2,954,79021,1,1010,1,,,11,2018,2,,,48,11,,2,3.50799989700317,57600,1,12,2018,,,,,,1,2,3,,,,,
1,7,702,2,954,79021,1,1121,1,,,10,2018,1,1,25,400,211,1,,2.95499992370605,80000,2,,,1200,211,1,,2.95499992370605,1,,,,,,,
1,7,702,2,954,79021,2,1070,1,,,12,2018,2,,,36,11,,,3.75799989700317,18000,1,12,2018,,,,,,1,,,,,,,
1,7,702,2,954,79021,2,1080,1,,,8,2018,2,,,3,150,1,2,23.2700004577637,7500,1,9,2018,,,,,,1,2,3,,,,,
1,7,702,2,954,79021,2,1110,1,,,9,2018,2,,,5,150,1,2,,12000,1,10,2018,,,,,,1,,,,,,,
1,7,702,2,954,79021,3,1020,2,10,,,,,,,,,,,,,,,,15,130,12,,100,1,,,,,,,
1,7,702,2,954,79023,1,1110,1,,,10,2018,2,,,9,150,1,2,,27000,1,11,2018,,,,,,1,,,,,,,
1,7,702,2,954,79023,2,1010,1,,,11,2018,2,,,7,11,,2,3.50799989700317,7000,1,12,2018,,,,,,1,2,,,,,,
1,7,702,2,954,79023,2,1121,1,,,10,2018,1,1,33,400,211,1,,2.95499992370605,80000,2,,,800,211,1,,2.95499992370605,1,,,,,,,
1,7,702,2,954,79023,3,1010,1,,,11,2018,2,,,4,11,,2,3.50799989700317,4000,1,12,2018,,,,,,1,2,,,,,,
1,7,702,2,954,79023,3,1121,1,,,10,2018,1,1,50,300,211,1,,2.95499992370605,60000,2,,,300,211,1,,2.95499992370605,1,,,,,,,
1,7,702,2,954,79023,4,1020,2,10,,,,,,,,,,,,,,,,13,170,,,99.3000030517578,1,2,,,,,,
1,7,702,2,954,79023,5,1010,1,,,11,2018,2,,,2,11,,2,3.50799989700317,2000,1,12,2018,,,,,,1,2,,,,,,
1,7,702,2,954,79023,5,1020,2,10,,,,,,,,,,,,,,,,18,170,,,99.3000030517578,1,2,,,,,,
1,7,702,2,954,79023,5,1080,1,,,9,2018,2,,,3,11,,2,3.58999991416931,750,1,10,2018,,,,,,1,2,,,,,,
1,7,702,2,954,79024,1,1010,1,,,11,2018,2,,,8,11,,2,3.50799989700317,8000,1,12,2018,,,,,,1,2,,,,,,
1,7,702,2,954,79024,1,1080,1,,,9,2018,2,,,12,11,,2,3.58999991416931,3000,1,9,2018,,,,,,1,2,,,,,,
1,7,702,2,954,79024,1,1121,1,,,6,2018,1,1,33,500,211,1,,2.95499992370605,100000,2,,,1000,211,1,,2.95499992370605,1,,,,,,,
1,7,702,2,954,79024,2,2120,1,,,10,2018,2,,,9,11,,,2.03299999237061,2700,1,12,2018,,,,,,2,,,,,,,
1,7,702,2,954,79024,2,2142,1,,,8,2018,2,,,36,11,,,1.5349999666214,25200,1,12,2018,,,,,,1,2,,,,,,
1,7,702,2,954,79024,3,1020,2,10,,,,,,,,,,,,,,,,40,130,12,,100,1,,,,,,,
1,7,702,2,954,79024,4,1070,1,,,12,2018,2,,,4.5,150,1,,5.17999982833862,10100,1,1,2019,,,,,,1,,,,,,,
1,7,704,2,10,79025,1,2220,1,,,11,2018,2,,,12,130,12,2,100,156000,1,11,2018,,,,,,1,2,,,,,,
1,7,704,2,10,79025,2,1020,1,,,8,2018,2,,,25,130,10,,25,50000,2,,,10,130,10,,25,1,2,,,,,,
1,7,704,2,10,79025,3,1080,1,,,10,2018,2,,,5,130,12,2,100,75000,1,10,2018,,,,,,1,2,,,,,,
1,7,704,2,10,79026,1,1020,1,,,11,2018,1,1,33,7,130,12,,100,30000,2,,,50,130,12,,100,1,,,,,,,
1,7,704,2,10,79026,1,1080,1,,,11,2018,2,,,3,130,12,1,36,5000,1,11,2018,,,,,,1,,,,,,,
1,7,704,2,10,79026,2,1080,1,,,11,2018,1,1,75,4.5,130,12,1,36,7000,2,,,7,130,12,1,36,1,,,,,,,
1,7,704,2,10,79026,4,1070,1,,,11,2018,1,1,66,4,130,11,,50,17000,2,,,10,130,12,,100,1,,,,,,,
1,7,704,2,10,79026,4,2220,1,,,10,2018,2,,,18,130,11,1,50,150000,1,11,2018,,,,,,1,,,,,,,
1,7,704,2,10,79026,5,1110,1,,,10,2018,2,,,15,130,11,1,50,180000,1,11,2018,,,,,,1,,,,,,,
1,7,704,2,10,79028,1,1070,1,,,12,2018,2,,,5,130,11,,50,20000,1,12,2018,,,,,,1,,,,,,,
1,7,704,2,10,79028,1,2220,1,,,11,2018,2,,,22,130,12,2,100,264000,1,11,2018,,,,,,1,,,,,,,
1,7,704,2,10,79028,2,1020,1,,,8,2018,2,,,12,130,12,,100,24000,2,,,5,130,12,,100,1,,,,,,,
1,7,704,2,10,79028,3,1110,1,,,12,2018,2,,,17,130,12,2,100,204000,1,12,2018,,,,,,1,,,,,,,
1,7,704,2,10,79029,1,1110,1,,,11,2018,2,,,40,130,12,1,100,480000,1,1,2019,,,,,,1,,,,,,,
1,7,704,2,10,79029,2,2220,1,,,10,2018,2,,,12,130,12,1,100,144000,1,11,2018,,,,,,1,,,,,,,
1,7,704,2,10,79030,1,1110,1,,,11,2018,2,,,10,130,12,1,100,130000,2,,,5,130,12,1,100,1,,,,,,,
1,7,704,2,10,79030,2,1020,2,11,"NOT YET MATURED",,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,704,2,10,79030,2,1080,1,,,7,2018,2,,,3,150,2,2,57.4000015258789,10000,1,9,2018,,,,,,1,,,,,,,
1,7,704,2,10,79030,3,2220,1,,,11,2018,2,,,10,130,12,2,100,130000,1,12,2018,,,,,,1,,,,,,,
1,7,704,2,10,79030,3,2260,1,,,7,2018,2,,,12,140,2,,18.5650005340576,12000,1,8,2018,,,,,,1,,,,,,,
1,7,704,2,10,79030,3,3030,1,,,7,2018,2,,,10,130,10,,25,50000,1,10,2018,,,,,,1,,,,,,,
1,7,704,2,10,79032,1,1020,1,,,11,2018,2,,,6,130,12,,100,12000,2,,,8,130,12,,100,1,,,,,,,
1,7,704,2,10,79032,1,2220,1,,,10,2018,2,,,20,130,12,2,100,256000,1,12,2018,,,,,,1,,,,,,,
1,7,704,2,10,79033,1,1070,1,,,12,2018,1,1,50,4,130,12,,100,40000,2,,,6,130,12,,100,1,,,,,,,
1,7,704,2,10,79033,1,2220,1,,,11,2018,2,,,9,130,12,2,100,112500,1,12,2018,,,,,,1,,,,,,,
1,7,704,2,10,79033,3,1110,1,,,12,2018,2,,,8,130,12,2,100,88000,1,12,2018,,,,,,1,,,,,,,
1,7,704,2,10,79034,1,2220,1,,,10,2018,2,,,15,130,12,1,100,8000,1,11,2018,,,,,,1,2,,,,,,
1,7,704,2,10,79034,2,1121,1,,,10,2018,1,5,25,1,170,,,53.9049987792969,7000,1,11,2018,,,,,,1,,,,,,,
1,7,704,2,10,79035,1,2220,1,,,11,2018,2,,,35,130,12,2,100,420000,1,12,2018,,,,,,1,,,,,,,
1,7,704,2,10,79035,2,1110,1,,,12,2018,1,1,75,46,130,12,1,100,540000,2,,,10,130,12,1,100,1,,,,,,,
1,7,704,2,10,79035,3,1121,1,,,9,2018,2,,,400,211,1,,2.95499992370605,120000,1,12,2018,,,,,,1,,,,,,,
1,7,704,2,10,79036,1,2220,1,,,11,2018,2,,,12,130,12,2,100,124000,1,12,2018,,,,,,1,,,,,,,
1,7,704,2,10,79036,2,1110,1,,,11,2018,2,,,20,130,12,2,100,300000,1,12,2018,,,,,,1,,,,,,,
1,7,705,1,3834,79038,2,1020,2,11,"CASSAVA INMATURED",,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,705,1,3834,79038,2,1121,1,,,11,2018,2,,,400,211,1,,2.95499992370605,200000,1,1,2019,,,,,,1,,,,,,,
1,7,705,1,3834,79038,3,1020,2,11,"CROP INMATURED",,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,705,1,3834,79038,3,2141,1,,,9,2018,2,,,3,130,10,,25,10000,1,11,2018,,,,,,1,,,,,,,
1,7,705,1,3834,79038,4,1020,2,11,"CASSAVA INMATURED",,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,705,1,3834,79038,5,1070,1,,,11,2018,2,,,1,130,12,,100,10000,1,12,2018,,,,,,1,,,,,,,
1,7,705,1,3834,79038,5,2220,1,,,11,2018,2,,,3,130,12,2,100,45000,1,12,2018,,,,,,1,,,,,,,
1,7,705,1,3834,79039,1,1121,1,,,9,2018,2,,,5000,211,1,,2.95499992370605,500000,1,12,2018,,,,,,1,,,,,,,
1,7,705,1,3834,79039,2,1110,1,,,12,2018,2,,,8,130,12,2,100,80000,1,12,2018,,,,,,1,,,,,,,
1,7,705,1,3834,79039,3,1020,1,,,9,2018,2,,,4,130,12,,100,16000,2,,,4,130,12,,100,1,,,,,,,
1,7,705,1,3834,79039,3,1121,1,,,10,2018,2,,,1000,211,1,,2.95499992370605,100000,1,12,2018,,,,,,1,,,,,,,
1,7,705,1,3834,79039,5,2220,1,,,12,2018,2,,,7,130,12,2,100,84000,1,12,2018,,,,,,1,,,,,,,
1,7,705,1,3834,79040,1,1121,1,,,12,2018,2,,,3,130,11,,50,20000,1,12,2018,,,,,,1,,,,,,,
1,7,705,1,3834,79040,2,1110,1,,,12,2018,2,,,3,130,11,2,50,26000,1,12,2018,,,,,,1,,,,,,,
1,7,705,1,3834,79042,1,1121,1,,,11,2018,2,,,10,90,2,,21.8850002288818,9000,1,12,2018,,,,,,1,,,,,,,
1,7,705,1,3834,79042,2,1060,1,,,11,2018,2,,,40,130,11,1,35,300000,1,12,2018,,,,,,1,,,,,,,
1,7,705,1,3834,79042,3,1110,1,,,11,2018,1,4,33,2,130,12,1,100,24000,1,12,2018,,,,,,1,,,,,,,
1,7,705,1,3834,79043,1,1060,1,,,8,2018,2,,,3,130,12,1,70,21000,1,8,2018,,,,,,1,,,,,,,
1,7,705,1,3834,79043,2,2220,1,,,11,2018,2,,,4,130,12,2,100,52000,1,12,2018,,,,,,1,,,,,,,
1,7,705,1,3834,79047,1,1020,2,11,"CASSAVA INMATURED",,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,705,1,3834,79047,2,1121,1,,,11,2018,2,,,38,211,1,,2.95499992370605,12000,1,12,2018,,,,,,1,2,,,,,,
1,7,716,2,458,79061,1,1121,1,,,9,2018,2,,,500,211,1,,2.95499992370605,100000,2,,,300,211,1,,2.95499992370605,1,,,,,,,
1,7,716,2,458,79061,2,1020,2,10,,,,,,,,,,,,,,,,100,130,11,,50,1,,,,,,,
1,7,716,2,458,79061,3,1070,1,,,12,2018,2,,,3,130,11,,50,45000,1,1,2019,,,,,,1,2,,,,,,
1,7,716,2,458,79062,1,1020,1,,,12,2018,2,,,4,150,1,,25.25,12000,1,12,2018,,,,,,1,,,,,,,
1,7,716,2,458,79062,3,1020,1,,,12,2018,1,1,25,2,150,1,,25.25,5000,2,,,12,150,1,,25.25,1,,,,,,,
1,7,716,2,458,79062,4,1070,1,,,12,2018,1,3,75,2,150,1,,5.17999982833862,24000,1,1,2019,,,,,,1,,,,,,,
1,7,716,2,458,79062,4,1080,1,,,10,2018,1,3,75,1,130,10,1,9,3500,1,10,2018,,,,,,1,,,,,,,
1,7,716,2,458,79062,5,1121,1,,,12,2018,1,1,50,100,211,1,,2.95499992370605,20000,2,,,130,211,1,,2.95499992370605,1,,,,,,,
1,7,716,2,458,79064,1,1020,1,,,11,2018,1,1,33,10,130,12,,100,20000,2,,,30,130,12,,100,1,2,,,,,,
1,7,716,2,458,79064,2,1121,1,,,10,2018,1,1,33,80,211,1,,2.95499992370605,16000,2,,,200,211,1,,2.95499992370605,1,2,,,,,,
1,7,716,2,458,79064,3,1070,1,,,12,2018,1,4,50,2,130,11,,50,30000,1,1,2019,,,,,,1,2,,,,,,
1,7,716,2,458,79064,4,1020,1,,,9,2018,1,1,50,15,130,12,,100,30000,2,,,18,130,12,,100,1,2,,,,,,
1,7,716,2,458,79065,1,1020,1,,,10,2018,1,1,66,12,130,11,,50,24000,2,,,4,130,11,,50,1,2,3,5,,,,
1,7,716,2,458,79065,2,1010,1,,,11,2018,2,,,3,130,11,2,50,63000,1,1,2019,,,,,,1,2,3,5,,,,
1,7,716,2,458,79065,2,1121,1,,,8,2018,1,1,25,300,211,1,,2.95499992370605,45000,2,,,400,211,1,,2.95499992370605,1,2,3,5,,,,
1,7,716,2,458,79065,3,1070,1,,,12,2018,2,,,3,130,11,,50,36000,1,12,2018,,,,,,1,2,3,5,,,,
1,7,716,2,458,79066,1,1020,1,,,9,2018,2,,,3,130,11,,50,5000,2,,,7,130,11,,50,1,,,,,,,
1,7,716,2,458,79066,1,1121,1,,,10,2018,1,1,25,80,211,1,,2.95499992370605,16000,2,,,170,211,1,,2.95499992370605,1,,,,,,,
1,7,716,2,458,79066,2,1070,2,10,,,,,,,,,,,,,,,,3,130,11,,50,1,,,,,,,
1,7,716,2,458,79066,2,1080,1,,,9,2018,1,4,25,60,80,1,1,0.129600003361702,1500,1,10,2018,,,,,,1,,,,,,,
1,7,716,2,458,79066,3,1020,1,,,9,2018,1,1,50,7,130,11,,50,14000,2,,,7,130,11,,50,1,,,,,,,
1,7,716,2,458,79067,1,1020,2,10,,,,,,,,,,,,,,,,25,170,,,99.3000030517578,1,,,,,,,
1,7,716,2,458,79067,2,1121,1,,,8,2018,2,,,400,211,1,,2.95499992370605,60000,2,,,120,211,1,,2.95499992370605,1,,,,,,,
1,7,716,2,458,79067,3,1070,1,,,12,2018,2,,,2,150,1,,5.17999982833862,14000,1,12,2018,,,,,,1,,,,,,,
1,7,716,2,458,79068,1,1121,1,,,9,2018,2,,,140,211,1,,2.95499992370605,28000,2,,,400,211,1,,2.95499992370605,1,,,,,,,
1,7,716,2,458,79069,1,1121,1,,,8,2018,1,1,33,400,211,1,,2.95499992370605,120000,2,,,1200,211,1,,2.95499992370605,1,,,,,,,
1,7,716,2,458,79069,2,1020,1,,,11,2018,1,1,25,16,170,,,99.3000030517578,28800,2,,,48,170,,,99.3000030517578,1,,,,,,,
1,7,716,2,458,79070,1,1121,1,,,10,2018,1,1,25,250,211,1,,2.95499992370605,62500,2,,,850,211,1,,2.95499992370605,1,,,,,,,
1,7,716,2,458,79070,2,1020,1,,,10,2018,1,1,33,20,170,,,99.3000030517578,30000,2,,,42,170,,,99.3000030517578,1,,,,,,,
1,7,716,2,458,79070,3,1070,1,,,1,2019,2,,,4,150,1,,5.17999982833862,20000,1,1,2019,,,,,,1,,,,,,,
1,7,716,2,458,79072,1,1121,1,,,9,2018,1,1,25,400,211,1,,2.95499992370605,120000,2,,,1200,211,1,,2.95499992370605,1,,,,,,,
1,7,716,2,458,79072,2,1020,1,,,11,2018,1,1,33,12,170,,,99.3000030517578,24000,2,,,24,170,,,99.3000030517578,1,,,,,,,
1,7,717,2,478,79073,1,1020,1,,,9,2018,2,,,50,170,,,99.3000030517578,24000,2,,,30,170,,,99.3000030517578,1,,,,,,,
1,7,717,2,478,79074,1,1060,1,,,9,2018,2,,,5,130,11,1,35,10000,1,11,2018,,,,,,1,2,,,,,,
1,7,717,2,478,79074,1,1121,1,,,12,2018,2,,,100,211,1,,2.95499992370605,20000,2,,,150,211,1,,2.95499992370605,1,,,,,,,
1,7,717,2,478,79074,2,1060,1,,,9,2018,2,,,3,130,11,1,35,6000,1,11,2018,,,,,,2,,,,,,,
1,7,717,2,478,79075,1,1121,1,,,11,2018,2,,,1000,211,1,,2.95499992370605,200000,1,1,2019,,,,,,1,,,,,,,
1,7,717,2,478,79075,2,1060,1,,,8,2018,2,,,6,130,12,1,70,45000,1,9,2018,,,,,,1,,,,,,,
1,7,717,2,478,79075,3,1020,1,,,11,2018,1,1,25,10,130,11,,50,10000,2,,,30,130,11,,50,1,,,,,,,
1,7,717,2,478,79075,4,1080,1,,,11,2018,2,,,1,130,11,2,50,6000,1,12,2018,,,,,,1,,,,,,,
1,7,717,2,478,79075,4,1110,1,,,11,2018,2,,,7,130,12,1,100,87500,1,12,2018,,,,,,1,,,,,,,
1,7,717,2,478,79077,1,1060,1,,,10,2018,2,,,5,130,12,1,70,25000,1,11,2018,,,,,,1,,,,,,,
1,7,717,2,478,79077,2,1121,1,,,7,2018,2,,,250,211,1,,2.95499992370605,50000,2,,,200,90,1,,12.789999961853,1,,,,,,,
1,7,717,2,478,79077,3,1020,1,,,10,2018,2,,,10,130,12,,100,70000,1,11,2018,,,,,,1,,,,,,,
1,7,717,2,478,79078,1,1020,2,10,,,,,,,,,,,,,,,,30,170,,,99.3000030517578,1,,,,,,,
1,7,717,2,478,79078,1,1121,1,,,10,2018,2,,,400,211,1,,2.95499992370605,100000,2,,,1300,211,1,,2.95499992370605,1,,,,,,,
1,7,717,2,478,79078,2,1020,2,10,,,,,,,,,,,,,,,,45,170,,,99.3000030517578,1,,,,,,,
1,7,717,2,478,79080,1,1020,2,10,,,,,,,,,,,,,,,,22,170,,,99.3000030517578,1,,,,,,,
1,7,717,2,478,79080,1,1121,1,,,11,2018,1,1,50,2500,211,1,,2.95499992370605,500000,2,,,2500,211,1,,2.95499992370605,1,,,,,,,
1,7,717,2,478,79080,1,2120,1,,,8,2018,2,,,7,11,,,2.03299999237061,2800,1,10,2018,,,,,,1,2,3,4,,,,
1,7,717,2,478,79080,2,1020,2,10,,,,,,,,,,,,,,,,45,130,12,,100,1,2,3,4,,,,
1,7,717,2,478,79080,3,1110,1,,,11,2018,2,,,3,130,11,1,50,22500,1,11,2018,,,,,,1,,,,,,,
1,7,717,2,478,79081,1,1020,2,10,,,,,,,,,,,,,,,,10,130,11,,50,1,2,,,,,,
1,7,717,2,478,79081,1,1121,1,,,12,2018,2,,,200,211,1,,2.95499992370605,35000,2,,,80,211,1,,2.95499992370605,1,2,,,,,,
1,7,717,2,478,79081,1,2120,1,,,8,2018,2,,,1,150,2,,15.664999961853,500,1,8,2018,,,,,,1,2,,,,,,
1,7,717,2,478,79081,2,1020,2,10,,,,,,,,,,,,,,,,8000,211,1,,1.5900000333786,1,2,,,,,,
1,7,717,2,478,79082,1,1020,2,10,,,,,,,,,,,,,,,,40,150,1,,25.25,1,2,,,,,,
1,7,717,2,478,79082,1,1060,1,,,8,2018,2,,,18,11,,1,1.208899974823,4500,1,9,2018,,,,,,1,2,,,,,,
1,7,717,2,478,79082,1,1121,1,,,10,2018,2,,,1600,211,1,,2.95499992370605,320000,1,1,2019,,,,,,1,,,,,,,
1,7,717,2,478,79082,1,2120,1,,,8,2018,2,,,11,11,,,2.03299999237061,3300,1,10,2018,,,,,,2,,,,,,,
1,7,717,2,478,79082,2,1110,1,,,10,2018,2,,,15,150,1,1,,75000,1,11,2018,,,,,,1,,,,,,,
1,7,717,2,478,79082,3,1020,2,10,,,,,,,,,,,,,,,,45,130,12,,100,1,2,,,,,,
1,7,717,2,478,79083,1,1020,1,,,12,2018,2,,,30,130,12,,100,60000,1,1,2019,,,,,,1,2,,,,,,
1,7,717,2,478,79083,2,1121,1,,,12,2018,2,,,250,211,1,,2.95499992370605,50000,1,12,2018,,,,,,1,2,,,,,,
1,7,717,2,478,79083,3,1080,1,,,11,2018,2,,,10,130,11,1,18,25000,1,12,2018,,,,,,1,2,,,,,,
1,7,717,2,478,79083,3,1123,1,,,11,2018,2,,,15,150,2,,58,40000,1,12,2018,,,,,,1,2,,,,,,
1,7,717,2,478,79083,4,1020,1,,,10,2018,2,,,10,130,12,,100,30000,1,11,2018,,,,,,1,2,,,,,,
1,7,717,2,478,79083,4,1060,1,,,9,2018,2,,,7,150,2,1,14.5075006484985,17000,1,10,2018,,,,,,1,2,,,,,,
1,7,717,2,478,79083,5,1020,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,717,2,478,79083,5,1121,1,,,12,2018,2,,,150,211,1,,2.95499992370605,30000,1,12,2018,,,,,,1,2,,,,,,
1,7,717,2,478,79083,6,1020,2,10,,,,,,,,,,,,,,,,30,130,12,,100,1,2,,,,,,
1,7,717,2,478,79083,6,1123,1,,,12,2018,2,,,15,150,2,,58,45000,1,1,2019,,,,,,1,2,,,,,,
1,7,717,2,478,79084,1,1020,2,10,,,,,,,,,,,,,,,,24,170,,,99.3000030517578,1,,,,,,,
1,7,717,2,478,79084,2,1020,2,10,,,,,,,,,,,,,,,,15,170,,,99.3000030517578,1,,,,,,,
1,7,717,2,478,79084,2,1060,1,,,9,2018,2,,,35,11,,1,1.208899974823,8750,1,9,2018,,,,,,1,,,,,,,
1,7,718,2,504,79085,1,1121,1,,,12,2018,1,1,33,160,211,1,,2.95499992370605,40000,2,,,350,211,1,,2.95499992370605,1,,,,,,,
1,7,718,2,504,79085,2,1020,1,,,11,2018,1,1,25,2,130,11,,50,5000,2,,,7,130,11,,50,1,,,,,,,
1,7,718,2,504,79085,3,1060,1,,,7,2018,2,,,10,150,2,1,14.5075006484985,35000,1,8,2018,,,,,,1,,,,,,,
1,7,718,2,504,79085,4,1020,2,10,,,,,,,,,,,,,,,,10,130,11,,50,1,,,,,,,
1,7,718,2,504,79087,1,1020,2,9,,,,,,,,,,,,,,,,30,130,11,,50,1,,,,,,,
1,7,718,2,504,79087,2,1121,2,10,,,,,,,,,,,,,,,,210,211,1,,2.95499992370605,1,,,,,,,
1,7,718,2,504,79090,1,1121,1,,,10,2018,1,1,50,200,211,1,,2.95499992370605,30000,2,,,300,211,1,,2.95499992370605,1,,,,,,,
1,7,718,2,504,79090,2,1020,2,10,,,,,,,,,,,,,,,,70,130,12,,100,1,,,,,,,
1,7,718,2,504,79091,1,1121,1,,,10,2018,1,1,66,250,211,1,,2.95499992370605,37500,2,,,200,211,1,,2.95499992370605,1,2,,,,,,
1,7,718,2,504,79091,2,1020,2,10,,,,,,,,,,,,,,,,90,130,12,,100,1,,,,,,,
1,7,718,2,504,79092,1,1020,2,10,,,,,,,,,,,,,,,,8,170,,,99.3000030517578,1,,,,,,,
1,7,718,2,504,79092,1,1080,1,,,7,2018,2,,,1,150,2,2,57.4000015258789,4800,1,8,2018,,,,,,1,,,,,,,
1,7,718,2,504,79092,2,1020,2,10,,,,,,,,,,,,,,,,10,170,,,99.3000030517578,1,,,,,,,
1,7,718,2,504,79092,2,1080,1,,,8,2018,2,,,2,150,2,2,57.4000015258789,9600,1,9,2018,,,,,,1,,,,,,,
1,7,718,2,504,79092,3,1121,1,,,9,2018,2,,,280,211,1,,2.95499992370605,42000,1,12,2018,,,,,,1,,,,,,,
1,7,718,2,504,79093,1,1080,1,,,8,2018,2,,,1,150,2,2,57.4000015258789,4800,1,9,2018,,,,,,2,,,,,,,
1,7,718,2,504,79093,1,1121,1,,,8,2018,2,,,500,211,0,,2.08999991416931,50000,1,1,2019,,,,,,2,,,,,,,
1,7,718,2,504,79093,2,1080,1,,,9,2018,2,,,1,150,2,2,57.4000015258789,4800,1,10,2018,,,,,,2,,,,,,,
1,7,718,2,504,79093,3,1010,1,,,11,2018,2,,,1,150,2,2,,13200,1,12,2018,,,,,,2,,,,,,,
1,7,718,2,504,79093,4,1020,2,10,,,,,,,,,,,,,,,,6,170,,,99.3000030517578,2,,,,,,,
1,7,718,2,504,79093,4,1080,1,,,8,2018,2,,,1,150,2,2,57.4000015258789,4800,1,10,2018,,,,,,2,,,,,,,
1,7,718,2,504,79094,1,1020,1,,,11,2018,1,1,25,4,150,2,,46,4800,2,,,12,150,2,,46,1,2,,,,,,
1,7,718,2,504,79094,2,1121,1,,,9,2018,2,,,160,211,0,,2.08999991416931,16000,1,12,2018,,,,,,1,,,,,,,
1,7,718,2,504,79094,3,1020,2,10,,,,,,,,,,,,,,,,8,150,2,,46,1,2,,,,,,
1,7,718,2,504,79094,3,1080,1,,,10,2018,2,,,1,150,2,2,57.4000015258789,4800,1,11,2018,,,,,,1,2,,,,,,
1,7,718,2,504,79095,1,1020,2,10,,,,,,,,,,,,,,,,5,150,1,,25.25,1,2,,,,,,
1,7,718,2,504,79095,1,1123,2,10,,,,,,,,,,,,,,,,230,211,1,,2.95499992370605,1,,,,,,,
1,7,718,2,504,79095,2,1121,1,,,10,2018,1,1,66,500,211,1,,2.95499992370605,150000,2,,,250,211,1,,2.95499992370605,1,,,,,,,
1,7,718,2,504,79095,3,1020,1,,,11,2018,1,1,50,21,170,,,99.3000030517578,31500,2,,,21,170,,,99.3000030517578,1,2,,,,,,
1,7,718,2,504,79096,1,1020,1,,,11,2018,1,1,66,40,170,,,99.3000030517578,60000,2,,,20,170,,,99.3000030517578,1,,,,,,,
1,7,718,2,504,79096,2,1020,2,10,,,,,,,,,,,,,,,,10,170,,,99.3000030517578,1,,,,,,,
1,7,718,2,504,79096,2,1121,1,,,10,2018,1,1,75,600,211,1,,2.95499992370605,180000,2,,,300,211,1,,2.95499992370605,1,,,,,,,
1,7,718,2,504,79096,3,1020,2,10,,,,,,,,,,,,,,,,12,170,,,99.3000030517578,1,,,,,,,
1,7,718,2,504,79096,3,1080,1,,,8,2018,2,,,4,150,1,1,8.37720012664795,4800,1,9,2018,,,,,,1,,,,,,,
1,7,718,2,1228,79097,1,1121,1,,,12,2018,2,,,300,211,1,,2.95499992370605,60000,2,,,100,211,1,,2.95499992370605,1,,,,,,,
1,7,718,2,1228,79097,2,1020,2,10,,,,,,,,,,,,,,,,17,130,11,,50,1,,,,,,,
1,7,718,2,1228,79098,1,1020,2,10,,,,,,,,,,,,,,,,15,150,1,,25.25,1,,,,,,,
1,7,718,2,1228,79098,1,1080,1,,,8,2018,2,,,14,90,0,1,0.698400020599365,4200,1,9,2018,,,,,,1,,,,,,,
1,7,718,2,1228,79098,1,1123,1,,,11,2018,2,,,280,211,1,,2.95499992370605,47600,1,1,2019,,,,,,1,,,,,,,
1,7,718,2,1228,79098,2,1020,1,,,11,2018,1,1,25,10,150,1,,25.25,10000,2,,,30,150,1,,25.25,1,,,,,,,
1,7,718,2,1228,79098,3,1020,2,10,,,,,,,,,,,,,,,,17,150,1,,25.25,1,,,,,,,
1,7,718,2,1228,79098,3,1080,1,,,8,2018,2,,,8,90,0,1,0.698400020599365,2400,1,9,2018,,,,,,1,,,,,,,
1,7,718,2,1228,79099,1,1020,1,,,11,2018,1,1,25,3,130,11,,50,6000,2,,,10,130,11,,50,1,,,,,,,
1,7,718,2,1228,79099,2,1121,1,,,12,2018,1,1,33,140,211,1,,2.95499992370605,28000,2,,,250,211,1,,2.95499992370605,1,,,,,,,
