"zone","state","lga","sector","ea","hhid","plotid","cropcode","sa3iq3","sa3iq4","sa3iq4_os","sa3iq4a1","sa3iq4a2","sa3iq4b","sa3iq4c","sa3iq5","sa3iq6i","sa3iq6ii","sa3iq6_4","sa3iq6_2","sa3iq6_conv","sa3iq6a","sa3iq6b","sa3iq6c1","sa3iq6c2","sa3iq6d1","sa3iq6d2","sa3iq6d4","sa3iq6d2a","sa3iq6d_conv","sa3iq6e_1","sa3iq6e_2","sa3iq6e_3","sa3iq6e_4","sa3iq6e_5","sa3iq6e_6","sa3iq6e_7","sa3iq6e_8"
3,33,3304,2,418,330063,3,1070,1,,,12,2018,2,,,1,130,11,,50,9500,1,12,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330063,3,1100,1,,,10,2018,2,,,10,130,11,,50,100000,1,11,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330063,4,1010,1,,,11,2018,2,,,20,50,2,2,2.40199995040894,10000,1,11,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330063,4,1070,1,,,12,2018,2,,,1,130,11,,50,9500,1,12,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330063,4,1100,1,,,10,2018,2,,,3,130,11,,50,30000,1,10,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330064,1,1010,1,,,9,2018,2,,,20,50,2,2,2.40199995040894,10000,1,10,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330064,1,1070,1,,,9,2018,2,,,16,50,2,,2.65000009536743,4000,1,10,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330064,1,1100,1,,,8,2018,2,,,1,130,12,,100,10000,1,8,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330064,2,1010,1,,,9,2018,2,,,3,50,2,2,2.40199995040894,1500,1,10,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330064,2,1070,1,,,10,2018,2,,,8,50,2,,2.65000009536743,2000,1,10,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330064,2,1100,1,,,8,2018,2,,,20,50,2,,2.59999990463257,5000,1,8,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330064,3,1010,1,,,10,2018,2,,,25,50,2,2,2.40199995040894,12500,1,10,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330064,3,1070,1,,,10,2018,2,,,1,130,12,,100,10000,1,10,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330064,3,1100,1,,,8,2018,2,,,3,130,12,,100,30000,1,8,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330064,5,1010,1,,,10,2018,2,,,5,50,2,2,2.40199995040894,2500,1,10,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330064,5,1070,1,,,10,2018,2,,,4,50,2,,2.65000009536743,1000,1,10,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330064,5,1100,1,,,8,2018,2,,,24,50,2,,2.59999990463257,6000,1,8,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330065,1,1010,1,,,12,2018,2,,,30,50,2,2,2.40199995040894,15000,1,12,2018,,,,,,2,,,,,,,
3,33,3304,2,418,330065,1,1070,1,,,12,2018,2,,,2,130,11,,50,9500,1,12,2018,,,,,,2,,,,,,,
3,33,3304,2,418,330065,1,1100,1,,,8,2018,2,,,3,130,11,,50,30000,1,8,2018,,,,,,2,,,,,,,
3,33,3304,2,418,330066,1,1010,1,,,9,2018,2,,,1,130,11,2,50,20000,1,10,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330066,1,1070,1,,,10,2018,2,,,3,130,11,,50,28500,1,10,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330066,1,1100,1,,,9,2018,2,,,6,130,11,,50,60000,1,10,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330066,2,1010,1,,,10,2018,2,,,1,130,11,2,50,20000,1,11,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330066,2,1070,1,,,10,2018,2,,,2,130,11,,50,19000,1,10,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330066,2,1100,1,,,9,2018,2,,,4.5,130,11,,50,45000,1,9,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330067,1,1010,1,,,9,2018,2,,,20,50,2,2,2.40199995040894,10000,1,9,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330067,1,1070,1,,,10,2018,2,,,3,130,11,,50,28500,1,10,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330067,1,1100,1,,,9,2018,2,,,11,130,11,,50,110000,1,10,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330067,2,1010,2,11,"THE PLOT WAS RENTED OUT TO OTHER HH",,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,3304,2,418,330067,2,1070,2,11,"PLOT WAS RENTED OUT TO ANOTHER HH",,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,3304,2,418,330067,3,1010,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,3304,2,418,330067,3,1070,1,,,9,2018,2,,,1.5,130,11,,50,14250,1,9,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330067,3,1100,2,11,"NO MILLET WAS PLANTED ON THE PLOT",,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,3304,2,418,330067,4,1010,1,,,11,2018,2,,,11,50,2,2,2.40199995040894,5500,1,12,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330067,4,1070,1,,,10,2018,2,,,1.5,130,11,,50,14250,1,11,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330067,4,1100,1,,,10,2018,2,,,3,130,11,,50,30000,1,11,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330068,1,1010,1,,,12,2018,2,,,20,50,2,2,2.40199995040894,10000,1,12,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330068,1,1070,1,,,12,2018,2,,,2,130,11,,50,19000,1,12,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330068,1,1100,1,,,8,2018,2,,,3,130,11,,50,30000,1,8,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330068,2,1010,1,,,12,2018,2,,,10,50,2,2,2.40199995040894,4500,1,12,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330068,2,1070,1,,,12,2018,2,,,1,130,11,,50,9500,1,12,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330068,2,1100,1,,,8,2018,2,,,2,130,11,,50,20000,1,8,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330068,3,1010,1,,,12,2018,2,,,10,50,2,2,2.40199995040894,4500,1,12,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330068,3,1070,1,,,12,2018,2,,,1,130,11,,50,9500,1,12,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330068,3,1100,1,,,8,2018,2,,,3,130,11,,50,30000,1,8,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330069,1,1010,1,,,10,2018,2,,,1,130,11,2,50,20000,1,10,2018,,,,,,2,3,,,,,,
3,33,3304,2,418,330069,1,1070,1,,,11,2018,2,,,6,130,11,,50,57000,1,11,2018,,,,,,2,3,,,,,,
3,33,3304,2,418,330069,1,1100,1,,,9,2018,2,,,10,130,11,,50,100000,1,10,2018,,,,,,2,3,,,,,,
3,33,3304,2,418,330069,2,1010,1,,,10,2018,2,,,2,130,11,2,50,48000,1,11,2018,,,,,,2,3,,,,,,
3,33,3304,2,418,330069,2,1070,1,,,11,2018,2,,,4,130,11,,50,38000,1,11,2018,,,,,,2,3,,,,,,
3,33,3304,2,418,330069,2,1100,1,,,9,2018,2,,,3,130,11,,50,30000,1,10,2018,,,,,,2,3,,,,,,
3,33,3304,2,418,330070,1,1010,1,,,11,2018,2,,,1,130,10,2,25,5000,1,12,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330070,1,1070,1,,,10,2018,2,,,2.5,130,11,,50,23750,1,10,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330070,1,1100,1,,,9,2018,2,,,3,130,11,,50,30000,1,9,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330070,2,1010,1,,,10,2018,2,,,13,50,2,2,2.40199995040894,6500,1,10,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330070,2,1070,1,,,11,2018,2,,,3,130,11,,50,28500,1,11,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330070,2,1100,1,,,9,2018,2,,,2.5,130,11,,50,25000,1,9,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330070,3,1010,1,,,11,2018,2,,,6,50,2,2,2.40199995040894,3000,1,11,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330070,3,1070,1,,,10,2018,2,,,2,130,11,,50,19000,1,10,2018,,,,,,1,,,,,,,
3,33,3304,2,418,330070,3,1100,1,,,9,2018,2,,,1.5,130,11,,50,15000,1,9,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339001,1,1010,1,,,11,2018,2,,,2,130,10,2,25,7000,1,12,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339001,1,1070,1,,,12,2018,2,,,1,130,11,,50,7000,1,12,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339001,1,1100,1,,,10,2018,2,,,3,130,11,,50,28500,1,10,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339001,2,1010,1,,,11,2018,2,,,1,130,11,2,50,12250,1,12,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339001,2,1070,1,,,12,2018,2,,,1,130,11,,50,7000,1,12,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339001,2,1100,1,,,10,2018,2,,,2,130,11,,50,19000,1,10,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339001,4,1010,1,,,11,2018,2,,,3,130,11,2,50,36750,1,12,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339001,4,1070,1,,,12,2018,2,,,2,130,11,,50,14000,1,12,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339001,4,1100,1,,,10,2018,2,,,4,130,11,,50,38000,1,10,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339001,5,1010,1,,,11,2018,2,,,5,130,11,2,50,61250,1,12,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339001,5,1070,1,,,12,2018,2,,,3,130,11,,50,21000,1,12,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339001,5,1100,1,,,12,2018,2,,,6,130,11,,50,42000,1,12,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339002,1,1010,1,,,11,2018,1,2,75,30,50,2,2,2.40199995040894,18000,1,11,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339002,1,1070,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,3302,2,816,339002,1,1100,1,,,8,2018,2,,,4,130,11,,50,44000,1,8,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339003,1,1010,1,,,10,2018,2,,,2,130,11,2,50,40000,1,11,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339003,1,1070,1,,,11,2018,2,,,2,130,12,,100,18000,1,11,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339003,1,1100,1,,,10,2018,2,,,19,130,11,,50,190000,1,10,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339004,1,1010,1,,,11,2018,2,,,20,50,2,2,2.40199995040894,12000,1,12,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339004,1,1070,1,,,11,2018,2,,,1,130,12,,100,9500,1,12,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339004,1,1100,1,,,9,2018,2,,,1,130,12,,100,11000,1,10,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339004,3,1010,1,,,10,2018,2,,,5,50,2,2,2.40199995040894,3000,1,11,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339004,3,1100,1,,,9,2018,2,,,1,130,11,,50,5500,1,10,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339004,4,1010,1,,,10,2018,2,,,7,50,2,2,2.40199995040894,4200,1,11,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339004,4,1100,1,,,9,2018,2,,,5,130,12,,100,55000,1,10,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339005,1,1010,1,,,10,2018,2,,,2,50,2,1,2.40199995040894,1200,1,10,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339005,1,1070,1,,,10,2018,2,,,2,130,11,,50,19000,1,11,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339005,1,1100,1,,,9,2018,2,,,8,130,11,,50,88000,1,10,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339005,2,1010,1,,,10,2018,2,,,10,50,2,1,2.40199995040894,6000,1,11,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339005,2,1070,1,,,10,2018,2,,,2,130,11,,50,19000,1,11,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339005,2,1100,1,,,9,2018,2,,,10,130,11,,50,110000,1,10,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339005,3,1010,1,,,10,2018,2,,,5,50,2,1,2.40199995040894,3000,1,11,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339005,3,1070,1,,,10,2018,2,,,1,130,10,,25,4250,1,11,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339005,3,1100,1,,,9,2018,2,,,3,130,11,,50,33000,1,10,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339005,4,1010,1,,,11,2018,2,,,10,50,2,1,2.40199995040894,6000,1,12,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339005,4,1070,1,,,11,2018,2,,,1,130,11,,50,9500,1,12,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339005,4,1100,1,,,9,2018,2,,,3,130,11,,50,33000,1,10,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339006,1,1010,1,,,8,2018,2,,,70,30,0,2,0.980000019073486,17500,1,9,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339006,1,1070,1,,,9,2018,2,,,70,30,2,,1.44500005245209,9800,1,10,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339006,1,1100,1,,,8,2018,2,,,70,50,2,,2.59999990463257,17500,1,9,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339006,2,1010,1,,,8,2018,2,,,20,30,0,2,0.980000019073486,5000,1,9,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339006,2,1070,1,,,9,2018,2,,,20,30,0,,1.14499998092651,3000,1,9,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339006,2,1100,1,,,8,2018,2,,,14,50,2,,2.59999990463257,3500,1,9,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339006,3,1010,1,,,8,2018,2,,,6,50,2,2,2.40199995040894,3000,1,9,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339006,3,1070,1,,,9,2018,2,,,3,130,12,,100,36000,1,9,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339006,3,1100,1,,,8,2018,2,,,5,130,12,,100,60000,1,9,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339009,1,1010,1,,,8,2018,2,,,60,30,0,2,0.980000019073486,24000,1,9,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339009,1,1070,1,,,11,2018,2,,,40,30,0,,1.14499998092651,6000,1,11,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339009,1,1100,1,,,8,2018,2,,,300,30,0,,1.13499999046326,52500,1,9,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339010,1,1010,1,,,11,2018,2,,,30,30,0,2,0.980000019073486,7500,1,11,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339010,1,1070,1,,,11,2018,2,,,30,30,0,,1.14499998092651,4500,1,11,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339010,1,1100,1,,,8,2018,2,,,10,130,12,,100,120000,1,8,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339010,2,1010,1,,,11,2018,2,,,20,30,0,2,0.980000019073486,5000,1,11,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339010,2,1070,1,,,11,2018,2,,,10,30,0,,1.14499998092651,1750,1,12,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339010,2,1100,1,,,4,2018,2,,,2,130,12,,100,20000,1,8,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339011,1,1010,1,,,11,2018,2,,,1,130,10,2,25,6250,1,11,2018,,,,,,1,2,,,,,,
3,33,3302,2,816,339011,1,1070,1,,,12,2018,2,,,2,130,10,,25,3250,1,12,2018,,,,,,1,2,,,,,,
3,33,3302,2,816,339011,1,1100,1,,,8,2018,2,,,8,130,10,,25,28000,1,9,2018,,,,,,1,2,,,,,,
3,33,3302,2,816,339011,2,1010,1,,,11,2018,1,4,75,1,130,10,2,25,6250,1,12,2018,,,,,,1,2,,,,,,
3,33,3302,2,816,339011,2,1070,1,,,12,2018,2,,,2,130,10,,25,7000,1,12,2018,,,,,,1,2,,,,,,
3,33,3302,2,816,339011,2,1100,1,,,8,2018,2,,,6,130,10,,25,21000,1,9,2018,,,,,,1,2,,,,,,
3,33,3302,2,816,339011,3,1010,1,,,11,2018,2,,,2,130,10,2,25,13000,1,11,2018,,,,,,1,2,,,,,,
3,33,3302,2,816,339011,3,1070,1,,,12,2018,2,,,1,130,10,,25,3250,1,12,2018,,,,,,1,2,,,,,,
3,33,3302,2,816,339011,3,1100,1,,,8,2018,2,,,10,130,10,,25,35000,1,12,2018,,,,,,1,2,,,,,,
3,33,3302,2,816,339012,1,1010,1,,,11,2018,2,,,1,130,10,2,25,6250,1,11,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339012,1,1070,1,,,12,2018,2,,,1,130,10,,25,5000,1,12,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339012,1,1100,1,,,9,2018,2,,,1,130,12,,100,12000,1,10,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339012,2,1010,1,,,11,2018,2,,,20,30,0,2,0.980000019073486,3000,1,12,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339012,2,1070,1,,,12,2018,2,,,20,30,0,,1.14499998092651,2000,1,12,2018,,,,,,1,,,,,,,
3,33,3302,2,816,339012,2,1100,1,,,8,2018,2,,,5,50,2,,2.59999990463257,1000,1,9,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339013,1,1010,1,,,11,2018,2,,,25,50,2,2,2.40199995040894,12500,1,11,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339013,1,1060,1,,,11,2018,2,,,1,130,11,1,35,8000,1,11,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339013,1,1100,1,,,9,2018,2,,,2,130,11,,50,19200,1,10,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339013,2,1010,1,,,9,2018,2,,,20,50,2,2,2.40199995040894,10000,1,10,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339013,2,1060,1,,,9,2018,2,,,2,130,11,1,35,16000,1,9,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339013,2,1100,1,,,10,2018,2,,,2,130,11,,50,19200,1,10,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339013,3,1010,1,,,11,2018,2,,,15,50,2,2,2.40199995040894,7500,1,11,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339013,3,1060,1,,,10,2018,2,,,1,130,11,1,35,8000,1,11,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339013,3,1100,1,,,10,2018,2,,,2,130,11,,50,19200,1,11,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339013,4,1010,1,,,10,2018,2,,,25,50,2,2,2.40199995040894,12500,1,10,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339013,4,1100,1,,,9,2018,2,,,3,130,11,,50,28800,1,10,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339014,1,1010,1,,,10,2018,2,,,2,130,11,2,50,24000,1,10,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339014,1,1100,1,,,8,2018,2,,,3,130,11,,50,14400,1,8,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339014,2,1060,1,,,8,2018,2,,,1,130,12,1,70,12000,1,8,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339014,2,1100,1,,,8,2018,2,,,6,130,11,,50,28800,1,8,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339015,1,1010,1,,,10,2018,2,,,1,130,11,2,50,12000,1,10,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339015,1,1060,1,,,8,2018,2,,,1,130,12,1,70,13000,1,8,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339015,1,1100,1,,,8,2018,2,,,2,130,11,,50,10000,1,8,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339015,2,1010,1,,,10,2018,2,,,1,130,11,2,50,12000,1,10,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339015,2,1060,1,,,8,2018,2,,,1,130,12,1,70,13000,1,8,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339015,2,1100,1,,,8,2018,2,,,2,130,11,,50,10000,1,8,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339017,1,1010,1,,,11,2018,2,,,15,50,2,2,2.40199995040894,15000,1,11,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339017,1,1060,1,,,9,2018,2,,,1,130,10,2,25,12000,1,9,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339017,1,1100,1,,,9,2018,2,,,3,130,11,,50,28800,1,9,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339017,2,1010,1,,,11,2018,2,,,11,50,2,2,2.40199995040894,6600,1,11,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339017,2,1100,1,,,9,2018,2,,,2,130,11,,50,19200,1,9,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339017,3,1010,1,,,10,2018,2,,,9,50,2,2,2.40199995040894,5400,1,10,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339017,3,1100,1,,,9,2018,2,,,1.5,130,11,,50,14400,1,9,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339018,1,1070,1,,,10,2018,2,,,3.5,130,11,,50,32800,1,10,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339018,1,1100,1,,,9,2018,2,,,7,130,11,,50,78400,1,10,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339018,2,1010,1,,,10,2018,2,,,23,50,2,2,2.40199995040894,13800,1,10,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339018,2,1070,1,,,11,2018,2,,,1,130,11,,50,9600,1,11,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339018,2,1100,1,,,9,2018,2,,,3.5,130,11,,50,39200,1,9,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339018,3,1110,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,3305,2,846,339020,1,1010,1,,,11,2018,2,,,8,50,2,2,2.40199995040894,4800,1,11,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339020,1,1060,2,11,"INSECURITY ISSUE",,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,3305,2,846,339020,1,1100,1,,,9,2018,2,,,2,130,11,,50,19200,1,9,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339020,2,1010,1,,,12,2018,2,,,20,50,2,2,2.40199995040894,12000,1,12,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339020,2,1060,2,11,"INSECURITY ISSUES",,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,3305,2,846,339020,2,1100,1,,,9,2018,2,,,13,130,11,,50,145600,1,9,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339021,1,1010,1,,,11,2018,2,,,8,50,2,2,2.40199995040894,4400,1,12,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339021,1,1060,1,,,11,2018,2,,,1,130,11,1,35,10000,1,11,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339021,1,1100,1,,,10,2018,2,,,3,130,11,,50,33000,1,10,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339021,2,1010,2,11,"USE BEANS FOR ANIMAL FEEDING",,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,3305,2,846,339021,2,1060,1,,,10,2018,2,,,1,130,11,1,35,10000,1,11,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339021,2,1100,1,,,9,2018,2,,,2,130,11,,50,22000,1,10,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339021,3,1010,2,11,"USE BEANS FOR ANIMAL FEEDING",,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,3305,2,846,339021,3,1100,1,,,9,2018,2,,,2,130,11,,50,22000,1,10,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339022,1,1010,1,,,11,2018,1,5,75,12,50,2,2,2.40199995040894,6600,1,12,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339022,1,1060,1,,,10,2018,1,5,66,2,130,11,1,35,20000,1,11,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339022,1,1100,1,,,9,2018,1,5,75,2,130,11,,50,22000,1,10,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339022,2,1010,1,,,11,2018,1,5,66,5,50,2,2,2.40199995040894,2750,1,12,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339022,2,1060,1,,,11,2018,1,5,66,1,130,11,1,35,10000,1,11,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339022,2,1100,1,,,9,2018,1,5,66,1,130,11,,50,11000,1,10,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339022,3,1060,1,,,11,2018,1,5,66,1,130,11,1,35,10000,1,11,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339022,3,1100,1,,,9,2018,1,5,50,1,130,11,,50,11000,1,11,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339023,1,1010,1,,,11,2018,2,,,12,50,2,2,2.40199995040894,6600,1,12,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339023,1,1070,1,,,11,2018,2,,,1,130,11,,50,10000,1,12,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339023,1,1100,1,,,9,2018,2,,,2,130,11,,50,22000,1,10,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339023,2,1010,1,,,11,2018,2,,,6,50,2,2,2.40199995040894,3300,1,12,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339023,2,1100,1,,,9,2018,2,,,1,130,11,,50,11000,1,10,2018,,,,,,1,,,,,,,
3,33,3305,2,846,339023,3,1100,1,,,9,2018,2,,,2,130,11,,50,22000,1,10,2018,,,,,,1,,,,,,,
3,33,3318,2,1498,339026,1,1080,1,,,10,2018,2,,,1,130,11,2,50,11200,1,10,2018,,,,,,1,,,,,,,
3,33,3318,2,1498,339026,2,1010,1,,,11,2018,2,,,25,50,2,2,2.40199995040894,12500,1,11,2018,,,,,,1,,,,,,,
3,33,3318,2,1498,339026,2,1100,1,,,10,2018,2,,,5,130,11,,50,52000,1,11,2018,,,,,,1,,,,,,,
3,33,3318,2,1498,339026,3,1010,1,,,11,2018,2,,,10,50,2,2,2.40199995040894,5000,1,11,2018,,,,,,1,,,,,,,
3,33,3318,2,1498,339026,3,1100,1,,,10,2018,2,,,1.5,130,11,,50,15600,1,11,2018,,,,,,1,,,,,,,
3,33,3318,2,1498,339026,4,1010,1,,,11,2018,2,,,35,50,2,2,2.40199995040894,17500,1,11,2018,,,,,,1,,,,,,,
3,33,3318,2,1498,339026,4,1100,1,,,10,2018,2,,,6,130,11,,50,62400,1,11,2018,,,,,,1,,,,,,,
3,33,3318,2,1498,339026,5,1010,1,,,10,2018,2,,,40,50,2,2,2.40199995040894,20000,1,11,2018,,,,,,1,,,,,,,
3,33,3318,2,1498,339026,5,1100,1,,,10,2018,2,,,1,130,11,,50,10400,1,11,2018,,,,,,1,,,,,,,
3,33,3318,2,1498,339027,1,1010,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
