"zone","state","lga","sector","ea","hhid","lid","s4cq2b","s4cq2b_os","s4cq18_1","s4cq18_2","s4cq18_3","s4cq4","s4cq4_os","s4cq19","s4cq20","s4cq21a","s4cq21b","s4cq22","s4cq23_1","s4cq23_2","s4cq23_3","s4cq23_os","s4cq24","s4cq25a","s4cq25b","s4cq26","s4cq7","s4cq8","s4cq8b","s4cq9","s4cq27a","s4cq27b","s4cq10","s4cq10b","s4cq11"
6,24,2419,1,330,240090,1,3,,1,,,5,,70000,2,2,2,2,,,,,2,,,,,,,,,,,,
6,24,2405,1,134,240112,1,6,,2,,,5,,200000,1,0,,2,,,,,1,0,,200000,1,5,2018,2,,,12,2018,300000
6,24,2405,1,134,240114,1,5,,2,,,6,,5000,1,0,,2,,,,,1,0,,5000,1,6,2018,1,7,2018,,,5000
6,24,2405,1,134,240115,1,3,,3,,,5,,150000,4,3,2,1,1,,,,,,,,,,,,,,,,
6,24,2405,1,134,240115,2,3,,2,,,5,,300000,4,2,2,1,1,,,,,,,,,,,,,,,,
6,24,2413,1,306,240127,1,3,,2,,,12,,40000,1,1,2,2,,,,,1,2,1,40000,2,11,2017,1,5,2018,,,50000
6,24,2401,1,884,249016,1,3,,2,,,5,,40000,1,2,2,2,,,,,1,0,,40000,2,11,2017,1,5,2018,,,49000
6,24,2401,1,884,249016,2,3,,2,,,5,,50000,1,2,2,2,,,,,1,0,,50000,2,6,2018,2,,,11,2018,67200
6,24,2401,1,1664,249029,1,6,,2,,,10,,200000,1,1,2,2,,,,,1,0,,200000,2,10,2017,1,4,2018,,,240000
6,24,2401,1,1664,249031,1,1,,1,,,1,,500000,1,30,1,2,,,,,1,31,1,475000,1,7,2017,2,,,9,2018,500000
6,24,2403,1,1444,249038,1,1,,2,,,10,,1000000,1,1,3,2,,,,,1,3,3,1000000,2,6,2018,2,,,2,2019,1040000
6,24,2403,1,1444,249040,1,3,,1,,,13,"HOUSE RENT PAYMENT",70000,1,1,2,2,,,,,1,2,2,70000,1,6,2018,2,,,12,2018,80500
6,24,2404,1,1342,249057,1,3,,2,,,8,,50000,1,1,2,2,,,,,1,1,2,50000,2,5,2018,2,,,11,2018,57500
6,24,2404,1,1342,249058,1,3,,2,,,5,,50000,1,2,2,2,,,,,1,1,2,48500,1,3,2018,2,,,8,2018,57500
6,24,2404,1,1342,249059,1,3,,2,,,5,,200000,1,1,2,2,,,,,1,1,2,200000,2,8,2017,1,8,2018,,,240000
6,24,2405,1,152,249070,1,3,,1,,,2,,5000000,4,0,,1,6,,,,,,,,,,,,,,,,
6,24,2405,1,588,249073,1,5,,2,,,13,"HOUSE RENT",80000,1,1,2,2,,,,,1,3,1,80000,1,2,2018,2,,,9,2018,90000
6,24,2405,1,588,249074,1,4,,1,,,11,,12500,1,0,,2,,,,,1,0,,12250,1,6,2018,2,,,7,2018,12500
6,24,2405,1,1292,249085,1,4,,1,,,10,,500000,1,2,2,2,,,,,1,2,2,480000,2,8,2017,2,,,9,2020,520000
6,24,2405,1,1292,249090,1,1,,2,,,10,,600000,3,,,2,,,,,2,,,,,,,,,,,,
6,24,2410,1,2522,249098,1,3,,2,,,5,,50000,1,2,1,2,,,,,1,0,,14000,2,3,2018,1,6,2018,,,15000
6,24,2415,1,550,249116,1,4,,1,,,7,,65000,1,0,,2,,,,,1,0,,65000,2,5,2018,2,,,11,2019,75000
6,24,2415,1,550,249119,1,4,,1,,,5,,1200000,4,0,,1,2,,,,,,,,,,,,,,,,
6,24,2416,1,176,249125,1,3,,1,,,5,,300000,1,2,2,2,,,,,1,2,2,300000,1,4,2018,2,,,9,2018,330000
6,24,2416,1,2028,249134,1,3,,2,,,5,,500000,4,0,,1,2,,,,,,,,,,,,,,,,
6,24,2416,1,2028,249134,2,3,,2,,,5,,1000000,4,0,,1,7,,,"INTEREST RATE IS HIGH",,,,,,,,,,,,,
6,24,2416,1,2028,249144,1,3,,1,,,5,,500000,3,,,2,,,,,2,,,,,,,,,,,,
6,24,2418,1,920,249150,1,6,,2,,,5,,50000,1,0,,2,,,,,1,0,,50000,2,9,2017,1,12,2017,,,50000
6,24,2418,1,920,249150,2,6,,2,,,8,,60000,1,0,,2,,,,,1,0,,60000,1,1,2018,1,3,2018,,,60000
6,24,2418,1,920,249154,1,6,,1,,,5,,500000,4,3,3,1,3,,,,,,,,,,,,,,,,
6,24,2418,1,1090,249161,1,1,,2,,,5,,100000,1,2,2,2,,,,,1,1,2,100000,1,10,2017,1,5,2018,,,120000
6,24,2418,1,1090,249166,1,6,,1,,,8,,700000,1,2,2,2,,,,,1,0,,450000,2,6,2018,2,,,12,2018,450000
6,24,2418,1,2276,249182,1,9,"LOCAL GOVERNMENT OFFICE",2,,,5,,100000,4,5,2,1,6,,,,,,,,,,,,,,,,
6,24,2418,1,2276,249188,1,2,,1,,,1,,1000000,1,3,2,2,,,,,1,1,2,1000000,1,11,2017,2,,,10,2018,1200000
6,24,2419,1,488,249197,1,7,,1,,,1,,100000,1,0,,2,,,,,1,0,,100000,1,7,2017,1,12,2017,,,125000
6,24,2419,1,488,249199,1,4,,2,,,5,,200000,4,1,3,1,4,,,,,,,,,,,,,,,,
6,24,2419,1,488,249201,1,6,,2,,,11,,3000,1,0,,2,,,,,1,0,,,1,4,2018,1,5,2018,,,3000
6,24,2419,1,488,249202,1,1,,1,,,11,,30000,1,1,1,2,,,,,1,1,2,30000,1,6,2018,2,,,8,2018,34000
6,24,2420,1,10,249213,1,3,,2,,,5,,300000,1,1,2,2,,,,,1,1,2,300000,2,6,2018,2,,,12,2019,450000
6,24,2420,1,300,249223,1,3,,2,,,5,,80000,1,3,1,2,,,,,1,1,2,80000,2,12,2017,1,3,2018,,,135000
6,24,2420,1,300,249223,2,3,,2,,,13,"TO BOOST BUSINESS",110000,1,2,1,2,,,,,1,1,2,110000,2,7,2018,2,,,1,2019,165000
6,24,2420,1,300,249225,1,4,,1,,,5,,1000000,3,,,2,,,,,2,,,,,,,,,,,,
6,24,2420,1,1580,249233,1,1,,1,,,6,,1000000,2,3,2,2,,,,,2,,,,,,,,,,,,
6,24,2420,1,1580,249235,1,3,,1,,,6,,1000000,2,2,2,2,,,,,2,,,,,,,,,,,,
6,24,2420,1,1580,249236,1,3,,1,,,6,,400000,4,3,3,1,1,,,,,,,,,,,,,,,,
6,24,2401,1,396,249242,1,6,,1,,,5,,130000,1,0,,2,,,,,1,0,,130000,2,12,2017,2,,,10,2018,130000
6,24,2405,1,588,249253,1,3,,2,,,5,,70000,1,2,2,2,,,,,1,2,2,70000,2,2,2018,2,,,8,2018,80300
1,25,2504,2,222,250016,1,4,,1,,,1,,700000,1,3,2,2,,,,,1,1,3,600000,2,8,2017,2,,,7,2019,750000
1,25,2504,2,222,250020,1,4,,1,,,1,,500000,4,1,3,1,2,,,,,,,,,,,,,,,,
1,26,2613,2,1462,260156,1,4,,1,,,2,,100000,4,2,2,1,4,,,,,,,,,,,,,,,,
1,26,2603,1,450,269011,1,1,,1,,,9,,300000,1,4,2,2,,,,,1,0,,300000,1,2,2018,2,,,1,2020,330000
1,26,2608,2,786,269034,1,1,,1,,,6,,50000,1,1,3,2,,,,,1,1,3,50000,1,9,2017,1,12,2017,,,53000
1,26,2624,2,118,269077,1,6,,1,,,5,,20000,1,10,1,2,,,,,1,2,1,20000,1,1,2018,2,,,11,2018,22500
6,27,2701,1,506,270001,1,6,,2,,,6,,10000,1,0,,2,,,,,1,0,,10000,1,4,2018,1,5,2018,,,10000
6,27,2701,1,506,270002,1,3,,2,,,5,,200000,1,1,3,2,,,,,1,0,,200000,2,4,2018,2,,,10,2018,249000
6,27,2701,1,506,270006,1,3,,1,,,5,,100000,1,3,2,2,,,,,1,3,2,100000,1,6,2018,2,,,12,2018,132000
6,27,2701,1,506,270009,1,4,,1,,,8,,100000,1,1,2,2,,,,,1,1,2,100000,1,1,2018,2,,,11,2018,118000
6,27,2711,1,710,270056,1,7,,2,,,5,,50000,1,0,,2,,,,,1,0,,50000,1,7,2018,2,,,2,2019,60000
6,27,2703,1,1612,270065,1,1,,9,,,1,,420000,1,30,1,2,,,,,1,2,1,420000,2,9,2017,2,,,10,2018,462000
5,10,1014,1,0,270099,1,4,,1,,,11,,250000,4,2,2,1,6,,,,,,,,,,,,,,,,
5,10,1014,1,0,270099,2,7,,1,,,11,,150000,1,1,2,2,,,,,1,1,2,150000,2,6,2018,2,,,11,2019,300000
6,27,2703,1,1076,270100,1,3,,2,,,6,,100000,1,3,1,2,,,,,1,0,,60000,2,2,2018,2,,,8,2018,78030
6,27,2705,2,568,279010,1,6,,2,,,11,,5000,1,5,1,2,,,,,1,0,,5000,1,7,2017,1,5,2018,,,5000
6,27,2706,2,362,279022,1,6,,1,,,6,,10000,4,4,3,1,1,5,,,,,,,,,,,,,,,
6,27,2711,2,1218,279025,1,4,,1,,,2,,1000000,3,,,2,,,,,2,,,,,,,,,,,,
6,27,2711,2,1218,279031,1,3,,1,,,5,,130000,1,1,2,2,,,,,1,1,2,130000,1,1,2018,2,,,8,2018,145000
6,27,2711,2,1218,279031,2,3,,1,,,5,,70000,1,1,2,2,,,,,1,1,2,70000,1,4,2018,2,,,10,2018,82000
6,27,2711,2,1218,279036,1,9,"LOCAL GOVERNMENT",2,,,5,,200000,4,6,3,1,6,,,,,,,,,,,,,,,,
6,27,2712,2,172,279038,1,2,,2,,,5,,70000,1,3,2,2,,,,,1,3,2,35000,2,8,2017,1,11,2017,,,42000
6,27,2712,2,356,279054,1,1,,1,,,1,,800000,1,1,3,2,,,,,1,1,2,800000,2,3,2018,2,,,3,2019,920000
6,27,2712,2,356,279057,1,1,,1,,,5,,30000,1,1,3,2,,,,,1,2,2,30000,1,3,2018,2,,,3,2019,37000
6,28,2804,1,340,280036,1,2,,1,,,5,,60000,1,2,2,2,,,,,1,3,2,60000,1,1,2018,2,,,10,2018,90000
6,28,2806,1,0,280037,1,1,,6,,,10,,800000,1,1,3,2,,,,,1,1,3,800000,2,12,2017,2,,,11,2019,840000
6,28,2804,1,340,280038,1,7,,2,,,5,,40000,1,3,2,2,,,,,1,0,,40000,2,4,2018,2,,,10,2018,82000
6,28,2804,1,340,280038,2,4,,1,,,6,,100000,1,4,3,2,,,,,1,1,3,100000,2,1,2018,2,,,12,2018,220000
6,28,2814,1,1876,280085,1,1,,1,,,13,"TO BAIL **NAME** OUT OF POLICE CASE THAT SHE WAS IMPLICATED",200000,1,0,,2,,,,,1,0,,200000,1,7,2018,2,,,12,2018,265000
6,28,2814,1,1876,280086,1,2,,2,,,5,,200000,1,2,3,2,,,,,1,1,3,200000,2,3,2018,2,,,10,2018,240000
6,28,2814,1,1876,280086,2,6,,2,,,5,,150000,1,3,3,2,,,,,1,0,,100000,1,6,2018,2,,,12,2018,115000
6,28,2814,1,0,280087,1,1,,2,,,5,,150000,1,6,2,2,,,,,1,1,2,100000,2,12,2017,2,,,9,2018,125000
6,28,2814,1,0,280089,1,6,,1,,,5,,700000,4,2,3,1,5,2,,,,,,,,,,,,,,,
6,28,2813,2,0,280114,1,5,,2,,,3,,50000,1,0,,2,,,,,1,1,2,50000,2,9,2018,2,,,10,2018,50500
6,28,2813,2,612,280116,1,9,"PERSON BUYING MY FARM PRODUCE",1,,,12,,10000,1,7,1,2,,,,,1,0,,10000,1,5,2018,2,,,10,2018,10000
6,28,2813,2,612,280117,1,1,,1,,,5,,100000,1,2,2,2,,,,,1,0,,100000,2,1,2018,1,6,2018,,,105000
6,28,2813,2,612,280118,1,1,,1,,,5,,100000,1,2,2,2,,,,,1,2,2,100000,1,8,2017,2,,,8,2018,120000
6,28,2805,2,498,289014,1,6,,1,,,12,,60000,1,1,3,2,,,,,1,0,,60000,2,6,2018,2,,,1,2019,60000
6,28,2805,2,498,289020,1,2,,2,,,5,,100000,1,0,,2,,,,,1,2,2,50000,2,3,2018,2,,,12,2018,60000
6,28,2808,2,1494,289026,1,1,,1,,,3,,300000,1,1,2,2,,,,,1,1,3,200000,1,1,2018,2,,,11,2019,230000
6,28,2808,2,1494,289031,1,9,"HIS LANDLORD AND BOSS",1,,,8,,5000,1,0,,2,,,,,1,0,,5000,1,2,2018,1,6,2018,,,5000
6,28,2808,2,1494,289035,1,6,,1,,,7,,10000,1,2,2,2,,,,,1,0,,6000,2,7,2018,2,,,12,2018,6000
6,28,2811,2,390,289037,1,1,,1,,,10,,200000,2,1,2,2,,,,,2,,,,,,,,,,,,
6,28,2811,2,390,289040,1,9,"MY COCOA BUYER",1,,,13,"REPAIR OF HOUSE",9000,1,0,,2,,,,,1,0,,9000,2,11,2017,2,,,11,2018,9000
6,28,2811,2,390,289040,2,9,"MY COCOA BUYER",1,,,13,"REPAIR OF HOUSE",18000,1,2,1,2,,,,,1,0,,18000,1,11,2017,2,,,11,2018,18000
6,28,2811,2,390,289044,1,1,,1,,,9,,300000,1,0,,2,,,,,1,0,,300000,1,3,2018,2,,,3,2019,330000
6,28,2814,1,662,289056,1,5,,1,,,5,,40000,1,4,2,2,,,,,1,7,1,40000,2,5,2018,2,,,8,2018,55000
6,28,2815,2,10,289064,1,6,,1,,,8,,20000,1,3,1,2,,,,,1,0,,20000,1,6,2018,2,,,12,2018,20000
6,29,2930,1,530,290002,1,3,,2,,,5,,60000,1,15,1,2,,,,,1,15,1,60000,1,7,2017,1,6,2018,,,68000
6,29,2930,1,530,290003,1,1,,2,,,5,,100000,1,1,3,2,,,,,1,2,3,100000,2,9,2017,2,,,2,2019,115000
6,29,2930,1,530,290007,1,1,,2,,,5,,80000,1,0,,2,,,,,1,0,,80000,1,3,2018,2,,,4,2019,96000
6,29,2930,1,530,290007,2,3,,1,,,2,,20000,2,1,3,2,,,,,2,,,,,,,,,,,,
6,29,2930,1,0,290009,1,3,,2,,,5,,20000,3,,,2,,,,,2,,,,,,,,,,,,
6,29,2930,1,1300,290034,1,2,,9,,,8,,50000,1,0,,2,,,,,1,0,,50000,1,2,2018,1,6,2018,,,50000
6,29,2930,1,1300,290040,1,2,,1,,,13,"TO BOOST BUSINESS CAPITAL",90000,1,3,2,2,,,,,1,1,1,90000,2,3,2018,2,,,8,2018,105000
6,29,2909,2,220,290046,1,6,,1,,,9,,350000,4,0,,1,6,,,,,,,,,,,,,,,,
6,29,2905,1,1096,290073,1,1,,3,8,,10,,250000,1,1,3,2,,,,,1,6,3,250000,1,1,2018,2,,,6,2019,275000
6,29,2905,1,1096,290073,2,1,,3,,,11,,300000,1,1,3,2,,,,,1,6,3,200000,2,1,2018,2,,,6,2019,220000
6,28,2806,1,0,290075,1,3,,1,,,5,,100000,4,3,1,1,2,1,,,,,,,,,,,,,,,
6,29,2910,1,0,290086,1,1,,1,,,5,,250000,3,,,2,,,,,2,,,,,,,,,,,,
6,29,2920,2,1628,290171,1,1,,1,,,5,,150000,1,2,2,2,,,,,1,1,3,150000,1,11,2017,1,2,2018,,,160000
6,29,2920,2,1628,290172,1,6,,3,,,3,,30000,1,0,,2,,,,,1,0,,30000,1,5,2018,1,7,2018,,,30000
6,29,2920,2,1628,290172,2,5,,3,,,3,,25000,1,0,,2,,,,,1,0,,25000,1,2,2018,1,4,2018,,,25000
6,29,2920,2,1628,290179,1,2,,1,,,5,,100000,1,1,2,2,,,,,1,1,3,100000,2,11,2017,2,,,10,2018,105000
6,29,2920,2,1628,290179,2,2,,2,,,6,,100000,1,1,2,2,,,,,1,1,3,100000,2,11,2017,2,,,10,2018,105000
6,29,2920,2,1628,290180,1,6,,1,,,13,"HOUSE RENOVATION",75000,1,1,2,2,,,,,1,1,1,75000,1,4,2018,2,,,11,2018,75000
6,29,2920,2,1628,290180,2,6,,1,,,8,,45000,1,1,2,2,,,,,1,1,1,45000,1,5,2018,2,,,8,2018,45000
6,29,2915,1,622,299001,1,1,,1,,,10,,300000,1,1,3,2,,,,,1,1,3,300000,1,4,2018,2,,,3,2019,300000
6,29,2915,1,622,299005,1,1,,1,,,12,,50000,1,0,,2,,,,,1,3,1,50000,1,6,2018,2,,,5,2019,55000
6,29,2915,1,622,299007,1,1,,1,,,8,,1500000,1,1,3,2,,,,,1,2,3,1500000,1,2,2018,2,,,6,2019,2150000
6,29,2915,1,622,299010,1,3,,2,,,5,,50000,1,2,2,2,,,,,1,2,1,40000,2,3,2018,2,,,8,2018,52200
6,29,2918,1,454,299014,1,1,,1,,,5,,100000,1,1,3,2,,,,,1,1,1,50000,2,2,2018,2,,,11,2018,60000
6,29,2918,1,454,299022,1,2,,1,,,2,,150000,1,0,,2,,,,,1,0,,150000,2,4,2018,2,,,10,2018,165000
6,29,2918,1,454,299022,2,3,,1,,,2,,1000000,4,3,3,1,7,,,"THE STATE GOVERNMENT GIVE LOAN TO NON FARMING PEOPLE  THEY ASKED HIM TO OPEN ACCOUNT BUT THE GOVT REFUSED TO GIVE ANY LOAN",,,,,,,,,,,,,
6,29,2928,1,322,299025,1,2,,1,,,8,,67000,1,1,2,2,,,,,1,2,2,67000,1,1,2018,2,,,1,2019,67000
6,29,2928,1,322,299027,1,1,,1,,,10,,200000,1,1,3,2,,,,,1,2,3,200000,2,8,2017,1,7,2018,,,220000
6,29,2928,1,322,299033,1,5,,1,,,8,,100000,1,0,,2,,,,,1,2,2,48000,2,2,2018,2,,,12,2018,53000
6,29,2928,1,322,299033,2,2,,2,,,5,,200000,1,0,,2,,,,,1,2,2,70000,2,12,2017,2,,,12,2018,90000
6,29,2928,1,322,299033,3,5,,2,,,5,,50000,1,0,,2,,,,,1,1,2,35000,2,4,2018,2,,,11,2018,38500
6,29,2928,1,322,299035,1,1,,1,,,1,,300000,1,1,3,2,,,,,1,2,1,250000,1,8,2017,2,,,10,2018,550000
6,29,2928,1,322,299036,1,6,,1,,,7,,10000,1,5,1,2,,,,,1,1,1,10000,1,12,2017,1,12,2017,,,10000
6,30,3007,1,1624,300016,1,1,,1,,,5,,100000,1,1,3,2,,,,,1,1,3,100000,2,2,2018,2,,,11,2018,135000
6,30,3007,1,1624,300017,1,6,,1,,,11,,10000,4,0,,1,6,,,,,,,,,,,,,,,,
6,30,3012,1,0,300040,1,9,"BANK OF AGRIC",1,,,2,,250000,4,3,3,1,7,,,"RESPONDENT WERE NOT GIVEN DUE TO NON REPAYMENT OF BENEFICIARY",,,,,,,,,,,,,
6,30,3012,1,0,300040,2,3,,1,,,2,,200000,4,3,3,1,6,,,,,,,,,,,,,,,,
6,30,3005,1,0,300095,1,3,,1,,,8,,40000,1,1,3,2,,,,,1,1,3,30000,1,6,2018,2,,,8,2018,48000
6,30,3005,1,0,300099,1,9,"ON LINE SERVICES",1,,,8,,20000,1,3,1,2,,,,,1,0,,15000,2,7,2018,1,10,2018,,,17250
6,30,3002,1,1310,300135,1,3,,2,,,8,,50000,1,1,3,2,,,,,1,1,3,50000,2,1,2018,2,,,7,2018,57500
6,30,3002,2,0,300136,1,3,,1,,,5,,200000,4,1,3,1,6,,,,,,,,,,,,,,,,
6,30,3002,1,1264,300141,1,3,,1,,,5,,30000,1,1,3,2,,,,,1,1,3,30000,2,9,2017,1,4,2018,,,34500
6,30,3002,1,0,300142,1,1,,2,,,9,,500000,1,1,3,2,,,,,1,1,3,500000,2,11,2017,1,5,2018,,,521000
6,30,3002,1,0,300144,1,6,,1,,,6,,50000,4,0,,1,6,,,,,,,,,,,,,,,,
6,30,3023,2,622,300172,1,3,,1,,,5,,20000,4,10,3,1,6,,,,,,,,,,,,,,,,
6,30,3005,1,3648,309008,1,3,,1,,,5,,280000,1,2,2,2,,,,,1,0,,280000,2,2,2018,2,,,8,2018,315000
6,30,3006,1,520,309013,1,3,,2,,,5,,50000,1,3,2,2,,,,,1,3,2,50000,2,4,2018,2,,,10,2018,60000
6,30,3013,1,282,309037,1,3,,1,,,5,,500000,4,1,3,1,6,,,,,,,,,,,,,,,,
6,30,3013,1,282,309044,1,6,,1,,,6,,50000,1,1,3,2,,,,,1,0,,50000,1,8,2017,1,11,2017,,,
6,30,3020,2,1092,309082,1,2,,1,,,10,,100000,1,1,3,2,,,,,1,1,3,100000,2,2,2018,1,8,2018,,,108000
6,30,3020,2,1092,309082,2,1,,2,,,6,,100000,1,2,3,2,,,,,1,2,3,100000,2,2,2018,2,,,12,2018,115000
6,30,3020,2,1092,309083,1,3,,1,,,7,,150000,4,0,,1,2,,,,,,,,,,,,,,,,
6,30,3021,2,628,309093,1,7,,1,,,2,,30000,4,0,,1,6,,,,,,,,,,,,,,,,
6,30,3026,1,72,309104,1,3,,2,,,1,,70000,1,2,2,2,,,,,1,0,,70000,2,7,2018,2,,,11,2018,80000
6,30,3026,1,72,309105,1,5,,1,,,5,,20000,1,0,,2,,,,,1,0,,20000,2,8,2017,1,3,2018,,,20000
6,30,3026,1,72,309108,1,3,,1,,,6,,120000,4,5,3,1,1,5,4,,,,,,,,,,,,,,
6,30,3028,2,136,309112,1,5,,1,,,6,,50000,1,2,2,2,,,,,1,0,,50000,1,2,2018,1,7,2018,,,50000
6,30,3011,2,306,309126,1,9,"BANK OF AGRIC",1,,,3,,1000000,4,3,3,1,6,,,,,,,,,,,,,,,,
1,31,3112,2,350,310090,1,5,,1,,,2,,25000,1,0,,2,,,,,1,0,,22500,2,6,2018,2,,,12,2018,35000
1,31,3110,2,334,319030,1,5,,1,2,4,3,,3000,1,0,,2,,,,,1,0,,3000,2,1,2018,1,5,2018,,,3900
1,31,3111,2,1128,319038,1,1,,1,,,13,"FARMING",50000,1,1,3,2,,,,,1,1,3,20000,2,7,2017,2,,,12,2018,28800
1,31,3111,2,1128,319039,1,1,,1,,,3,,50000,1,1,3,2,,,,,1,1,3,50000,2,5,2018,2,,,9,2018,52507
1,31,3111,2,1128,319040,1,5,,1,2,,2,,100000,1,2,3,2,,,,,1,2,3,100000,2,5,2018,2,,,11,2018,160000
1,31,3111,2,1128,319043,1,5,,1,,,2,,15000,1,0,,2,,,,,1,0,,15000,1,7,2018,2,,,10,2018,23500
1,31,3111,2,1128,319044,1,2,,1,,,13,"FOR A FLIGHT TICKET FOR HER SON BACK TO NIGERIA",200000,1,1,1,2,,,,,1,1,1,200000,1,5,2018,2,,,10,2018,220000
1,31,3111,2,1128,319048,1,5,,3,,,2,,30000,1,0,,2,,,,,1,7,1,30000,2,5,2018,2,,,9,2018,33000
5,32,3215,1,0,320008,1,3,,2,,,12,,100000,4,0,,1,1,,,,,,,,,,,,,,,,
5,32,3215,1,2978,320010,1,7,,1,,,2,,5000000,4,0,,1,1,,,,,,,,,,,,,,,,
5,32,3213,2,128,320053,1,4,,2,,,5,,500000,3,,,2,,,,,2,,,,,,,,,,,,
5,32,3213,2,128,320182,1,2,,1,,,8,,150000,1,2,2,2,,,,,1,2,2,150000,2,10,2017,1,5,2018,,,210000
5,32,3213,2,128,320183,1,6,,1,2,,8,,60000,1,0,,2,,,,,1,0,,60000,1,7,2017,1,8,2017,,,60000
5,32,3213,2,128,320183,2,6,,1,2,,8,,50000,1,0,,2,,,,,1,0,,50000,1,9,2017,2,,,8,2018,50000
5,32,3215,1,0,320185,1,7,,1,,,12,,10000,1,3,1,2,,,,,1,0,,10000,1,9,2017,1,12,2017,,,10000
5,32,3215,1,0,320185,2,7,,1,,,12,,30000,1,0,,2,,,,,1,0,,30000,1,11,2017,2,,,8,2018,120000
5,32,3213,2,128,320186,1,6,,1,,,8,,60000,1,0,,2,,,,,1,0,,60000,2,1,2018,1,7,2018,,,60000
5,32,3213,2,128,320186,2,6,,1,,,2,,100000,1,0,,2,,,,,1,0,,100000,1,4,2018,2,,,11,2018,100000
5,32,3203,2,1420,329001,1,6,,1,,,7,,70000,1,0,,2,,,,,1,0,,70000,2,7,2018,2,,,9,2018,70000
5,32,3203,2,1420,329002,1,6,,2,,,7,,20000,1,0,,2,,,,,1,0,,20000,2,8,2017,1,6,2018,,,30000
5,32,3203,2,1420,329003,1,2,,1,,,3,,10000,1,1,2,2,,,,,1,2,2,10000,2,8,2017,1,10,2017,,,16000
5,32,3205,2,846,329023,1,2,,1,,,7,,200000,1,1,3,2,,,,,1,1,3,200000,2,12,2017,2,,,3,2019,260000
5,32,3206,1,622,329026,1,6,,1,,,8,,150000,1,0,,2,,,,,1,0,,150000,1,9,2017,2,,,10,2018,150000
5,32,3206,1,622,329031,1,6,,1,2,,13,"HOUSE RENT",70000,3,,,2,,,,,2,,,,,,,,,,,,
5,32,3206,1,1646,329037,1,6,,1,,,12,,15000,1,1,1,2,,,,,1,1,1,15000,2,4,2018,1,5,2018,,,15000
5,32,3206,1,1646,329037,2,6,,1,,,11,,10000,1,2,1,2,,,,,1,2,1,10000,2,11,2017,1,12,2017,,,10000
5,32,3206,1,1646,329043,1,6,,2,,,6,,6000,1,0,,2,,,,,1,0,,6000,2,6,2018,2,,,12,2018,6000
5,32,3212,2,450,329059,1,4,,1,,,3,,500000,1,1,3,2,,,,,1,1,3,500000,1,8,2017,1,2,2018,,,600000
5,32,3213,2,282,329062,1,6,,6,,,8,,150000,1,3,1,2,,,,,1,0,,150000,1,6,2018,2,,,7,2018,195000
5,32,3213,2,282,329063,1,1,,1,,,2,,300000,3,,,2,,,,,2,,,,,,,,,,,,
5,32,3213,2,282,329065,1,1,,2,,,2,,1200000,3,,,2,,,,,2,,,,,,,,,,,,
5,32,3213,2,282,329066,1,7,,1,,,8,,20000,1,1,2,2,,,,,1,2,2,20000,1,4,2018,1,6,2018,,,25000
5,32,3213,2,282,329071,1,6,,1,,,12,,15000,1,0,,2,,,,,1,0,,15000,1,3,2018,1,4,2018,,,15000
5,32,3213,2,1358,329073,1,6,,2,,,8,,20000,1,1,2,2,,,,,1,1,2,20000,2,7,2017,1,10,2017,,,25000
5,32,3213,2,1358,329078,1,2,,1,,,4,,60000,1,0,,2,,,,,1,0,,60000,1,6,2018,2,,,7,2018,65000
5,32,3213,2,1358,329079,1,1,,2,,,3,,1000000,4,3,3,1,7,,,"THE LOAN OPERATOR DIED",,,,,,,,,,,,,
5,32,3213,2,1358,329081,1,7,,1,,,8,,60000,1,1,2,2,,,,,1,1,2,60000,1,2,2018,1,3,2018,,,75000
5,32,3213,2,1358,329082,1,4,,2,,,4,,100000,4,3,1,1,7,,,"THEY SAY THAT THEIR TURN HAVE NOT REACH",,,,,,,,,,,,,
5,32,3223,2,668,329096,1,6,,2,,,11,,10000,1,0,,2,,,,,1,0,,10000,2,6,2018,2,,,12,2018,12000
3,33,3323,2,92,330031,1,4,,1,,,2,,20000,1,6,2,2,,,,,1,0,,15000,2,7,2017,2,,,7,2018,20000
3,33,3313,2,930,330057,1,1,,1,,,3,,540000,2,1,3,2,,,,,2,,,,,,,,,,,,
3,33,3304,2,418,330063,1,7,,1,,,5,,50000,3,,,2,,,,,2,,,,,,,,,,,,
3,33,3302,2,816,339001,1,6,,1,,,5,,10000,1,0,,2,,,,,1,0,,10000,1,2,2018,1,4,2018,,,10000
3,33,3321,2,118,339045,1,4,,1,,,5,,500000,4,2,2,1,3,,,,,,,,,,,,,,,,
2,34,3405,2,456,340033,1,6,,1,,,13,"PAYING OF LOST CHAIN SAW",100000,1,0,,2,,,,,1,0,,100000,1,5,2018,1,7,2018,,,100150
2,34,3405,2,456,340034,1,6,,1,,,12,,7000,1,0,,2,,,,,1,0,,7000,1,7,2018,2,,,9,2018,7100
2,34,3412,2,156,340056,1,5,,2,,,8,,5000,1,2,2,2,,,,,1,1,2,5000,2,4,2018,2,,,12,2018,5500
2,34,3408,2,870,340085,1,3,,1,,,11,,100000,1,1,2,2,,,,,1,0,,85000,2,2,2018,2,,,11,2018,150000
2,34,3401,2,370,349005,1,6,,1,,,2,,50000,1,7,1,2,,,,,1,7,1,50000,2,7,2017,1,4,2018,,,50500
2,34,3402,2,72,349019,1,6,,1,,,5,,100000,1,2,2,2,,,,,1,1,2,100000,1,9,2017,1,3,2018,,,102000
