"zone","state","lga","sector","ea","hhid","plotid","s11c1q2a","s11c1q2","s11c1q3","s11c1q3a","s11c1q4","s11c1q4a_1","s11c1q4a_2","s11c1q4a_3","s11c1q4a_4","s11c1q4a_5","s11c1q5a","s11c1q5","s11c1q6","s11c1q6a","s11c1q7","s11c1q7a_1","s11c1q7a_2","s11c1q7a_3","s11c1q7a_4","s11c1q7a_5","s11c1q8a","s11c1q8","s11c1q9","s11c1q9a","s11c1q10","s11c1q10a_1","s11c1q10a_2","s11c1q10a_3","s11c1q10a_4","s11c1q10a_5","s11c1q13a","s11c1q14a","s11c1q15a","s11c1q16a","s11c1q17a_1","s11c1q17a_2","s11c1q17a_3","s11c1q17a_4","s11c1q17a_5","s11c1q13b","s11c1q14b","s11c1q15b","s11c1q16b","s11c1q17b_1","s11c1q17b_2","s11c1q17b_3","s11c1q17b_4","s11c1q17b_5","s11c1q13c","s11c1q14c","s11c1q15c","s11c1q16c","s11c1q17c_1","s11c1q17c_2","s11c1q17c_3","s11c1q17c_4","s11c1q17c_5"
1,23,2303,2,828,239018,1,1,4,2,4,1500,0,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,1,12,1,4,0,1,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2303,2,828,239018,2,1,8,2,4,1500,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,10,1,4,0,1,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2303,2,828,239022,1,1,5,2,4,1000,1,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,4,1,3,0,0,1,0,0,1,4,2,3,0,0,1,0,0,,,,,,,,,
1,23,2303,2,828,239022,2,1,6,2,4,1000,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,4,2,3,0,0,1,0,0,2,,,,,,,,
1,23,2303,2,828,239023,1,1,5,2,4,1000,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2303,2,828,239023,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,4,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,
1,23,2303,2,828,239023,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,4,0,0,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2303,2,828,239023,4,1,8,2,4,1000,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2303,2,828,239024,1,1,3,2,9,1500,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2303,2,828,239024,2,1,10,5,8,1500,0,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2304,2,432,239025,2,1,2,2,8,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2304,2,432,239025,3,1,2,2,8,1500,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2304,2,432,239025,4,1,2,2,8,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2304,2,432,239025,5,1,2,2,8,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2304,2,432,239026,2,1,4,4,8,1000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2304,2,432,239026,3,1,2,2,8,1200,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2304,2,432,239029,3,1,3,2,9,2400,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2304,2,432,239029,4,1,1,1,9,2500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2304,2,432,239032,1,2,,,,,,,,,,1,1,3,5,1000,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2305,2,174,239037,1,1,10,20,9,2500,1,0,1,0,0,1,2,7,3,1200,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,1,7,1,3,1,0,0,0,0
1,23,2305,2,174,239037,2,1,2,3,9,2500,0,0,1,0,0,1,1,2,3,1200,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2305,2,174,239039,1,1,4,5,8,2500,1,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2305,2,174,239045,1,1,1,10,6,2000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2305,2,174,239047,2,1,4,10,6,1500,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2305,2,174,239048,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,4,1,0,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2305,2,174,239048,3,1,1,10,6,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2306,1,78,239051,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,8,1,0,0,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2306,1,78,239051,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,7,1,0,0,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2306,1,78,239054,1,1,10,5,8,1500,1,1,1,1,0,1,4,4,9,1500,0,1,1,0,0,1,4,4,8,1250,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2306,1,78,239055,1,1,2,4,9,1500,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2306,1,78,239055,3,1,3,6,9,1500,1,0,1,0,0,1,4,5,8,1200,0,1,1,1,0,1,3,6,7,600,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,88,239062,1,1,9,5,10,1200,1,1,1,1,0,1,4,5,6,1000,0,1,0,0,1,1,9,5,6,1000,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,88,239064,1,1,4,5,6,1500,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,88,239065,1,1,1,2,8,1500,1,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,88,239065,2,1,1,2,8,1500,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2308,1,88,239065,3,1,1,2,8,1500,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,2,740,239085,1,1,3,2,8,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,1,3,4,7,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,
1,23,2309,2,740,239085,2,1,2,5,10,1500,1,0,0,1,0,1,2,2,7,1200,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,2,740,239085,3,1,3,4,10,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,1,2,5,8,0,1,0,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2309,2,740,239086,2,1,4,3,10,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,1,2,2,8,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,
1,23,2309,2,740,239086,3,1,2,4,10,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,2,740,239086,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,8,0,1,0,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2309,2,740,239086,5,2,,,,,,,,,,1,3,8,7,1200,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,2,740,239087,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,1,6,1,4,0,1,0,0,0
1,23,2309,2,740,239087,2,1,7,2,6,1000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,2,740,239087,3,1,4,6,6,1000,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,2,740,239087,4,1,4,4,6,1000,1,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,2,740,239088,1,1,2,2,9,1500,0,0,1,0,0,1,3,8,7,1200,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,2,740,239088,2,1,2,3,10,1500,1,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,2,4,8,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,
1,23,2309,2,740,239090,2,1,6,3,6,1000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,2,740,239090,3,1,5,3,6,1000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,2,740,239092,1,1,2,5,2,1000,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,2,740,239092,2,1,6,8,8,2000,1,1,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,2,740,239093,1,1,4,12,7,1500,1,1,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,2,740,239093,2,1,6,10,8,1500,1,0,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,2,740,239095,1,1,2,2,4,1000,0,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,2,740,239095,2,1,4,6,5,2000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,2,740,239095,3,1,4,8,6,2000,1,1,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,1,1224,239100,1,1,1,10,8,2000,0,0,1,0,1,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,1,1224,239101,1,1,4,2,9,2500,1,0,0,1,0,1,2,2,9,1200,0,1,1,0,0,2,,,,,,,,,,1,2,3,7,0,1,1,0,0,1,2,3,7,0,1,1,0,0,2,,,,,,,,
1,23,2309,1,1224,239104,1,1,4,3,8,1500,1,0,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,1,1224,239104,2,1,2,3,9,1200,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,1,1224,239104,3,1,5,32,8,1200,0,0,1,0,1,1,6,15,7,1000,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,1,1224,239104,4,1,1,3,9,1200,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,1,1224,239106,2,1,4,5,5,2000,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,1,1224,239107,1,1,2,5,4,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2310,2,30,239122,3,1,2,2,9,1500,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2310,2,30,239122,4,1,2,2,9,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2310,2,30,239123,2,2,,,,,,,,,,1,2,5,8,800,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2310,2,30,239125,2,1,1,3,9,1550,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2310,2,30,239129,1,2,,,,,,,,,,1,1,5,6,1000,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2310,2,30,239129,2,1,2,2,6,3000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2310,2,30,239129,3,1,2,2,6,3000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2310,2,30,239129,4,1,1,2,5,2000,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,2,3,5,0,0,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2310,2,30,239130,2,1,3,2,9,1500,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2310,2,30,239131,1,1,3,1,7,3000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2310,2,30,239131,3,2,,,,,,,,,,1,2,4,7,1500,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2310,2,496,239137,1,2,,,,,,,,,,1,2,3,6,1200,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2310,2,496,239142,1,1,2,5,8,2000,1,1,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2310,2,496,239142,2,1,2,4,6,2000,1,0,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2310,2,496,239143,1,1,4,3,8,2700,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2310,2,496,239143,2,1,3,4,6,2500,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2310,2,496,239143,3,1,3,4,7,2500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2310,2,496,239143,4,1,2,4,6,2500,1,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2313,1,382,239144,3,1,2,5,10,2400,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,1,2,5,10,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,
1,23,2314,2,354,239156,1,1,6,5,10,1000,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2314,2,354,239158,1,1,2,2,6,1000,1,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2314,2,354,239159,1,1,5,4,8,1200,1,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2314,2,354,239161,1,1,3,4,6,1500,0,0,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2314,2,354,239163,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,20,5,1,1,1,1,0,2,,,,,,,,,2,,,,,,,,
1,23,2314,2,354,239163,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,10,3,1,1,1,1,0,2,,,,,,,,,2,,,,,,,,
1,23,2314,2,354,239164,2,1,3,6,8,2500,1,0,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2314,2,354,239165,1,1,8,2,12,3000,1,0,0,1,0,1,3,5,6,1200,0,1,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2314,2,354,239165,2,1,4,5,10,2400,1,0,1,1,0,1,2,2,6,1500,0,1,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2314,2,354,239165,3,1,4,3,8,2000,1,0,1,1,0,1,3,2,6,1500,0,1,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2314,2,354,239165,4,1,3,3,12,2400,0,0,0,0,1,1,3,3,8,1500,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2314,2,354,239165,5,1,2,2,8,2000,0,0,1,0,1,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2314,2,354,239167,2,1,6,15,10,3000,1,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2314,2,354,239167,3,1,5,5,6,2500,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2314,2,354,239167,4,1,10,8,6,2500,0,0,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2314,2,354,239167,5,1,3,6,5,2000,1,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2314,2,354,239167,6,1,2,6,5,2000,1,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2316,2,614,239172,1,1,2,10,6,2400,0,0,1,1,0,2,,,,,,,,,,1,3,3,9,1000,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2316,2,614,239172,3,1,4,8,9,2400,0,0,1,1,0,2,,,,,,,,,,1,2,3,8,1000,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2316,2,1442,239180,1,1,2,3,8,1500,1,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,3,1,8,0,0,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239180,2,1,3,2,8,1000,0,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,1,2,1,8,0,0,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239180,3,1,3,2,8,1200,0,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,2,2,8,0,1,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239181,1,1,8,2,4,1000,1,1,0,1,0,2,,,,,,,,,,2,,,,,,,,,,1,6,2,4,1,1,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239181,2,1,12,3,4,1000,1,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,,1,10,3,4,1,1,1,1,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239183,1,1,6,2,4,1000,0,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,,1,8,1,4,0,0,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239183,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,1,1,1,1,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239184,1,1,2,10,4,1000,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,5,3,6,1,1,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239184,2,1,2,4,5,1500,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,3,6,5,1,1,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239184,3,1,2,5,6,1500,0,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,3,4,6,0,1,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239184,4,1,3,4,6,1500,0,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,4,2,3,0,1,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239184,5,1,4,4,6,1500,0,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,4,6,3,0,1,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239186,1,1,2,6,6,1500,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,3,2,4,0,1,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239186,2,1,2,3,4,1000,0,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,2,3,4,0,1,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239186,4,1,8,6,6,2000,0,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,3,6,4,1,1,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239187,1,1,4,8,8,1500,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,4,4,6,1,1,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239187,2,1,2,5,8,1500,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,4,6,6,1,1,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239187,3,1,2,4,6,1500,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,3,4,5,1,1,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239187,4,1,2,5,4,1000,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,4,5,6,1,1,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239188,1,1,2,9,2,1000,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,1,3,1,8,1,0,0,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239188,2,1,2,2,2,1000,1,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,2,8,7,0,0,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239188,3,1,2,1,10,1200,1,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2316,2,1442,239189,1,1,3,2,8,1500,0,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,4,2,6,1,0,0,1,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239189,2,1,2,2,10,1500,0,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,3,1,8,0,1,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2316,2,1442,239189,3,1,3,4,8,1200,0,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,,1,2,1,8,1,0,0,0,0,,,,,,,,,,,,,,,,,,
1,23,2316,2,1442,239190,1,1,2,2,10,1500,1,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,3,2,9,1,1,1,0,0,2,,,,,,,,,2,,,,,,,,
1,23,2304,2,432,239197,2,1,2,1,7,1400,0,0,0,1,0,2,,,,,,,,,,1,1,1,6,700,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2305,2,174,239199,1,1,7,2,6,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,1,1224,239209,1,1,4,3,8,1200,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,1,1224,239209,2,1,2,1,8,1200,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,1,1224,239209,3,1,2,2,8,1200,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2309,1,1224,239209,4,1,2,2,3,1200,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2311,2,1600,239211,1,1,4,5,9,2500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2311,2,1600,239211,2,1,4,10,8,2500,1,1,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2311,2,1600,239211,3,1,4,10,9,2500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2311,2,1600,239211,4,1,4,4,9,2500,1,0,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2311,2,1600,239211,5,1,4,10,8,1500,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2311,2,1600,239211,6,1,4,7,9,2500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2311,2,1600,239213,1,1,5,2,9,2000,1,0,0,1,0,1,5,3,9,1500,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2311,2,1600,239213,3,1,5,1,9,2000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2311,2,1600,239213,6,1,3,3,9,2000,1,0,0,1,0,1,3,2,9,1600,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2311,2,1600,239213,7,1,3,2,9,2400,1,0,0,1,0,1,2,1,9,1500,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2311,2,1600,239213,8,1,2,5,9,2000,1,0,0,1,0,1,8,2,9,1500,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2311,2,1600,239214,1,1,4,30,8,3500,1,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
