"zone","state","lga","sector","ea","hhid","plotid","s11c1q2a","s11c1q2","s11c1q3","s11c1q3a","s11c1q4","s11c1q4a_1","s11c1q4a_2","s11c1q4a_3","s11c1q4a_4","s11c1q4a_5","s11c1q5a","s11c1q5","s11c1q6","s11c1q6a","s11c1q7","s11c1q7a_1","s11c1q7a_2","s11c1q7a_3","s11c1q7a_4","s11c1q7a_5","s11c1q8a","s11c1q8","s11c1q9","s11c1q9a","s11c1q10","s11c1q10a_1","s11c1q10a_2","s11c1q10a_3","s11c1q10a_4","s11c1q10a_5","s11c1q13a","s11c1q14a","s11c1q15a","s11c1q16a","s11c1q17a_1","s11c1q17a_2","s11c1q17a_3","s11c1q17a_4","s11c1q17a_5","s11c1q13b","s11c1q14b","s11c1q15b","s11c1q16b","s11c1q17b_1","s11c1q17b_2","s11c1q17b_3","s11c1q17b_4","s11c1q17b_5","s11c1q13c","s11c1q14c","s11c1q15c","s11c1q16c","s11c1q17c_1","s11c1q17c_2","s11c1q17c_3","s11c1q17c_4","s11c1q17c_5"
4,4,408,2,630,49035,1,1,3,2,8,2800,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,408,2,630,49035,2,1,5,5,8,3400,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,408,2,630,49035,3,1,4,2,8,2500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,408,2,630,49035,4,2,,,,,,,,,,2,,,,,,,,,,1,1,5,6,1500,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,408,2,630,49036,2,1,2,1,12,5000,0,0,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,408,2,630,49036,3,1,2,1,12,5000,0,0,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,408,2,630,49036,4,1,2,1,12,5000,0,0,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,412,1,1562,49037,1,1,2,2,5,2500,1,1,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,412,1,1562,49037,2,1,1,1,4,2500,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,412,1,1562,49038,3,1,2,3,2,300,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,412,1,1562,49038,9,1,2,2,4,300,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,412,1,1562,49038,10,1,2,2,4,3000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,412,1,1562,49038,11,1,2,2,4,3000,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,412,1,1562,49038,12,1,2,2,4,3000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,412,1,1562,49039,1,1,2,2,5,2500,1,1,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,412,1,1562,49039,2,1,2,2,5,2500,1,1,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,412,1,1562,49041,1,1,1,2,4,2500,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,412,1,1562,49041,2,1,1,2,5,2000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,412,1,1562,49043,1,1,4,4,8,2000,1,1,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,412,1,1562,49044,1,1,4,7,7,720,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,412,1,1562,49044,6,1,3,4,6,450,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,412,1,1562,49045,1,1,5,5,9,1000,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,412,1,1562,49046,2,1,2,2,10,1700,0,1,0,0,0,1,2,2,10,1250,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,412,1,1562,49046,3,2,,,,,,,,,,1,2,2,10,1250,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,416,1,372,49051,1,1,3,1,7,2500,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,1,4,5,1,1,1,0,1,2,,,,,,,,
4,4,416,1,372,49055,4,1,3,3,6,2500,1,1,0,0,0,1,3,3,7,2000,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,416,1,730,49070,1,1,2,2,8,1400,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,416,1,730,49070,2,1,5,2,7,1400,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,417,1,114,49076,3,1,3,4,8,1500,1,1,1,1,0,1,2,2,4,1500,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,417,1,114,49076,4,1,6,3,8,2000,1,1,1,1,0,1,2,3,5,1500,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,417,1,114,49080,1,1,2,10,8,3500,1,1,1,1,0,1,6,10,6,3000,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,417,1,114,49083,1,1,5,3,11,12000,1,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,419,1,1006,49088,1,1,2,3,5,2000,1,1,0,0,0,1,2,2,5,1500,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,419,1,1006,49090,1,1,3,2,8,3000,1,1,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,419,1,1006,49090,2,1,3,2,7,2500,1,1,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,419,1,1006,49091,2,1,1,1,8,3000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,419,1,1006,49095,2,1,3,2,9,3000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,420,1,1296,49097,1,1,1,2,7,2000,1,1,0,0,0,1,2,2,4,1500,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,420,1,1296,49097,2,1,1,2,6,2000,0,1,0,0,0,1,1,2,3,1500,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,420,1,1296,49097,3,1,1,2,5,2000,1,1,0,0,0,1,2,2,3,1500,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,420,1,1296,49100,4,1,3,2,11,2300,1,0,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,420,1,1296,49101,1,1,7,4,9,2000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,420,1,1296,49101,3,1,7,4,9,2000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,420,1,1296,49102,1,1,1,2,3,3000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,1,2,1,4,1,1,0,0,0,2,,,,,,,,,2,,,,,,,,
4,4,420,1,1296,49102,2,1,2,2,3,3500,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,1,2,39,2,1,1,0,0,0,2,,,,,,,,,2,,,,,,,,
4,4,420,1,1296,49102,3,1,2,1,4,3500,1,1,0,0,0,1,1,2,4,3000,1,1,0,0,0,2,,,,,,,,,,1,2,1,4,1,1,0,0,0,1,1,2,5,1,1,0,0,0,2,,,,,,,,
4,4,420,1,1296,49103,1,1,2,1,5,4000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,1,1,2,3,1,1,0,0,0,2,,,,,,,,,2,,,,,,,,
4,4,420,1,1296,49103,2,1,2,1,4,4000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,1,1,2,4,1,1,0,0,0,2,,,,,,,,,2,,,,,,,,
4,4,420,1,1296,49103,3,1,2,1,4,4000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,1,2,1,4,1,1,0,0,0,2,,,,,,,,,2,,,,,,,,
4,4,420,1,1296,49104,1,1,2,2,4,4000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,1,2,2,4,1,1,0,0,0,2,,,,,,,,,2,,,,,,,,
4,4,420,1,1296,49104,2,1,2,2,4,4000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,1,2,2,4,1,1,0,0,0,2,,,,,,,,,2,,,,,,,,
4,4,420,1,1296,49104,4,1,2,2,5,6000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,1,2,2,5,1,1,0,0,0,2,,,,,,,,,2,,,,,,,,
4,4,420,1,1296,49105,2,2,,,,,,,,,,2,,,,,,,,,,1,2,2,8,1500,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,420,1,1296,49106,1,1,1,4,8,2500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,420,1,1296,49106,2,1,1,3,8,2000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,420,1,1296,49108,1,1,2,2,8,3000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,420,1,1296,49108,2,1,2,1,7,3000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,420,1,1296,49108,3,1,2,1,7,3000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,405,2,716,49111,1,1,3,4,10,2500,1,1,0,0,0,1,2,3,10,2500,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,405,2,716,49111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,7,1,1,0,0,0,2,,,,,,,,,2,,,,,,,,
4,4,405,2,716,49111,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,7,1,1,0,1,0,1,2,3,5,0,0,1,1,0,2,,,,,,,,
4,4,405,2,716,49111,4,1,3,3,8,2500,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,2,2,6,0,0,1,1,0,2,,,,,,,,
4,4,405,2,716,49112,3,1,9,1,11,2500,0,0,0,1,0,1,6,1,9,1500,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,408,2,630,49113,1,1,2,2,6,4000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,408,2,630,49113,2,1,2,1,5,4000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,408,2,630,49113,3,1,1,2,5,4000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,419,1,1006,49124,2,1,2,3,7,2500,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49126,2,1,5,5,6,2000,1,1,0,0,0,1,4,5,5,1500,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49126,4,1,5,3,7,2000,1,1,0,0,0,1,4,4,6,1500,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49126,5,1,3,3,6,2000,1,1,0,0,0,1,2,3,5,1500,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49129,1,1,2,2,8,2500,1,1,0,1,0,1,2,2,6,2000,1,0,1,0,0,2,,,,,,,,,,1,1,3,6,1,1,0,1,0,1,2,3,6,0,1,1,1,0,,,,,,,,,
4,4,407,1,680,49129,2,1,1,2,6,2500,1,1,0,1,0,1,2,2,8,2000,1,0,1,1,0,2,,,,,,,,,,1,1,3,6,1,0,0,1,0,1,2,3,4,1,0,1,1,0,2,,,,,,,,
4,4,407,1,680,49129,3,1,2,2,8,2500,1,1,0,0,0,1,1,2,8,2000,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49129,4,1,2,2,6,2500,1,1,0,1,0,1,2,2,8,2000,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49129,5,1,2,2,8,2500,1,1,0,1,0,1,2,2,8,2000,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49129,6,1,1,2,2,8000,1,0,0,1,0,1,2,2,8,2000,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49129,7,1,1,2,2,8000,1,0,0,1,0,1,2,2,8,2000,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49129,8,1,1,2,2,8000,1,0,0,1,0,1,2,2,8,2000,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49129,9,1,1,2,2,8000,1,0,0,1,0,1,2,2,8,2000,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49129,10,1,1,2,2,8000,1,0,0,1,0,1,2,2,8,2000,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49130,2,1,5,3,8,2000,1,1,0,0,0,1,3,3,7,1500,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49130,4,1,5,2,8,2000,1,1,0,0,0,1,3,1,8,1500,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49130,5,1,5,3,8,2000,1,1,0,0,0,1,3,3,7,1500,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49130,6,1,5,3,8,2000,1,1,0,0,0,1,3,3,7,1500,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49131,1,1,1,2,2,6200,1,0,0,1,0,1,2,2,8,2500,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49131,2,1,1,2,2,6200,1,0,0,1,0,1,2,2,8,6200,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49131,3,1,1,2,2,6200,1,0,0,1,0,1,2,5,8,2500,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49131,4,1,1,2,2,6200,1,0,0,1,0,1,2,2,8,2500,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49131,5,1,1,2,2,6200,1,0,0,1,0,1,2,2,8,2500,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49131,6,1,1,2,2,6200,1,0,0,1,0,1,2,2,8,2500,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49131,7,1,1,2,2,6200,1,0,0,1,0,1,2,2,8,2500,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49131,8,1,1,2,2,6200,1,0,0,1,0,1,2,2,8,2500,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49131,9,1,1,2,2,6200,1,0,0,1,0,1,2,2,8,2500,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49131,10,1,1,2,2,6200,1,0,0,1,0,1,2,2,8,2500,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49131,11,1,1,2,2,6200,1,0,0,1,0,1,2,2,8,2500,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49132,3,1,2,3,6,2500,1,1,0,1,0,1,2,2,8,2000,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49132,4,1,2,2,6,2500,1,1,0,1,0,1,2,2,6,2000,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49132,5,1,2,3,8,2500,1,1,0,0,0,1,2,2,6,2000,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49132,6,1,2,2,6,2500,1,0,0,1,0,1,2,2,6,2000,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49132,7,1,2,1,6,2500,1,1,0,1,0,1,1,2,6,2000,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49132,8,1,2,1,6,2500,1,0,0,1,0,1,2,1,6,2000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49132,9,1,2,1,8,2500,1,0,0,1,0,1,2,1,8,2000,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49133,1,1,2,3,6,2000,1,1,0,0,0,1,2,3,5,1500,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49133,2,1,3,3,7,2000,1,1,0,0,0,1,2,3,5,1500,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49133,6,1,5,4,8,2000,1,1,0,0,0,1,4,3,8,1500,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49134,1,1,1,1,2,12000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49134,2,1,1,1,1,6000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49134,3,1,1,1,1,6000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49134,4,1,1,1,1,6000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49134,5,1,1,1,1,6000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49136,1,1,2,2,3,9000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49136,2,1,2,1,2,6000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49136,3,1,3,4,8,1700,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49136,4,1,2,2,2,3000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49136,6,1,2,1,2,6000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,407,1,680,49137,5,1,2,2,2,3000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50001,1,1,6,4,5,1500,0,0,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50002,1,1,4,1,4,700,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50002,2,2,,,,,,,,,,2,,,,,,,,,,1,2,1,4,2000,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50002,4,2,,,,,,,,,,2,,,,,,,,,,1,2,1,3,1500,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50002,6,1,2,1,3,1000,0,1,1,0,0,2,,,,,,,,,,1,2,1,3,1500,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50003,3,1,4,1,5,1200,0,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50003,4,1,6,5,5,1000,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50003,5,1,5,3,5,1000,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50004,2,1,4,5,5,1000,0,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50005,1,1,5,10,5,1000,1,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50006,2,1,2,2,5,1000,1,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50006,6,1,2,2,5,1000,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50006,7,1,3,4,5,1000,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50006,8,1,5,3,5,1000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50007,2,1,5,3,5,1000,0,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50008,2,1,4,1,4,1000,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50008,3,1,5,2,4,1000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50008,4,1,4,1,4,1000,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50008,5,1,8,1,4,1000,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50008,6,1,4,1,4,1000,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50009,1,1,3,5,4,1000,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50009,2,1,3,2,4,1000,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50009,3,1,4,3,5,1000,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50009,4,1,2,2,4,1000,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50009,5,1,3,4,4,1000,0,0,1,0,0,2,,,,,,,,,,1,4,1,4,700,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,506,2,830,50009,8,1,3,1,5,1000,0,1,0,0,0,2,,,,,,,,,,1,4,1,4,700,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,502,2,3878,50031,1,1,3,2,5,1500,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,502,2,3878,50031,3,1,2,1,2,1250,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,502,2,3878,50032,1,1,2,1,3,1000,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,1,2,1,4,0,0,1,0,0,2,,,,,,,,,2,,,,,,,,
2,5,502,2,3878,50032,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,0,1,1,0,0,2,,,,,,,,,2,,,,,,,,
2,5,502,2,3878,50033,1,1,6,1,8,1200,0,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,502,2,3878,50033,2,2,,,,,,,,,,2,,,,,,,,,,1,6,2,8,800,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,502,2,3878,50033,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,1,2,3,5,0,1,0,0,0
